doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.1016/s0924-9338(15)30573-3,proceedings_container,proceedings_or_multi_abstract_container,high,Temporal Dynamics of Antidepressant Ketamine Effects On Glutamine Cycling Follow Regional Fingerprints of Ampa and Nmda Receptor Densities,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1038/npp.2016.184,Temporal Dynamics of Antidepressant Ketamine Effects on Glutamine Cycling Follow Regional Fingerprints of AMPA and NMDA Receptor Densities,1.0,1.0,1.0,True,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1016_s0924_9338_15_30573_3.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1016_s0924-9338_15_30573-3__c30e1994fb.pdf,True,,False,,target_present_in_container_needs_segmentation,,not_needed,False,,,no_open_fulltext_signal_found,4,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1017/cts.2019.110,proceedings_container,proceedings_or_multi_abstract_container,high,"3525 Improvement in Suicidal Ideation after Repeated Ketamine Infusions: Relationship to Reductions in Symptoms of Posttraumatic Stress Disorder, Depression, and Pain.",verified_title_only,no document DOI recovered; strong title agreement,,Heart Rate Variability as a Predictor of Post-Operative Cognitive Dysfunction in Older Adults,0.3385,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1017_cts_2019_110.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1017_cts.2019.110__344177d856.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1017_cts.2019.110__344177d856.pdf,True,,target_present_in_container_needs_segmentation,PMC6798755,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9F3AE71B022B4A9D282321BD0F279E21/S2059866119001109a.pdf/div-class-title-3525-improvement-in-suicidal-ideation-after-repeated-ketamine-infusions-relationship-to-reductions-in-symptoms-of-posttraumatic-stress-disorder-depression-and-pain-div.pdf,https://doi.org/10.1017/cts.2019.110,exact_pmc_record_available_xml_needs_probe,6,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1017/cts.2019.99,proceedings_container,proceedings_or_multi_abstract_container,high,3447 Effects of intranasal ketamine on uncontrolled cancer related pain.,verified_exact_doi,document identifier matches requested DOI,10.1017/cts.2019.99,Effects of exercise and a very low fat diet in metabolically abnormal obese adults,0.2987,0.8571,1.0,False,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1017_cts_2019_99.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1017_cts.2019.99__fbcc59f6e2.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1017_cts.2019.99__fbcc59f6e2.pdf,True,,target_present_in_container_needs_segmentation,PMC6799749,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/056472D1CE43CD712072D9C6034D18E8/S2059866119000992a.pdf/div-class-title-3447-effects-of-intranasal-ketamine-on-uncontrolled-cancer-related-pain-div.pdf,https://doi.org/10.1017/cts.2019.99,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1017/cts.2024.274,proceedings_container,proceedings_or_multi_abstract_container,high,300 Psilocybin-induced changes in neural reactivity to alcohol and emotional cues in patients with alcohol use disorder: An fMRI pilot study,verified_exact_doi,document identifier matches requested DOI,10.1017/cts.2024.274,Informatics and Data Science 298 Improving AI Assessment of Cutaneous Chronic Graft-Versus-Host Disease using Unlabeled Patient Photographs †,0.242,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1017_cts_2024_274.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1017_cts.2024.274__177d30c403.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1017_cts.2024.274__177d30c403.pdf,True,,target_present_in_container_needs_segmentation,PMC11033768,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/44AC398F170E3C94CB564C3EA6559BA4/S2059866124002747a.pdf/div-class-title-300-psilocybin-induced-changes-in-neural-reactivity-to-alcohol-and-emotional-cues-in-patients-with-alcohol-use-disorder-an-fmri-pilot-study-div.pdf,http://dx.doi.org/10.1017/cts.2024.274,exact_pmc_record_available_xml_needs_probe,14,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1017/cts.2024.387,proceedings_container,proceedings_or_multi_abstract_container,high,453 Ketamine Promotes Sustained Brain-Derived Neurotrophic Factor Levels in the Corticoaccumbens Circuit,identity_unverified,insufficient document-level identifier or title evidence,,Identification of candidate sudden arrhythmic deathcausing variants in a spontaneous animal model,0.3284,0.9091,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1017_cts_2024_387.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1017_cts.2024.387__14c7545e1f.pdf,True,,target_present_in_container_needs_segmentation,PMC11035185,europepmc_fulltext_xml,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/57BD320BE77EA3A8064BD882EEC587C5/S205986612400387Xa.pdf/div-class-title-453-ketamine-promotes-sustained-brain-derived-neurotrophic-factor-levels-in-the-corticoaccumbens-circuit-div.pdf,https://doi.org/10.1017/cts.2024.387,exact_jats_available,3,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1017/s0033291722001313,benign_conflict,grobid_related_doi_misidentification,high,Anterior default mode network and posterior insular connectivity is predictive of depressive symptom reduction following serial ketamine infusion,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1017/s0033291722001659,Anterior default mode network and posterior insular connectivity is predictive of depressive symptom reduction following serial ketamine infusion ‡,1.0,1.0,1.0,True,True,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1017_s0033291722001313.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1017_s0033291722001313__781166e4ff.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1017_s0033291722001313__781166e4ff.pdf,True,,correct_content_available_locally,PMC9527672,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/DD6DC113BC565E30ED8BEB5497CB9AEC/S0033291722001313a.pdf/div-class-title-anterior-default-mode-network-and-posterior-insular-connectivity-is-predictive-of-depressive-symptom-reduction-following-serial-ketamine-infusion-div.pdf,https://doi.org/10.1017/s0033291722001313,exact_pmc_record_available_xml_needs_probe,10,"Keep local text after front-page/title verification; mark conflicting DOI as a GROBID header misidentification, not a source DOI.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1038/s41380-018-0256-5,correction_or_erratum,correction_original_relationship,high,"Double-blind, placebo-controlled, dose-ranging trial of intravenous ketamine as adjunctive therapy in treatment-resistant depression (TRD)",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1038/s41380-018-0311-2,"Correction: Double-blind, placebo-controlled, dose-ranging trial of intravenous ketamine as adjunctive therapy in treatment-resistant depression (TRD)",0.9583,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1038_s41380_018_0256_5.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1038_s41380-018-0256-5__c39e79da12.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1038_s41380-018-0256-5__c39e79da12.pdf,True,,related_correction_or_original_document_only,PMC6447473,not_needed,True,,https://www.ncbi.nlm.nih.gov/pmc/articles/8329695,exact_pmc_record_available_xml_needs_probe,0,"Route correction/erratum/retraction as context-only and link it to the original DOI. If the requested record is the main article but the artifact is a correction, reacquire the main article.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1038/s41591-024-03331-w,correction_or_erratum,correction_original_relationship,high,"Author Correction: MDMA-assisted therapy for moderate to severe PTSD: a randomized, placebo-controlled phase 3 trial.",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1038/s41591-023-02565-4,"Corrections & amendments Author Correction: MDMA-assisted therapy for moderate to severe PTSD: a randomized, placebo-controlled phase 3 trial",0.8992,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1038_s41591_024_03331_w.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1038_s41591-024-03331-w__85a25de10b.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1038_s41591-024-03331-w__85a25de10b.pdf,True,,related_correction_or_original_document_only,PMC11564115,not_needed,True,https://www.nature.com/articles/s41591-024-03331-w.pdf,https://doi.org/10.1038/s41591-024-03331-w,exact_pmc_record_available_xml_needs_probe,0,"Route correction/erratum/retraction as context-only and link it to the original DOI. If the requested record is the main article but the artifact is a correction, reacquire the main article.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1089/psymed.2022.0001,benign_conflict,preprint_repository_version,high,"<i>Incilius alvarius</i>
                    Cell-Based Synthesis of 5-Methoxy-N,N-Dimethyltryptamine",target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1101/2022.05.20.492789,"Incilius alvarius Cell-Based Synthesis of 5-Methoxy-N, N-Dimethyltryptamine",1.0,1.0,1.0,False,False,grobid,,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1089_psymed_2022_0001.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1089_psymed.2022.0001__551100f211.pdf,True,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1089_psymed.2022.0001__551100f211.pdf,True,,correct_content_available_locally,PMC11658656,not_needed,True,https://pmc.ncbi.nlm.nih.gov/articles/PMC11658656/pdf/psymed.2022.0001.pdf,https://www.ncbi.nlm.nih.gov/pmc/articles/11658656,exact_pmc_record_available_xml_needs_probe,0,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1089/psymed.2022.0014,benign_conflict,preprint_repository_version,high,Lysergic Acid Diethylamide Alters the Effects of Brain Stimulation in Rodents.,verified_exact_doi,document identifier matches requested DOI,10.1089/psymed.2022.0014,,,1.0,1.0,True,False,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1089_psymed_2022_0014.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1089_psymed.2022.0014__c68f54013a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1089_psymed.2022.0014__c68f54013a.pdf,True,,correct_content_available_locally,PMC11658655,not_needed,True,,https://www.ncbi.nlm.nih.gov/pmc/articles/11658655,exact_pmc_record_available_xml_needs_probe,5,Keep local text; register explicit preprint/repository-to-published relation and choose canonical display DOI; no reacquisition.,"OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
