# new DOI queue (mechanistic) generated at 2026-05-15T06:35:11.703377+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.3389/fphar.2021.773204,,,"Antinociceptive and Antipruritic Effects of HSK21542, a Peripherally-Restricted Kappa Opioid Receptor Agonist, in Animal Models of Pain and Itch",2021,Xin Wang; Xiaoli Gou; Xiaojuan Yu; Dongdong Bai; Bowei Tan; Pingfeng Cao; Meilin Qian; Xiaoxiao Zheng; Hairong Wang; Pingming Tang
10.1038/s41467-020-20634-x,,,Author Correction: Ketamine disinhibits dendrites and enhances calcium signals in prefrontal dendritic spines,2021,Farhan Ali; Danielle M. Gerhard; Katherine Sweasy; Santosh Pothula; Christopher Pittenger; Ronald S. Duman; Alex C. Kwan
10.1002/oby.23122,,,Bingeing on High‐Fat Food Enhances Evoked Dopamine Release and Reduces Dopamine Uptake in the Nucleus Accumbens,2021,Sara R. Jones; Steve C. Fordahl
10.3389/fnbeh.2021.626906,,,Blood Brain-Derived Neurotrophic Factor (BDNF) and Major Depression: Do We Have a Translational Perspective?,2021,Beatrice Arosio; Franca Rosa Guerini; Richard C. Oude Voshaar; Iván Aprahamian
10.1016/j.bmc.2021.116509,,,C-terminal modified Enkephalin-like tetrapeptides with enhanced affinities at the kappa opioid receptor and monoamine transporters,2021,Mehr-un-Nisa; Munawar Ali Munawar; David Rankin; Victor J. Hruby; Frank Porreca; Yeon Sun Lee
10.1038/s41380-021-01417-2,,,Correction: Microglial ERK-NRBP1-CREB-BDNF signaling in sustained antidepressant actions of (R)-ketamine,2021,Wei Yao; Qianqian Cao; Shilin Luo; Lujuan He; Chun Yang; Jiaxu Chen; Qi Qi; Kenji Hashimoto; Ji‐chun Zhang
10.1016/j.ejphar.2021.173954,,,"Dextran sulfate sodium-induced inflammation and colitis in mice are ameliorated by (R)-ketamine, but not (S)-ketamine: A role of TrkB signaling",2021,Yūkō Fujita; Yaeko Hashimoto; Hiroyo Hashimoto; Lijia Chang; Kenji Hashimoto
10.1038/s41380-021-01275-y,,,Dopaminergic Ric GTPase activity impacts amphetamine sensitivity and sleep quality in a dopamine transporter-dependent manner in Drosophila melanogaster,2021,Rita R. Fagan; Patrick J. Kearney; Dino Luethi; Nicholas C. Bolden; Harald H. Sitte; Patrick Emery; Haley E. Melikian
10.1172/jci.insight.142073,,,Early defects in mucopolysaccharidosis type IIIC disrupt excitatory synaptic transmission,2021,Camila Pará; Poulomee Bose; Luigi Bruno; Erika Freemantle; Mahsa Taherzadeh; Xuefang Pan; Chanshuai Han; Peter S. McPherson; Jean‐Claude Lacaille; Éric Bonneil
10.1016/j.jad.2021.02.058,,,Effect of ketamine on mood dysfunction and spatial cognition deficits in PTSD mouse models via HCN1–BDNF signaling,2021,Xianqiang Zhang; Yanan Zhao; Yalin Du; Haoran Sun; Wenlei Zhang; Aihong Wang; Qi Li; Changjiang Li; Yanyu Wang; Zhongde Du
10.1016/j.ibneur.2021.06.005,,,Effects of subanesthetic intravenous ketamine infusion on neuroplasticity-related proteins in male and female Sprague-Dawley rats,2021,Michael Zhang; Haley F. Spencer; Rina Y. Berman; Kennett D. Radford; Kwang H. Choi
10.3390/biomedicines9060634,,,Functional Characterization of the Dopaminergic Psychostimulant Sydnocarb as an Allosteric Modulator of the Human Dopamine Transporter,2021,Shaili Aggarwal; Mary Hongying Cheng; Joseph M. Salvino; İvet Bahar; Ole V. Mortensen
10.1016/j.euroneuro.2021.04.010,,,Intranasal administration of transforming growth factor-β1 elicits rapid-acting antidepressant-like effects in a chronic social defeat stress model: A role of TrkB signaling,2021,Yan Wei; Lijia Chang; Kenji Hashimoto
10.1016/j.biopsych.2020.12.022,,,Ketamine Rapidly Enhances Glutamate-Evoked Dendritic Spinogenesis in Medial Prefrontal Cortex Through Dopaminergic Mechanisms,2021,Mingzheng Wu; Samuel Minkowicz; Vasin Dumrongprechachan; Pauline Hamilton; Yevgenia Kozorovitskiy
10.1016/j.physbeh.2021.113626,,,Ketamine enhances novel object recognition memory reconsolidation via the BDNF/TrkB pathway in mice,2021,Jianfeng Fan; Zeng-Hui Tang; Shiyi Wang; Si Lei; Bo Zhang; Shaowen Tian
10.1016/j.biopsych.2021.03.014,,,"Ketamine for a Boost of Neural Plasticity: How, but Also When?",2021,Hao Wu; Neil K. Savalia; Alex C. Kwan
10.1016/j.neuint.2021.105044,,,Ketamine for post-traumatic stress disorders and it's possible therapeutic mechanism,2021,Muhammad Asim; Bing Wang; Bo Hao; Xiaoguang Wang
10.1016/j.tiv.2021.105091,,,Ketamine inhibits neuronal differentiation by regulating brain-derived neurotrophic factor (BDNF) signaling,2021,Sheng Liu; Guorong Tao; Changsheng Zhou; Qingxiu Wang; Wei Wang; Xuejie Fei
10.1101/2021.05.14.444193,,,LSD and psilocybin flatten the brain’s energy landscape: insights from receptor-informed network control theory,2021,S. Parker Singleton; Andrea I. Luppi; Robin L. Carhart-Harris; Josephine Cruzat; Leor Roseman; David J. Nutt; Gustavo Deco; Morten L. Kringelbach; Emmanuel A. Stamatakis; Amy Kuceyeski
10.1007/s12035-021-02352-7,,,Metaplastic Effects of Ketamine and MK-801 on Glutamate Receptors Expression in Rat Medial Prefrontal Cortex and Hippocampus,2021,Alessandro Piva; Lucia Caffino; Francesca Mottarlini; Nicholas Pintori; Fernando Castillo Díaz; Fabio Fumagalli; Cristiano Chiamulera
10.1038/s41398-021-01255-4,,,Neuregulin signaling mediates the acute and sustained antidepressant effects of subanesthetic ketamine,2021,Steven F. Grieco; Xin Qiao; Kevin G. Johnston; Lujia Chen; Renetta R. Nelson; Cary Lai; Todd C. Holmes; Xiangmin Xu
10.3892/etm.2021.10565,,,Neuroplasticity and depression: Rewiring the brain's networks through pharmacological therapy (Review),2021,I.D. Rădulescu; Ana Miruna Drăgoi; Simona Trifu; M Cristea
10.1016/j.tips.2021.08.003,,,Neuroplasticity as a convergent mechanism of ketamine and classical psychedelics,2021,Lily R. Aleksandrova; Anthony G. Phillips
10.3389/fnins.2021.698633,,,Plasma Levels of Brain-Derived Neurotrophic Factor and S100B in Relation to Antidepressant Response to Ketamine,2021,Haitang Jiang; Emma R. Veldman; Mikael Tiger; Carl Johan Ekman; Johan Lundberg; Per Svenningsson
10.1101/2021.02.24.432725,,,Prolonged epigenetic and synaptic plasticity alterations following single exposure to a psychedelic in mice,2021,Mario de la Fuente Revenga; Bohan Zhu; Christopher A. Guevara; Lynette B. Naler; Justin M. Saunders; Zirui Zhou; Rudy Toneatti; Salvador Sierra; Jennifer T. Wolstenholme; Patrick M. Beardsley
10.1021/acschemneuro.1c00371,,,Quercitrin Rapidly Alleviated Depression-like Behaviors in Lipopolysaccharide-Treated Mice: The Involvement of PI3K/AKT/NF-κB Signaling Suppression and CREB/BDNF Signaling Restoration in the Hippocampus,2021,Yan Sun; Hailou Zhang; Zhangjie Wu; Xinlang Yu; Ying Yin; Shiyu Qian; Ziying Wang; Jiaru Huang; Wei Wang; Tao Liu
10.1038/s41386-021-01241-w,,,Rapid-acting antidepressants and the circadian clock,2021,Shogo Sato; Blynn G. Bunney; Lucía Mendoza-Viveros; William E. Bunney; Emiliana Borrelli; Paolo Sassone‐Corsi; Ricardo Orozco-Solís
10.1111/bcpt.13598,,,"Rapid‐acting antidepressants and the regulation of TrkB neurotrophic signalling—Insights from ketamine, nitrous oxide, seizures and anaesthesia",2021,Samuel Kohtala; Tomi Rantamäki
10.1007/s40429-021-00361-z,,,Suicide Risk and Addiction: The Impact of Alcohol and Opioid Use Disorders,2021,Mina Rizk; Sarah Herzog; Sanjana Dugad; Bárbara Stanley
10.1021/acschemneuro.1c00064,,,"Synthesis, Chemical Characterization, and μ-Opioid Receptor Activity Assessment of the Emerging Group of “Nitazene” 2-Benzylbenzimidazole Synthetic Opioids",2021,Marthe M. Vandeputte; Katleen Van Uytfanghe; Nathan K. Layle; Danielle M. St. Germaine; Donna M. Iula; Christophe P. Stove
10.1016/j.pbb.2021.173289,,,"TAK-653, an AMPA receptor potentiator with minimal agonistic activity, produces an antidepressant-like effect with a favorable safety profile in rats",2021,Hiroe Hara; Atsushi Suzuki; Akiyoshi Kunugi; Yasukazu Tajima; Ryuji Yamada; Haruhide Kimura
10.32598/bcn.2021.2187.1,,,The Effects of Hesperidin on BDNF/TrkB Signaling Pathway and Oxidative Stress Parameters in the Cerebral Cortex of the Utero-placental Insufficiency Fetal Rat Model,2021,Hamed Abdollahi; Mohammad Amin Edalatmanesh; Seyed Ebrahim Hosseini; Mohsen Foroozanfar
10.1007/s11064-021-03275-4,,,The Role of the Dopamine Transporter in the Effects of Amphetamine on Sleep and Sleep Architecture in Drosophila,2021,Caline S. Karam; Brenna L. Williams; Sandra K. Jones; Jonathan A. Javitch
10.1016/j.bbr.2021.113633,,,The effectiveness of (R)-ketamine and its mechanism of action differ from those of (S)-ketamine in a chronic unpredictable mild stress model of depression in C57BL/6J mice,2021,Anna Rafało-Ulińska; Agnieszka Pałucha-Poniewiera
10.3390/ijms22168671,,,mTOR Knockdown in the Infralimbic Cortex Evokes A Depressive-like State in Mouse,2021,Emilio Garro-Martínez; Maria Neus Fullana; Eva Florensa-Zanuy; Júlia Senserrich; Verónica Paz; Esther Ruiz‐Bronchal; Albert Adell; Elena Castro; Álvaro Díaz; Ángel Pazos
10.17615/dj89-pm49,,,A New DREADD Facilitates the Multiplexed Chemogenetic Interrogation of Behavior,2020,Bryan L. Roth; Eyal Vardy; Daniel J. Urban; Philippe Giguère; Joseph E. Rittiner; Juan Song; Nicole A. Crowley; Xi‐Ping Huang; Kate White; Philip D. Mosier
10.1038/s41598-020-58017-3,,,AMPA receptor-mTORC1 signaling activation is required for neuroplastic effects of LY341495 in rat hippocampal neurons,2020,Mi Kyoung Seo; Lê Thị Thu Hiền; Min Kyung Park; Ah Jeong Choi; Dae‐Hyun Seog; Seong Ho Kim; Sung Woo Park; Jung Goo Lee
10.1038/s41573-020-0062-z,,,Advances in therapeutic peptides targeting G protein-coupled receptors,2020,Anthony P. Davenport; Conor C. G. Scully; Chris de Graaf; Alastair Brown; Janet J. Maguire
10.1016/j.expneurol.2020.113398,,,Agmatine potentiates antidepressant and synaptic actions of ketamine: Effects on dendritic arbors and spines architecture and Akt/S6 kinase signaling,2020,Andiara E. Freitas; Isabella A. Heinrich; Tainara M. Moura; Daiane B. Fraga; Ana Paula Costa; Dayane Azevedo; Patrícia S. Brocardo; Manuella P. Kaster; Rodrigo Bainy Leal; Ana Lúcia S. Rodrigues
10.1016/bs.apha.2020.03.002,,,Antidepressant mechanisms of ketamine: Focus on GABAergic inhibition,2020,Bernhard Lüscher; Mengyang Feng; Sarah J. Jefferson
10.1016/j.neuropharm.2020.108068,,,"Brain-derived neurotrophic factor in the ventrolateral periaqueductal gray contributes to (2R,6R)-hydroxynorketamine-mediated actions",2020,Dylan Chou
10.1007/s00406-020-01095-1,,,Brain-derived neurotrophic factor-TrkB signaling and the mechanism of antidepressant activity by ketamine in mood disorders,2020,Kenji Hashimoto
10.1021/acschemneuro.0c00175,,,Bryostatin 1 Promotes Synaptogenesis and Reduces Dendritic Spine Density in Cortical Cultures through a PKC-Dependent Mechanism,2020,Calvin Ly; Akira Shimizu; Maxemiliano V. Vargas; Whitney C. Duim; Paul A. Wender; David E. Olson
10.1038/s41380-020-0793-6,,,Chronic administration of ketamine induces cognitive deterioration by restraining synaptic signaling,2020,Yayan Luo; Yu Yang; Min-Ling Zhang; Hongbo He; Ni Fan
10.17615/m6xp-kb38,,,Control of serotonergic function in medial prefrontal cortex by serotonin-2A receptors through a glutamate-dependent mechanism,2020,F. Artigas; R. Martin-Ruiz; D.A. Shapiro; Pau Celada; B.L. Roth; M. Victoria Puig; Guadalupe Mengod
10.1213/ane.0000000000004570,,,Exogenous GM1 Ganglioside Attenuates Ketamine-Induced Neurocognitive Impairment in the Developing Rat Brain,2020,Chen Meng; Xue-qin Yao; Ruijie Chang; Si-lu Wang; Xue Wang; Daqing Ma; Qing Li; Xianyu Wang
10.1186/s12974-020-01843-z,,,Extrasynaptic CaMKIIα is involved in the antidepressant effects of ketamine by downregulating GluN2B receptors in an LPS-induced depression model,2020,Xiao-Hui Tang; Guang-Fen Zhang; Ning Xu; Guifang Duan; Min Jia; Ru Liu; Zhiqiang Zhou; Jianjun Yang
10.1038/s41401-020-00521-3,,,HDAC6 is critical for ketamine-induced impairment of dendritic and spine growth in GABAergic projection neurons,2020,Xuan Li; Hexige Saiyin; Jianhua Zhou; Qiong Yu; Wei-min Liang
10.1007/978-3-030-42917-1_26,,,Hallucinogens and Psychedelics,2020,Amanda J. Jenkins; Madeleine J. Gates
10.1007/s00213-020-05469-0,,,"Ifenprodil rapidly ameliorates depressive-like behaviors, activates mTOR signaling and modulates proinflammatory cytokines in the hippocampus of CUMS rats",2020,Yamin Yao; Peijun Ju; Hongmei Liu; Xiaohui Wu; Zhiang Niu; Yuncheng Zhu; Chen Zhang; Yiru Fang
10.17615/g22r-ad35,,,Increased amphetamine-induced hyperactivity and reward in mice overexpressing the dopamine transporter,2020,E. Holmstrand; I. O. Medvedev; K. Murphy; P. J. Nicholls; Raul R. Gainetdinov; L. Wong; V. Ghisi; M. G. Caron; T.D. Sotnikova; S. R. Sesack
10.3389/fphar.2019.01702,,,Ketamine Alleviates Postoperative Depression-Like Symptoms in Susceptible Mice: The Role of BDNF-TrkB Signaling,2020,Shan Li; Xiaoxiao Luo; Dongyu Hua; Yue Wang; Gaofeng Zhan; Niannian Huang; Riyue Jiang; Ling Yang; Bin Zhu; Xianglin Yuan
10.3389/fnmol.2020.00095,,,LncRNA LINC00641 Sponges miR-497-5p to Ameliorate Neural Injury Induced by Anesthesia via Up-Regulating BDNF,2020,Qingxia Chen; Jingjia Yan; Wenji Xie; Wenji Xie; Wenqin Xie; Wenqin Xie; Meijun Li; Yanle Ye
10.1016/j.neuro.2020.06.011,,,Molecular mechanisms for the antidepressant-like effects of a low-dose ketamine treatment in a DFP-based rat model for Gulf War Illness,2020,Ana C.R. Ribeiro; Jackie Zhu; Mohamad M. Kronfol; Fay M. Jahr; Rabha M. Younis; Elisa Hawkins; Joseph L. McClay; Laxmikant S. Deshpande
10.31234/osf.io/zqh4b,,,On the Varieties of Conscious Experiences: Altered Beliefs Under Psychedelics (ALBUS),2020,Adam Safron; Arthur Juliani; Nicco Reggente; Victoria Klimaj; Matthew W. Johnson
10.1523/eneuro.0303-19.2019,,,Optogenetic Control of Spine-Head JNK Reveals a Role in Dendritic Spine Regression,2020,Patrik Hollós; Jismi M. John; Jukka V. Lehtonen; Eleanor T. Coffey
10.1016/j.jphs.2020.11.002,,,Perisynaptic astrocytes as a potential target for novel antidepressant drugs,2020,Marcos Emílio Frizzo; Yukihiro Ohno
10.1016/j.expneurol.2020.113413,,,Preclinical evidence in support of repurposing sub-anesthetic ketamine as a treatment for L-DOPA-induced dyskinesia,2020,Mitchell J. Bartlett; Andrew J. Flores; Tony Ye; Saskia I. Smidt; Hannah K. Dollish; Jennifer A. Stancati; Drew C. Farrell; Kate L. Parent; Kristian P. Doyle; David G. Besselsen
10.1002/ptr.6812,,,Rapid antidepressant‐like effect of Fructus Aurantii depends on cAMP‐response element binding protein/Brain‐derived neurotrophic facto by mediating synaptic transmission,2020,Lei Wu; Tian Zhang; Ken Chen; Chao Lu; Xiang Fei Liu; Jia Zhou; Yun Huang; Han Yan; Ying Chen; Chun Jie Zhang
10.1016/j.euroneuro.2020.01.001,,,Rapid effects of S-ketamine on the morphology of hippocampal astrocytes and BDNF serum levels in a sex-dependent manner,2020,Maryam Ardalan; Betina Elfving; Ali H. Rafati; Monireh Mansouri; Carlos A. Zarate; Aleksander A. Mathé; Gregers Wegener
10.1007/s00406-020-01208-w,,,Rapid-acting and long-lasting antidepressant-like action of (R)-ketamine in Nrf2 knock-out mice: a role of TrkB signaling,2020,Youge Qu; Jiajing Shan; Siming Wang; Lijia Chang; Yaoyu Pu; Xingming Wang; Yunfei Tan; Masayuki Yamamoto; Kenji Hashimoto
10.1097/fbp.0000000000000571,,,"Repeated ketamine administration induces recognition memory impairment together with morphological changes in neurons from ventromedial prefrontal cortex, dorsal striatum, and hippocampus",2020,José Eduardo Suárez-Santiago; Sandra Orozco‐Suárez; Angélica Vega-García; Luis Ángel Bautista-Orozco; Ofir Picazo
10.1523/jneurosci.0733-19.2019,,,Revisiting the Stress Concept: Implications for Affective Disorders,2020,Bruce S. McEwen; Huda Akil
10.1016/j.cub.2020.07.008,,,Subanesthetic Ketamine Reactivates Adult Cortical Plasticity to Restore Vision from Amblyopia,2020,Steven F. Grieco; Xin Qiao; Xiaoting Zheng; Yong‐Jun Liu; Lujia Chen; Hai Zhang; Zhaoxia Yu; Jeffrey P. Gavornik; Cary Lai; Sunil Gandhi
10.1016/j.brainres.2020.146980,,,Subanesthetic ketamine exerts antidepressant-like effects in adult rats exposed to juvenile stress,2020,Katsuhiro Aikawa; Takayuki Yoshida; Yu Ohmura; Kerise Alecia Lyttle; Mitsuhiro Yoshioka; Yuji Morimoto
10.1101/2020.03.16.994475,,,Subanesthetic ketamine reactivates adult cortical plasticity to restore vision from amblyopia,2020,Steven F. Grieco; Xin Qiao; Xiaoting Zheng; Yong‐Jun Liu; Lujia Chen; Hai Zhang; Jeffrey P. Gavornik; Cary Lai; Sunil Gandhi; Todd C. Holmes
10.1016/bs.apha.2020.04.005,,,The role of eEF2 kinase in the rapid antidepressant actions of ketamine,2020,Kanzo Suzuki; Lisa M. Monteggia
10.1093/ijnp/pyz048,,,(R)-Ketamine Rapidly Ameliorates the Decreased Spine Density in the Medial Prefrontal Cortex and Hippocampus of Susceptible Mice After Chronic Social Defeat Stress,2019,Jiancheng Zhang; Youge Qu; Lijia Chang; Yaoyu Pu; Kenji Hashimoto
10.1124/mol.119.115956,,,A Biased View of μ-Opioid Receptors?,2019,Alexandra E. Conibear; Eamonn Kelly
10.4103/1673-5374.270305,,,A human translational model based on neuroplasticity for pharmacological agents potentially effective in Treatment-Resistant Depression: focus on dopaminergic system,2019,Ginetta Collo; Emilio Merlo Pich
10.1038/s41378-019-0049-2,,,A microfluidic platform for continuous monitoring of dopamine homeostasis in dopaminergic cells,2019,Yue Yu; Richard P. S. de Campos; Seolim Hong; Dimitar L. Krastev; Siddharth Sadanand; Yen Leung; Aaron R. Wheeler
10.1038/s41380-019-0620-0,,,"A network of phosphatidylinositol (4,5)-bisphosphate (PIP2) binding sites on the dopamine transporter regulates amphetamine behavior in Drosophila Melanogaster",2019,Andrea N. Belovich; Jenny I. Aguilar; Samuel J. Mabry; Mary Hongying Cheng; Daniele Zanella; Peter J. Hamilton; Daniel J. Stanislowski; Aparna Shekar; James D. Foster; İvet Bahar
10.1042/bsr20190141,,,Anti-depressant effects of oil from fructus gardeniae via PKA-CREB-BDNF signaling,2019,Jie Ruan; Li Liu; Xin Shan; Baomei Xia; Qiang Fu
10.1016/j.comppsych.2019.152122,,,Applying vinpocetine to reverse synaptic ultrastructure by regulating BDNF-related PSD-95 in alleviating schizophrenia-like deficits in rat,2019,Yue Xu; Chao Deng; Yongqiang Zheng; Nannuan Liu; Beibei Fu
10.1016/j.pnpbp.2019.109757,,,Ascorbic acid presents rapid behavioral and hippocampal synaptic plasticity effects,2019,Daiane B. Fraga; Ana Paula Costa; Gislaine Olescowicz; Anderson Camargo; Francis L. Pazini; Andiara E. Freitas; Morgana Moretti; Patrícia S. Brocardo; Ana Lúcia S. Rodrigues
