# discovered queue (mechanistic) generated at 2026-05-15T06:35:09.796789+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.1017/s0033291718001356,,,Rapid antidepressant effects of the psychedelic ayahuasca in treatment-resistant depression: a randomized placebo-controlled trial,2018,Fernanda Palhano-Fontes; Dayanna Barreto; Heloisa Onias; Kátia C. Andrade; Morgana Menezes Novaes; Jéssica Andrade Pessoa; Sérgio Mota‐Rolim; Flávia de Lima Osório; Rafael Faria Sanches; Rafael G. dos Santos
10.1007/s40473-018-0139-8,,,Rapid-Acting Antidepressants: Mechanistic Insights and Future Directions,2018,Danielle M. Gerhard; Ronald S. Duman
10.1096/fasebj.2018.32.1_supplement.829.10,,,Renal Responses Produced by the Central Microinjection of Salvinorin A and B in conscious Rats,2018,Cynthia Franklin; Elizabeth M. Anatrella; Pooja Bombaywala; Satwinder Kaur; E. Herrero-De Lucas; Richard Henderson; Yolanda Rangel; Helmut Gottlieb
10.1016/j.nbd.2018.12.015,,,Rho-kinase inhibition has antidepressant-like efficacy and expedites dendritic spine pruning in adolescent mice,2018,Lauren P. Shapiro; Henry W. Kietzman; Jidong Guo; Donald G. Rainnie; Shannon L. Gourley
10.4103/pm.pm_90_17,,,"Rhynchophylline downregulates phosphorylated camp response element binding protein, nuclear receptor-related-1, and brain-derived neurotrophic factor expression in the hippocampus of ketamine-induced conditioned place preference rats",2018,Ken Kin Lam Yung; Zhixian Mo; Youli Guo; Chaohua Luo; Genghong Tu; Chan Li; Yi Liu; Wei Liu
10.1002/epi4.12270,,,Role of <scp>NMDA</scp> receptors in the pathophysiology and treatment of status epilepticus,2018,Jaideep Kapur
10.1007/s12031-018-1124-0,,,Role of a VGF/BDNF/TrkB Autoregulatory Feedback Loop in Rapid-Acting Antidepressant Efficacy,2018,Cheng Jiang; Wei‐Jye Lin; Stephen R. Salton
10.1002/wps.20555,,,"Serotonin, psychedelics and psychiatry",2018,Robin Carhart‐Harris
10.1038/s41386-018-0148-z,,,Sex differences and the neurobiology of affective disorders,2018,David R. Rubinow; Peter J. Schmidt
10.1038/s41386-018-0125-6,,,Sex differences in neural mechanisms mediating reward and addiction,2018,Jill B. Becker; Elena H. Chartoff
10.1016/j.neuropharm.2018.06.008,,,Some distorted thoughts about ketamine as a psychedelic and a novel hypothesis based on NMDA receptor-mediated synaptic plasticity,2018,Rachael Ingram; Heather Kang; Stafford L. Lightman; David E. Jane; Zuner A. Bortolotto; Graham L. Collingridge; David Lodge; Arturas Volianskis
10.1093/cercor/bhy064,,,Sustained Activation of Postsynaptic 5-HT2A Receptors Gates Plasticity at Prefrontal Cortex Synapses,2018,Coralie Berthoux; Alexander Barre; Joël Bockaert; Philippe Marin; Carine Bécamel
10.1038/s41598-018-22116-z,,,The DREADD agonist clozapine N-oxide (CNO) is reverse-metabolized to clozapine and produces clozapine-like interoceptive stimulus effects in rats and mice,2018,Daniel F. Manvich; Kevin A. Webster; Stephanie L. Foster; Martilias S. Farrell; James Ritchie; Joseph H. Porter; David Weinshenker
10.3389/fnins.2018.00007,,,The Experience Elicited by Hallucinogens Presents the Highest Similarity to Dreaming within a Large Database of Psychoactive Substance Reports,2018,Camila Sanz; Federico Zamberlán; Earth Erowid; Fire Erowid; Enzo Tagliazucchi
10.1007/978-3-319-76720-8_4,,,The Use of Salvia divinorum from a Mazatec Perspective,2018,Ana Maqueda
10.1016/j.neuropharm.2018.05.012,,,The abuse potential of medical psilocybin according to the 8 factors of the Controlled Substances Act,2018,Matthew W. Johnson; Roland R. Griffiths; Peter S. Hendricks; Jack E. Henningfield
10.1038/s41386-018-0209-3,,,The abuse-related effects of pyrrolidine-containing cathinones are related to their potency and selectivity to inhibit the dopamine transporter,2018,Brenda M. Gannon; Michael H. Baumann; Donna Walther; Cristian Jiménez‐Morigosa; Agnieszka Sulima; Kenner C. Rice; Gregory T. Collins
10.1016/j.neubiorev.2018.02.001,,,The pharmacology of amphetamine and methylphenidate: Relevance to the neurobiology of attention-deficit/hyperactivity disorder and other psychiatric comorbidities,2018,Stephen V. Faraone
10.1016/j.neuropharm.2018.06.018,,,"The psychostimulant (±)-cis-4,4′-dimethylaminorex (4,4′-DMAR) interacts with human plasmalemmal and vesicular monoamine transporters",2018,Julian Maier; Felix P. Mayer; Dino Luethi; Marion Holy; Kathrin Jäntsch; Harald Reither; Lena Hirtler; Marius C. Hoener; Matthias E. Liechti; Christian Pifl
10.1124/pr.117.015305,,,Trace Amines and Their Receptors,2018,Raul R. Gainetdinov; Marius C. Hoener; Mark D. Berry
10.1038/s41386-018-0225-3,,,Untangling the complexity of opioid receptor function,2018,Rita J. Valentino; Nora D. Volkow
10.1007/s00210-018-1552-y,,,Vinpocetine halts ketamine-induced schizophrenia-like deficits in rats: impact on BDNF and GSK-3β/β-catenin pathway,2018,Hebatalla I. Ahmed; Somaia A Abdel-Sattar; Heba S. Zaky
10.3389/fphar.2018.00758,,,What Acute Stress Protocols Can Tell Us About PTSD and Stress-Related Neuropsychiatric Disorders,2018,Laura Musazzi; Paolo Tornese; Nathalie Sala; Maurizio Popoli
10.3389/fnmol.2018.00255,,,cAMP Response Element-Binding Protein (CREB): A Possible Signaling Molecule Link in the Pathophysiology of Schizophrenia,2018,Haitao Wang; Jiangping Xu; Philip Lazarovici; Rémi Quirion; Wenhua Zheng
10.1556/2054.2018.008,,,“Ayahuasca turned on my mind’s eye”: Enhanced visual imagery after ayahuasca intake in a man with “blind imagination” (aphantasia),2018,Rafael G. dos Santos; Scotty Enyart; José Carlos Bouso; Òscar Parés; Jaime E. C. Hallak
10.1016/j.neuropharm.2018.01.020,,,“Ecstasy” to addiction: Mechanisms and reinforcing effects of three synthetic cathinone analogs of MDMA,2018,Sean B. Dolan; Zhenglan Chen; Renqi Huang; Michael B. Gatch
10.1523/eneuro.0285-16.2017,,,A Negative Allosteric Modulator for α5 Subunit-Containing GABA Receptors Exerts a Rapid and Persistent Antidepressant-Like Action without the Side Effects of the NMDA Receptor Antagonist Ketamine in Mice,2017,Panos Zanos; Mackenzie E. Nelson; Jaclyn N. Highland; Samuel R. Krimmel; Polymnia Georgiou; Todd D. Gould; Scott M. Thompson
10.1016/j.phytochem.2017.02.001,,,"A unique natural selective kappa -opioid receptor agonist, salvinorin A, and its roles in human therapeutics",2017,André Freire Cruz; Sara Domingos; Eugénia Gallardo; Ana Martinho
10.1021/acs.jafc.7b04217,,,"Acute Amino Acid <scp>d</scp>-Serine Administration, Similar to Ketamine, Produces Antidepressant-like Effects through Identical Mechanisms",2017,I‐Hua Wei; Kuang-Ti Chen; Mang‐Hung Tsai; Ching-Hsiang Wu; Hsien‐Yuan Lane; Chih‐Chia Huang
10.1111/bph.13823,,,Allostery at opioid receptors: modulation with small molecule ligands,2017,Kathryn E. Livingston; John R. Traynor
10.1002/trc2.70251,,,Alzheimer's disease drug development pipeline: 2017,2017,Jeffrey L. Cummings; Garam Lee; Travis Mortsdorf; Aaron Ritter; Kate Zhong
10.1523/jneurosci.2604-17.2017,,,Amphetamine Reverses Escalated Cocaine Intake via Restoration of Dopamine Transporter Conformation,2017,Cody A. Siciliano; Kaustuv Saha; Erin S. Calipari; Steve C. Fordahl; Rong Chen; Habibeh Khoshbouei; Sara R. Jones
10.1503/jpn.160175,,,Antidepressant effects of ketamine and the roles of AMPA glutamate receptors and other mechanisms beyond NMDA receptor antagonism,2017,Lily R. Aleksandrova; Anthony G. Phillips; Yu Tian Wang
10.1093/ijnp/pyx036,,,Assessing the Psychedelic “After-Glow” in Ayahuasca Users: Post-Acute Neurometabolic and Functional Connectivity Changes Are Associated with Enhanced Mindfulness Capacities,2017,Frederic Sampedro; Mario de la Fuente Revenga; Marta Valle; Natalia Roberto; Elisabet Domínguez‐Clavé; Matilde Elices; Luís Eduardo Luna; José Alexandre S. Crippa; Jaime E. C. Hallak; Dráulio Barros de Araújo
10.1001/jamapsychiatry.2017.0135,,,"Association of Stimulant Use With Dopaminergic Alterations in Users of Cocaine, Amphetamine, or Methamphetamine",2017,Abhishekh H. Ashok; Yuya Mizuno; Nora D. Volkow; Oliver Howes
10.1016/j.drugalcdep.2016.08.240,,,Attitudes and practices of cannabis dispensary staff,2017,Nancy A. Haug; Dustin Kieschnick; James Sottile; Ryan G. Vandrey; Kimberly A. Babson; Marcel O. Bonn‐Miller
10.1038/mp.2017.144,,,BDNF at the synapse: why location matters,2017,Minseok Song; Keri Martinowich; Francis S. Lee
10.2174/1570159x15666170221101054,,,Beyond Ketamine: New Approaches to the Development of Safer Antidepressants,2017,Shigeyuki Chaki
10.1155/2017/7260130,,,"Brain-Derived Neurotrophic Factor, Depression, and Physical Activity: Making the Neuroplastic Connection",2017,Cristy Phillips
10.1016/j.brainresbull.2017.11.007,,,CaMKIIα expression in a mouse model of NMDAR hypofunction schizophrenia: Putative roles for IGF-1R and TLR4,2017,Olalekan M. Ogundele; Charles C. Lee
10.1371/journal.pone.0177036,,,Clozapine counteracts a ketamine-induced depression of hippocampal-prefrontal neuroplasticity and alters signaling pathway phosphorylation,2017,Marion Rame; Dorian Caudal; Esther Schenker; Per Svenningsson; Michael Spedding; Thérèse M. Jay; Bill P. Godsil
10.1016/j.biopsych.2017.10.020,,,"Common Neurotransmission Recruited in (R,S)-Ketamine and (2R,6R)-Hydroxynorketamine–Induced Sustained Antidepressant-like Effects",2017,Thu Ha Pham; Céline Defaix; Xiaoming Xu; Shi‐Xian Deng; Nicolas Fabresse; Jean‐Claude Alvarez; Donald W. Landry; Rebecca A. Brachman; Christine A. Denny; Alain M. Gardier
10.1038/s41598-017-16060-7,,,Comparison of (R)-ketamine and lanicemine on depression-like phenotype and abnormal composition of gut microbiota in a social defeat stress model,2017,Youge Qu; Chun Yang; Qian Ren; Min Ma; Chao Dong; Kenji Hashimoto
10.1016/j.cell.2016.12.033,,,Crystal Structure of an LSD-Bound Human Serotonin Receptor,2017,Daniel Wacker; Sheng Wang; John D. McCorvy; Robin M. Betz; AJ Venkatakrishnan; Anat Levit; Katherine Lansu; Zachary L. Schools; Tao Che; David E. Nichols
10.1016/j.peptides.2017.11.020,,,"Cyclopeptide Dmt-[D-Lys-p-CF3-Phe-Phe-Asp]NH2, a novel G protein-biased agonist of the mu opioid receptor",2017,Justyna Piekielna‐Ciesielska; Federica Ferrari; Girolamo Calò; Anna Janecka
10.1523/jneurosci.1673-16.2016,,,Dampened Amphetamine-Stimulated Behavior and Altered Dopamine Transporter Function in the Absence of Brain GDNF,2017,Jaakko Kopra; Anne Panhelainen; Sara af Bjerkén; L. Lauriina Porokuokka; Kärt Varendi; Soophie Olfat; Heidi Montonen; Petteri Piepponen; Märt Saarma; Jaan‐Olle Andressoo
10.1093/ijnp/pyx056,,,Dopamine System Dysregulation in Major Depressive Disorders,2017,Pauline Belujon; Anthony A. Grace
10.1016/j.neuropharm.2017.04.037,,,Dopamine transporter (DAT) genetic hypofunction in mice produces alterations consistent with ADHD but not schizophrenia or bipolar disorder,2017,Maddalena Mereu; Gabriella Contarini; Elisabetta Filomena Buonaguro; Gianmarco Latte; Francesca Managò; Felice Iasevoli; Andrea de Bartolomeis; Francesco Papaleo
10.1074/jbc.m117.787002,,,"Dopamine transporter phosphorylation site threonine 53 is stimulated by amphetamines and regulates dopamine transport, efflux, and cocaine analog binding",2017,Sathyavathi ChallaSivaKanaka; Juan Zhen; Margaret E. Smith; Maarten E. A. Reith; James D. Foster; Roxanne A. Vaughan
10.1016/j.neuroscience.2017.12.045,,,Downregulation of Egr-1 Expression Level via GluN2B Underlies the Antidepressant Effects of Ketamine in a Chronic Unpredictable Stress Animal Model of Depression,2017,Weijie Zhang; Huahua Wang; Yidong Lv; Cai-Cai Liu; Wen-yao Sun; Liujun Tian
10.1007/s00213-017-4610-0,,,Dreamlike effects of LSD on waking imagery in humans depend on serotonin 2A receptor activation,2017,Rainer Kraehenmann; Dan Pokorný; Leonie Vollenweider; Katrin H. Preller; Thomas Pokorny; Erich Seifritz; Franz X. Vollenweider
10.1007/s12035-017-0730-0,,,Early Exposure to Ketamine Impairs Axonal Pruning in Developing Mouse Hippocampus,2017,Aleksandar Lj. Obradović; Navya Atluri; Lorenza Dalla Massara; Azra Oklopcic; Nikola S. Todorovic; Gaurav Katta; Hari Prasad Osuru; Vesna Jevtović‐Todorović
10.1155/2017/1546125,,,Enkephalins: Endogenous Analgesics with an Emerging Role in Stress Resilience,2017,Mathilde S. Henry; Louis Gendron; Marie‐Ève Tremblay; Guy Drolet
10.1016/j.biopsych.2017.07.012,,,Epigenetic Regulation of the Kappa Opioid Receptor by Child Abuse,2017,Pierre-Éric Lutz; Jeffrey Gross; Sabine K. Dhir; Gilles Maussion; Jennie Yang; Alexandre Bramoullé; Michael J. Meaney; Gustavo Turecki
10.1016/j.neuropharm.2017.01.004,,,"FFPM, a PDE4 inhibitor, reverses learning and memory deficits in APP/PS1 transgenic mice via cAMP/PKA/CREB signaling and anti-inflammatory effects",2017,Haibiao Guo; Yufang Cheng; Canmao Wang; Jingang Wu; Zhengqiang Zou; Bo Niu; Hui Yu; Haitao Wang; Jiangping Xu
10.2967/jnmt.117.201558,,,False-Positive Findings on Dopamine Transporter SPECT Due to Therapeutic Dextroamphetamine and Amphetamine,2017,J Frankl; Sudeshna Bose; Phillip H. Kuo
10.1016/j.brainres.2017.05.008,,,Focused microwave irradiation-assisted immunohistochemistry to study effects of ketamine on phospho-ERK expression in the mouse brain,2017,Alda Fernandes; Yu-Wen Li
10.3389/fncel.2017.00305,,,From Serotonin to Neuroplasticity: Evolvement of Theories for Major Depressive Disorder,2017,Bangshan Liu; Jin Liu; Mi Wang; Yan Zhang; Lingjiang Li
10.1007/7854_2017_478,,,Hallucinogens and Serotonin 5-HT2A Receptor-Mediated Signaling Pathways,2017,Juan F. López‐Giménez; Javier González‐Maeso
10.1021/acs.jmedchem.7b01313,,,"Heterocyclic Analogues of Modafinil as Novel, Atypical Dopamine Transporter Inhibitors",2017,Predrag Kalaba; Nilima Y. Aher; Marija Ilić; Vladimir Dragačević; Marcus Wieder; Andras G. Miklosi; Martin Zehl; Judith Wackerlig; Alexander Roller; Tetyana Beryozkina
10.1007/s00213-017-4684-8,,,"Inhibition of serotonin transporters disrupts the enhancement of fear memory extinction by 3,4-methylenedioxymethamphetamine (MDMA)",2017,Matthew B. Young; Seth D. Norrholm; Lara M. Khoury; Tanja Jovanović; Sheila A. M. Rauch; Collin Reiff; Boadie W. Dunlop; Barbara O. Rothbaum; Leonard L. Howell
10.1038/s41598-017-08166-9,,,Isoflurane produces antidepressant effects and induces TrkB signaling in rodents,2017,Hanna Antila; Maria Ryazantseva; Dina Popova; Pia Sipilä; Ramón Guirado; Samuel Kohtala; İpek Yalçın; Jesse Lindholm; Liisa Vesa; Vinicius Sato
10.18632/oncotarget.15405,,,Ketamine administered pregnant rats impair learning and memory in offspring <i>via</i> the CREB pathway,2017,Xinran Li; Cen Guo; Yanan Li; Lina Li; Yuxin Wang; Yiming Zhang; Yue Li; Yu Chen; Wenhan Liu; Li Gao
10.1038/mp.2017.239,,,"Ketamine and its metabolite (2R,6R)-hydroxynorketamine induce lasting alterations in glutamatergic synaptic plasticity in the mesolimbic circuit",2017,Ning Yao; Olga Skiteva; X Zhang; Per Svenningsson; Karima Chergui
10.1038/mp.2017.241,,,Ketamine enhances structural plasticity in mouse mesencephalic and human iPSC-derived dopaminergic neurons via AMPAR-driven BDNF and mTOR signaling,2017,Laura Cavalleri; Emilio Merlo Pich; Mark J. Millan; Cristiano Chiamulera; Tilo Kunath; PierFranco Spano; Ginetta Collo
10.1016/j.bbrc.2017.05.157,,,Ketamine induces brain-derived neurotrophic factor expression via phosphorylation of histone deacetylase 5 in rats,2017,Miyeon Choi; Seung Hoon Lee; Min Hyeop Park; Yong-Seok Kim; Hyeon Son
10.1007/164_2017_51,,,Ketamine-Induced Glutamatergic Mechanisms of Sleep and Wakefulness: Insights for Developing Novel Treatments for Disturbed Sleep and Mood,2017,Wallace C. Duncan; Elizabeth D. Ballard; Carlos A. Zarate
10.1016/j.neuropharm.2017.05.003,,,Locomotor sensitization to intermittent ketamine administration is associated with nucleus accumbens plasticity in male and female rats,2017,Caroline E. Strong; Kristin J. Schoepfer; Amanda M. Dossat; Samantha K. Saland; Katherine N. Wright; Mohamed Kabbaj
10.18632/oncotarget.16042,,,Long-term neurocognitive dysfunction in offspring via NGF/ ERK/CREB signaling pathway caused by ketamine exposure during the second trimester of pregnancy in rats,2017,Yanan Li; Xinran Li; Cen Guo; Lina Li; Yuxin Wang; Yiming Zhang; Yu Chen; Wenhan Liu; Li Gao
10.3389/fnhum.2017.00245,,,"Looking for the Self: Phenomenology, Neurophysiology and Philosophical Significance of Drug-induced Ego Dissolution",2017,Raphaël Millière
10.1038/npp.2017.86,,,Modern Clinical Research on LSD,2017,Matthias E. Liechti
10.1007/s11916-017-0607-y,,,"Multimodal Analgesia, Current Concepts, and Acute Pain Considerations",2017,Erik Helander; Bethany L. Menard; Chris M. Harmon; Ben Homra; Alexander V. Allain; Gregory J. Bordelon; Melville Q. Wyche; Ira W. Padnos; Anna Lavrova; Alan D. Kaye
10.1016/j.neuropharm.2017.11.045,,,"NMDA receptor antagonist rodent models for cognition in schizophrenia and identification of novel drug treatments, an update",2017,Daniela Cadinu; Ben Grayson; Giovanni Podda; Michael Harte; Nazanin Doostdar; Joanna C. Neill
10.1007/s12640-017-9831-9,,,Neurochemical and Neurotoxic Effects of MDMA (Ecstasy) and Caffeine After Chronic Combined Administration in Mice,2017,Anna Górska; Katarzyna Kamińska; Agnieszka Wawrzczak‐Bargieła; Giulia Costa; Micaela Morelli; Ryszard Przewłocki; Grzegorz Kreiner; Krystyna Gołembiowska
10.1038/mp.2017.61,,,Neuronal plasticity and neurotrophic factors in drug responses,2017,Eero Ċastrén; Hanna Antila
10.1016/j.jep.2017.05.016,,,Neuropathic and inflammatory antinociceptive effects and electrocortical changes produced by Salvia divinorum in rats,2017,Karina Simón‐Arceo; Ma. Eva González‐Trujano; Ulises Coffeen; Rodrigo Fernández‐Mas; Francisco Mercado; Angélica Almanza; Bernardo Contreras; Orlando Jaimes; Francisco Pellicer
10.1155/2017/4605971,,,New Treatment Strategies of Depression: Based on Mechanisms Related to Neuroplasticity,2017,Yu-Jhen Huang; Hsien‐Yuan Lane; Chieh‐Hsin Lin
10.1007/s00228-017-2392-2,,,No major role of norepinephrine transporter gene variations in the cardiostimulant effects of MDMA,2017,Patrick Vizeli; Henriette E. Meyer zu Schwabedissen; Matthias E. Liechti
10.26434/chemrxiv.5728286.v1,,,O6C-20-nor-SalA is a stable and potent KOR agonist,2017,Ryan A. Shenvi; Shun Hirasawa; Min Cho; Tarsis F. Brust; Jeremy J. Roach; Larua M. Bohn
10.18632/oncotarget.15419,,,Opioids: Modulators of angiogenesis in wound healing and cancer,2017,Martina Ondrovics; Andrea Hoelbl‐Kovacic; Daniela Fux
10.1124/mol.117.109561,,,Pharmacologic Evidence for a Putative Conserved Allosteric Site on Opioid Receptors,2017,Kathryn E. Livingston; M. Alexander Stanczyk; Neil T. Burford; Andrew Alt; Meritxell Canals; John R. Traynor
10.1016/j.neuropharm.2017.07.026,,,Pharmacological profile of mephedrone analogs and related new psychoactive substances,2017,Dino Luethi; Karolina E. Kolaczynska; Luca Docci; Stephan Krähenbühl; Marius C. Hoener; Matthias E. Liechti
