# Deterministic prescreen retained queue for mechanistic generated at 2026-05-15T18:25:52.070027+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1016/s0026-895x(25)08574-8,,,Biogenic amine flux mediated by cloned transporters stably expressed in cultured cell lines: amphetamine specificity for inhibition and efflux.,1995,Stephen C. Wall; Howard H. Gu; Gary Rudnick,Molecular pharmacology,JournalArticle,,1995-03-01,0026-895X,,Elsevier BV,,Chemistry | Medicine | external | s2-fos-model | Biology,,,,,,,en,045c9aaf1c79c297c8c8113da84b5f6305e197a6
10.1016/s0026-895x(25)09149-7,,,Contribution of a helix 5 locus to selectivity of hallucinogenic and nonhallucinogenic ligands for the human 5-hydroxytryptamine2A and 5-hydroxytryptamine2C receptors: direct and indirect effects on ligand affinity mediated by the same locus.,1996,N. Almaula; B. J. Ebersole; Juan A. Ballesteros; Harel Weinstein; S. C. Sealfon,Molecular pharmacology,JournalArticle | Study,,1996-07-01,0026-895X,,Elsevier BV,,Medicine | Chemistry | external | Biology | s2-fos-model,,,,,,,en,278692959a108b14d376032fcfc5329ea4e6cb97
10.1016/s0026-895x(25)10130-2,,,A nonclassical 5-hydroxytryptamine receptor positively coupled with adenylate cyclase in the central nervous system.,1988,A. Dumuis; R. Bouhelal; M. Sebben; R. Cory; J. Bockaert,Molecular pharmacology,JournalArticle,,1988-12-01,0026-895X,,Elsevier BV,,Medicine | Biology | external | s2-fos-model,,,,,,,en,bad250c5386d6ad18736c09b0830f853d20158d7
10.1016/s0026-895x(25)10753-0,,,Serotonin and lysergic acid diethylamide binding in rat brain membranes: relationship to postsynaptic serotonin receptors.,1976,J. Bennett; S. Snyder,Molecular pharmacology,JournalArticle,,1976-05-01,0026-895X,,Elsevier BV,,Chemistry | Medicine | external | s2-fos-model | Biology,,,,,,,en,d813063e43b091ba23142bbb44d38e316f4d2768
10.1016/s0026-895x(25)10799-2,,,Binding interactions of lysergic acid diethylamide and related agents with dopamine receptors in the brain.,1976,D. R. Burt; Ian Creese; Solomon H. Snyder,Molecular pharmacology,JournalArticle,,1976-07-01,0026-895X,,Elsevier BV,,Medicine | Chemistry | external | s2-fos-model,,,,,,,en,6c996f64de3b350a0f4b92712ac217c33da41bd9
10.1016/s0026-895x(25)11008-0,,,Serotonin receptor-mediated activation of adenylate cyclase in the neuroblastoma NCB.20: a novel 5-hydroxytryptamine receptor.,1990,D. Conner; T. Mansour,Molecular pharmacology,JournalArticle,,1990-05-01,0026-895X,,Elsevier BV,,Medicine | Biology | external | s2-fos-model | Chemistry,,,,,,,en,90cc9f50e964f0b54c6f38cd321468559e7f6371
10.1016/s0026-895x(25)13357-9,,,Amphetamine derivatives interact with both plasma membrane and secretory vesicle biogenic amine transporters.,1993,S. Schuldiner; S. Steiner‐Mordoch; R. Yelin; Stephen C. Wall; Gary Rudnick,Molecular pharmacology,JournalArticle,,1993-12-01,0026-895X,,Elsevier BV,,Chemistry | Medicine | external | s2-fos-model,,,,,,,en,bb7c311bea17204f01facb685b4257772a172a9b
10.1016/s0026-895x(25)13615-8,,,"Mouse 5-hydroxytryptamine5A and 5-hydroxytryptamine5B receptors define a new family of serotonin receptors: cloning, functional expression, and chromosomal localization.",1993,H. Matthes; U. Boschert; N. Amlaiky; R. Grailhe; J. Plassat; F. Muscatelli; M. Mattei; R. Hen,Molecular pharmacology,JournalArticle | Study,,1993-03-01,0026-895X,,Elsevier BV,,Medicine | Biology | external | s2-fos-model,,,,,,,en,c813557d3be86961167ec9dbdf727faf11cd1d62
10.1016/s0026-895x(25)13812-1,,,"Multiple serotonin receptors: differential binding of [3H]5-hydroxytryptamine, [3H]lysergic acid diethylamide and [3H]spiroperidol.",1979,S. Peroutka; S. Snyder,Molecular pharmacology,JournalArticle,,1979-11-01,0026-895X,,Elsevier BV,,Medicine | Chemistry | external | s2-fos-model,,,,,,,en,d0bc143814c18f4de5a1cbfbcd9423cbf4d0168c
10.1016/s0026-895x(25)13813-3,,,Serotonin receptor binding sites affected differentially by guanine nucleotides.,1979,S. J. Peroutka; Richard M. Lebovitz; Solomon H. Snyder,Molecular pharmacology,JournalArticle,,1979-11-01,0026-895X,,Elsevier BV,,Chemistry | Medicine | external | s2-fos-model | Biology,,,,,,,en,cc0d9717ba2b38e3fa0c7832891025040d63932d
10.1016/s0028-3908(96)00147-5,,,Dizocilpine-like discriminative stimulus effects of low-affinity uncompetitive NMDA antagonists.,1996,Grant KA; Colombo G; Grant J; Rogawski MA,Neuropharmacology,"Comparative Study | Journal Article | Research Support, U.S. Gov't, P.H.S.",,1996,0028-3908,,,"Acetamides / pharmacology | Analysis of Variance | Anesthetics, Dissociative / pharmacology | Animals | Conditioning, Operant / drug effects | Dextromethorphan / pharmacology | Dioxolanes / pharmacology | Discrimination Learning / drug effects | Dizocilpine Maleate / pharmacology | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Ketamine / pharmacology | Male | Memantine / pharmacology | Phencyclidine / pharmacology | Piperidines / pharmacology | Rats | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors",,NIAAA NIH HHS,AA09346,,,,,eng,
10.1016/s0029-7844(01)01461-2,,,Influence of postmenopausal hormone replacement therapy on platelet serotonin uptake site and serotonin 2A receptor binding.,2001,Wihlbäck AC; Sundström-Poromaa I; Allard P; Mjörndal T; Spigset O; Bäckström T,Obstetrics and gynecology,"Clinical Trial | Journal Article | Randomized Controlled Trial | Research Support, Non-U.S. Gov't",,2001-09,0029-7844,,,"Blood Platelets / metabolism | Carrier Proteins / physiology | Cross-Over Studies | Double-Blind Method | Estradiol / pharmacology | Estradiol / therapeutic use | Estrogen Replacement Therapy | Female | Humans | Lysergic Acid Diethylamide / metabolism | Medroxyprogesterone Acetate / pharmacology | Medroxyprogesterone Acetate / therapeutic use | Middle Aged | Paroxetine / metabolism | Premenstrual Syndrome / blood | Progesterone Congeners / pharmacology | Progesterone Congeners / therapeutic use | Radioligand Assay | Receptors, Serotonin / blood",,,,,,,,eng,
10.1016/s0031-9384(99)00238-3,,,NMDA receptor antagonists extend the sensitive period for imprinting.,2000,Parsons CH; Rogers LJ,Physiology & behavior,"Journal Article | Research Support, Non-U.S. Gov't",,2000-03,0031-9384,,,"Adrenergic alpha-Agonists / pharmacology | Animals | Behavior, Animal / drug effects | Behavior, Animal / physiology | Chickens | Darkness | Dizocilpine Maleate / pharmacology | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Imprinting, Psychological / drug effects | Imprinting, Psychological / physiology | Ketamine / pharmacology | Light | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Xylazine / pharmacology",,,,,,,,eng,
10.1016/s0074-7742(06)78003-5,,,"Glutamate and schizophrenia: phencyclidine, N-methyl-D-aspartate receptors, and dopamine-glutamate interactions.",2007,Javitt DC,International review of neurobiology,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't | Review",,2007,0074-7742,2162-5514,,"Animals | Antipsychotic Agents / pharmacology | Antipsychotic Agents / therapeutic use | Brain / drug effects | Brain / metabolism | Brain / physiopathology | Dopamine / metabolism | Excitatory Amino Acid Antagonists / adverse effects | Glutamic Acid / metabolism | Humans | Phencyclidine / adverse effects | Psychoses, Substance-Induced / metabolism | Psychoses, Substance-Induced / physiopathology | Receptors, N-Methyl-D-Aspartate / drug effects | Receptors, N-Methyl-D-Aspartate / metabolism | Schizophrenia / metabolism | Schizophrenia / physiopathology",,NIMH NIH HHS | NIDA NIH HHS,K02 MH01439 | R01 DA03383 | R37 MH49334,,,,,eng,
10.1016/s0091-3057(01)00693-1,,,Prolonged effect of an anesthetic dose of ketamine on behavioral despair.,2002,Yilmaz A; Schulz D; Aksoy A; Canbeyli R,"Pharmacology, biochemistry, and behavior","Comparative Study | Journal Article | Research Support, Non-U.S. Gov't",,2002,0091-3057,,,"Anesthetics, Dissociative / therapeutic use | Animals | Depression / drug therapy | Immobilization / physiology | Ketamine / therapeutic use | Male | Mental Disorders / drug therapy | Rats | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / physiology",,,,,,,,eng,
10.1016/s0091-3057(01)00767-5,,,A novel behavioral model that discriminates between 5-HT2A and 5-HT2C receptor activation.,2002,Dave KD; Harvey JA; Aloyo VJ,"Pharmacology, biochemistry, and behavior","Journal Article | Research Support, U.S. Gov't, P.H.S.",,2002-05,0091-3057,,,"Animals | Behavior, Animal / drug effects | Behavior, Animal / physiology | Dose-Response Relationship, Drug | Female | Male | Protein Binding / physiology | Rabbits | Receptor, Serotonin, 5-HT2A | Receptor, Serotonin, 5-HT2C | Receptors, Serotonin / physiology | Serotonin Receptor Agonists / pharmacology",,NIDA NIH HHS | NIMH NIH HHS,DA11164 | MH16841,,,,,eng,
10.1016/s0091-3057(02)00961-9,,,Dextromethorphan and ketamine potentiate the antinociceptive effects of mu- but not delta- or kappa-opioid agonists in a mouse model of acute pain.,2002,Baker AK; Hoffmann VL; Meert TF,"Pharmacology, biochemistry, and behavior",Journal Article,,2002-12,0091-3057,,,"3,4-Dichloro-N-methyl-N-(2-(1-pyrrolidinyl)-cyclohexyl)-benzeneacetamide, (trans)-Isomer / pharmacology | Analgesics, Opioid / pharmacology | Animals | Area Under Curve | Benzamides / pharmacology | Dextromethorphan / pharmacology | Dose-Response Relationship, Drug | Drug Synergism | Excitatory Amino Acid Antagonists / pharmacology | Fentanyl / pharmacology | Ketamine / pharmacology | Male | Mice | Morphine / pharmacology | Pain / drug therapy | Pain / psychology | Pain Measurement / drug effects | Piperazines / pharmacology | Reaction Time / drug effects | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, Opioid, delta / agonists | Receptors, Opioid, kappa / agonists | Receptors, Opioid, mu / agonists | Sufentanil / pharmacology",,,,,,,,eng,
10.1016/s0091-3057(03)00020-0,,,Effects of NMDA receptor antagonists on opioid-induced respiratory depression and acute antinociception in rats.,2003,Hoffmann VL; Vermeyen KM; Adriaensen HF; Meert TF,"Pharmacology, biochemistry, and behavior","Journal Article | Research Support, Non-U.S. Gov't",,2003-03,0091-3057,,,"Analgesics / pharmacology | Animals | Dose-Response Relationship, Drug | Drug Synergism | Excitatory Amino Acid Antagonists / pharmacology | Male | Narcotics / pharmacology | Pain Measurement / drug effects | Pain Measurement / methods | Rats | Rats, Wistar | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / physiology | Respiratory Insufficiency / chemically induced",,,,,,,,eng,
10.1016/s0091-3057(97)00423-1,,,Involvement of spinal NMDA receptors in capsaicin-induced nociception.,1998,Sakurada T; Wako K; Sugiyama A; Sakurada C; Tan-No K; Kisara K,"Pharmacology, biochemistry, and behavior",Journal Article,,1998-02,0091-3057,,,"Animals | Capsaicin / antagonists & inhibitors | Capsaicin / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Injections, Spinal | Male | Mice | Mice, Inbred Strains | Nociceptors / drug effects | Pain Measurement / drug effects | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / drug effects | Spinal Cord / drug effects",,,,,,,,eng,
10.1016/s0091-3057(97)00436-x,,,"Effects of LSD, ritanserin, 8-OH-DPAT, and lisuride on classical conditioning in the rabbit.",1998,Welsh SE; Kachelries WJ; Romano AG; Simansky KJ; Harvey JA,"Pharmacology, biochemistry, and behavior","Journal Article | Research Support, U.S. Gov't, P.H.S.",,1998-02,0091-3057,,,"8-Hydroxy-2-(di-n-propylamino)tetralin / pharmacology | Animals | Conditioning, Classical / drug effects | Drug Interactions | Female | Lisuride / pharmacology | Lysergic Acid Diethylamide / pharmacology | Male | Nictitating Membrane / drug effects | Rabbits | Ritanserin / pharmacology | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology",,NIMH NIH HHS,MH16841-28,,,,,eng,
10.1016/s0140-6736(01)06888-x,,,"Effects of dose, sex, and long-term abstention from use on toxic effects of MDMA (ecstasy) on brain serotonin neurons.",2001,Reneman L; Booij J; de Bruin K; Reitsma JB; de Wolff FA; Gunning WB; den Heeten GJ; van den Brink W,"Lancet (London, England)","Journal Article | Research Support, Non-U.S. Gov't",,2001-12-01,0140-6736,,,"Adult | Binding Sites | Brain / diagnostic imaging | Brain / drug effects | Brain / metabolism | Case-Control Studies | Depression / epidemiology | Dose-Response Relationship, Drug | Female | Humans | Male | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / adverse effects | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Netherlands / epidemiology | Neurons / drug effects | Neurons / metabolism | Prevalence | Radioligand Assay | Serotonin Agents / administration & dosage | Serotonin Agents / adverse effects | Serotonin Agents / metabolism | Sex Distribution | Tomography, Emission-Computed, Single-Photon",,,,10.1016/S0140-6736(01)06880-5 | 10.1016/S0140-6736(02)08490-8 | 10.1016/s0140-6736(02)08491-x | 10.1016/S0140-6736(02)08492-1,CommentIn PMID:11741618 Lancet. 2001 Dec 1;358(9296):1831-2. doi: 10.1016/S0140-6736(01)06880-5. | CommentIn PMID:12047988 Lancet. 2002 May 4;359(9317):1616; author reply 1617-8. doi: 10.1016/S0140-6736(02)08490-8. | CommentIn PMID:12047989 Lancet. 2002 May 4;359(9317):1616-7; author reply 1617-8. doi: 10.1016/s0140-6736(02)08491-x. | CommentIn PMID:12047990 Lancet. 2002 May 4;359(9317):1617; author reply 1617-8. doi: 10.1016/S0140-6736(02)08492-1.,,,eng,
10.1016/s0140-6736(15)60380-4,,,Effect of a GRIN2A de novo mutation associated with epilepsy and intellectual disability on NMDA receptor currents and Mg(2+) block in cultured primary cortical neurons.,2015,Marwick K; Skehel P; Hardingham G; Wyllie D,"Lancet (London, England)",Journal Article,,2015-02-26,0140-6736,1474-547X,,,,,,,,,,eng,
10.1016/s0149-7634(96)00039-5,,,Stimulation of basal and L-DOPA-induced motor activity by glutamate antagonists in animal models of Parkinson's disease.,1997,Starr MS; Starr BS; Kaur S,Neuroscience and biobehavioral reviews,Journal Article | Review,,1997-07,0149-7634,,,"Animals | Antiparkinson Agents / pharmacology | Excitatory Amino Acid Antagonists / pharmacology | Glutamic Acid / physiology | Levodopa / pharmacology | Motor Activity / drug effects | Parkinson Disease, Secondary / chemically induced | Parkinson Disease, Secondary / physiopathology | Rats | Stimulation, Chemical",,,,,,,,eng,
