# triage-filtered queue generated at 2026-04-21T15:16:35.013578+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors
10.1177/0269881107083639,MDMA,SERT (SLC6A4),"MDMA-induced impairment in primates: antagonism by a selective norepinephrine or serotonin, but not by a dopamine/norepinephrine transport inhibitor",2008,
10.1177/0269881113512909,Ketamine,NMDA receptor,Reviewing the ketamine model for schizophrenia,2013,
10.1177/0269881118822156,MDMA,SERT (SLC6A4),A genetic deletion of the serotonin transporter differentially influences the behavioural effects of MDMA,2019,
10.1177/0269881119849821,Salvinorin A,kappa opioid receptor (OPRK1),Salvindolin elicits opioid system-mediated antinociceptive and antidepressant-like activities,2019,
10.1177/0269881120944160,MDMA,SERT (SLC6A4),Genetic deletion of <i>Rgs12</i> in mice affects serotonin transporter expression and function <i>in vivo</i> and <i>ex vivo</i>,2020,
10.1177/0269881120959644,Ketamine,NMDA receptor,Ketamine: A tale of two enantiomers,2020,
10.1177/0269881120986422,LSD,5-HT2A,Hallucinogenic/psychedelic 5HT2A receptor agonists as rapid antidepressant therapeutics: Evidence and mechanisms of action,2021,
10.1177/02698811251330741,LSD,5-HT2A,Are the LSD-analogs lisuride and ergotamine examples of non-hallucinogenic serotonin 5-HT2A receptor agonists?,2025,
10.1177/02698811251361453,5-MeO-DMT,5-HT1A,Pharmacological characterisation of psilocybin and 5-MeO-DMT discriminative cues in the rat and their translational value for identifying novel psychedelics,2025,
10.1177/02698811251361453,Psilocybin,5-HT2A,Pharmacological characterisation of psilocybin and 5-MeO-DMT discriminative cues in the rat and their translational value for identifying novel psychedelics,2025,
10.1177/02698811251361453,Psilocin,5-HT2A,Pharmacological characterisation of psilocybin and 5-MeO-DMT discriminative cues in the rat and their translational value for identifying novel psychedelics,2025,
10.1177/02698811251378512,DMT,5-HT2A,"A novel psychedelic 5-HT <sub>2A</sub> receptor agonist GM-2505: The pharmacokinetic, safety, and pharmacodynamic profile from a randomized trial healthy volunteer",2025,
10.1177/0271678X15608391,Ketamine,NMDA receptor,Quantification of the novel<i>N</i>-methyl-<scp>d</scp>-aspartate receptor ligand [<sup>11</sup>C]GMOM in man,2015,
10.1177/0271678X20954928,S-ketamine,NMDA receptor,NMDA receptor ion channel activation detected in vivo with [<sup>18</sup>F]GE-179 PET after electrical stimulation of rat hippocampus,2020,
10.1177/0271678X251323364,Psilocin,5-HT2A,Acute psilocybin and ketanserin effects on cerebral blood flow: 5-HT2AR neuromodulation in healthy humans,2025,
10.1177/10738584251403946,Ketamine,NMDA receptor,Cortical Mechanisms Contributing to Ketamine-Induced Dissociation,2025,
10.1177/15353702231170007,S-ketamine,NMDA receptor,The role of ketamine in major depressive disorders: Effects on parvalbumin-positive interneurons in hippocampus,2023,
10.1177/1536012118788636,Ketamine,NMDA receptor,Acute Ketamine Infusion in Rat Does Not Affect In Vivo [<sup>11</sup>C]ABP688 Binding to Metabotropic Glutamate Receptor Subtype 5,2018,
10.1177/2040622315579059,Ketamine,NMDA receptor,Ketamine and other N-methyl-D-aspartate receptor antagonists in the treatment of depression: a perspective review,2015,
10.1186/1471-2210-6-6,MDMA,SERT,Comparison of the monoamine transporters from human and mouse in their sensitivities to psychostimulant drugs,2006,
10.1186/1471-2210-6-6,MDMA,SERT (SLC6A4),Comparison of the monoamine transporters from human and mouse in their sensitivities to psychostimulant drugs,2006,
10.1186/1744-8069-6-50,Ketamine,NMDA receptor,"Combining Ketamine with Astrocytic Inhibitor as a Potential Analgesic Strategy for Neuropathic Pain. Ketamine, Astrocytic Inhibitor and Pain",2010,
10.1186/s10194-025-02008-0,Psilocybin,5-HT2A,Ergotamine enhances circadian amplitude and diurnally mitigates nitroglycerin-induced mechanical hypersensitivity,2025,
10.1186/s12866-025-04181-3,S-ketamine,NMDA receptor,Esketamine alleviates depressive-like behavior in mice via modulation of the microbiota-gut-brain axis and amino acid metabolism,2025,
10.1186/s12868-021-00686-5,DOI,5-HT2A,An ontogenic study of receptor mechanisms by which acute administration of low-doses of methamphetamine suppresses DOI-induced 5-HT2A-receptor mediated head-twitch response in mice,2022,
10.1186/s13195-024-01462-3,DMT,Sigma-1 receptor (SIGMAR1),"N, N-Dimethyltryptamine, a natural hallucinogen, ameliorates Alzheimer’s disease by restoring neuronal Sigma-1 receptor-mediated endoplasmic reticulum-mitochondria crosstalk",2024,
10.1192/bjo.2023.535,Psilocybin,5-HT2A,"Psilocybin for treatment-resistant depression without psychedelic effects: study protocol for a 4-week, double-blind, proof-of-concept randomised controlled trial",2023,
10.1192/j.eurpsy.2021.1114,Psilocybin,5-HT2A,Psilocybin in the treatment of obsessive-compulsive disorder: What do we know so far?,2021,
10.1192/j.eurpsy.2021.1114,LSD,5-HT2A,Psilocybin in the treatment of obsessive-compulsive disorder: What do we know so far?,2021,
10.1192/j.eurpsy.2021.1278,S-ketamine,NMDA receptor,The role of intranasal esketamine in treatment-resistant depression,2021,
10.1192/j.eurpsy.2021.1290,LSD,5-HT2A,Psychedelics: A new era of treatment?,2021,
10.1192/j.eurpsy.2021.2054,LSD,5-HT2A,Psychedelics and psychiatric disorders: A emerging role,2021,
10.1192/j.eurpsy.2022.1879,S-ketamine,NMDA receptor,The cognitive effects of esketamine: what do we know so far?,2022,
10.1192/j.eurpsy.2022.2294,S-ketamine,NMDA receptor,Clinical efficacy and tolerability of Esketamine: a case series,2022,
10.1192/j.eurpsy.2023.1948,LSD,5-HT2A,The Effects of Serotonergic Psychedelics on Neural Activity: A Meta-Analysis of Task-Based Functional Neuroimaging Studies,2023,
10.1192/j.eurpsy.2023.2028,S-ketamine,NMDA receptor,Intranasal Esketamine administration in catatonia: a case report.,2023,
10.1192/j.eurpsy.2023.572,S-ketamine,NMDA receptor,Adjunctive short- and long-term combination treatment of esketamine and VNS in difficult to treat depression (DTD),2023,
10.1192/j.eurpsy.2024.1108,S-ketamine,NMDA receptor,Esketamine new tool for resistant depressive disorder. About a case,2024,
10.1192/j.eurpsy.2025.1344,S-ketamine,NMDA receptor,Resistant depressive disorder: electroconvulsive therapy versus esketamine,2025,
10.1192/j.eurpsy.2025.2101,LSD,5-HT2A,MM120 demonstrates no evidence of abuse potential in rodent preclinical studies,2025,
10.1196/annals.1432.029,MDMA,SERT (SLC6A4),Development and Characterization of a Novel Animal Model of Intermittent MDMA (“Ecstasy”) Exposure during Adolescence,2008,
10.1212/WNL.0000000000007238,Ketamine,NMDA receptor,NMDA receptor antagonists and pain relief,2019,
10.1212/wnl.48.5.1212,Ketamine,NMDA receptor,High‐dose oral dextromethorphan versus placebo in painful diabetic neuropathy and postherpetic neuralgia,1997,
10.1213/00000539-199811000-00039,Ketamine,NMDA receptor,Ketamine,1998,
10.1213/ANE.0000000000006851,S-ketamine,NMDA receptor,"Esketamine: Less Drowsiness, More Analgesia",2024,
10.1254/fpj.97.4_209,5-MeO-DMT,5-HT1A,Anxiolytic effects of lisuride and its agonistic action to central 5-HT1A receptors.,1991,
10.1254/jjp.89.89,DOI,5-HT2A,Modulation by 5-HT2A Receptors of Aggressive Behavior in Isolated Mice,2002,
10.12659/MSM.950601,S-ketamine,NMDA receptor,Ketamine or Esketamine in Special Populations of Patients With Treatment-Resistant Depression,2026,
10.12688/f1000research.14344.1,S-ketamine,NMDA receptor,Ketamine and rapid-acting antidepressants: a new era in the battle against depression and suicide,2018,
10.12688/f1000research.8384.1,MDMA,SERT (SLC6A4),A current view of serotonin transporters,2016,
10.12740/pp/onlinefirst/134330,R-ketamine,NMDA receptor,Ketamine - a long way from anesthetic to a prototype antidepressant: Review of potential mechanisms of action,2021,
10.1371/journal.pcbi.1002473,LSD,5-HT2A,Ligand-Dependent Conformations and Dynamics of the Serotonin 5-HT2A Receptor Determine Its Activation and Membrane-Driven Oligomerization Properties,2012,
10.1371/journal.pone.0041724,Salvinorin A,kappa opioid receptor (OPRK1),Salvinorin A Administration after Global Cerebral Hypoxia/Ischemia Preserves Cerebrovascular Autoregulation via Kappa Opioid Receptor in Piglets,2012,
10.1371/journal.pone.0054840,DOI,5-HT2A,Regulation of Serotonin-Induced Trafficking and Migration of Eosinophils,2013,
10.1371/journal.pone.0071326,Ketamine,NMDA receptor,Ketamine Does Not Produce Relief of Neuropathic Pain in Mice Lacking the β-Common Receptor (CD131),2013,
10.1371/journal.pone.0075426,DOI,5-HT2A,Serotonin 5-HT2A Receptor Activation Blocks TNF-α Mediated Inflammation In Vivo,2013,
10.1371/journal.pone.0083879,Ketamine,NMDA receptor,Mice Lacking NMDA Receptors in Parvalbumin Neurons Display Normal Depression-Related Behavior and Response to Antidepressant Action of NMDAR Antagonists,2014,
10.1371/journal.pone.0089985,Ketamine,NMDA receptor,Involvement of Sigma-1 Receptors in the Antidepressant-like Effects of Dextromethorphan,2014,
10.1371/journal.pone.0106533,DMT,Sigma-1 receptor (SIGMAR1),"Psychedelic N,N-Dimethyltryptamine and 5-Methoxy-N,N-Dimethyltryptamine Modulate Innate and Adaptive Inflammatory Responses through the Sigma-1 Receptor of Human Monocyte-Derived Dendritic Cells",2014,
10.1371/journal.pone.0157021,Ketamine,NMDA receptor,"Pharmacological Investigations of the Dissociative ‘Legal Highs’ Diphenidine, Methoxphenidine and Analogues",2016,
10.1371/journal.pone.0166750,MDMA,SERT (SLC6A4),Non-Serotonergic Neurotoxicity by MDMA (Ecstasy) in Neurons Derived from Mouse P19 Embryonal Carcinoma Cells,2016,
10.1371/journal.pone.0194984,Ketamine,NMDA receptor,Correction: The Ketamine Analogue Methoxetamine and 3- and 4-Methoxy Analogues of Phencyclidine Are High Affinity and Selective Ligands for the Glutamate NMDA Receptor,2018,
10.1385/1-59259-158-2:001,MDMA,NET (SLC6A2),"Regulation of Monoamine Transporters: Regulated Phosphorylation, Dephosphorylation, and Trafficking",2003,
10.14336/AD.2024.0239,R-ketamine,NMDA receptor,Repurposing Ketamine in the Therapy of Depression and Depression-Related Disorders: Recent Advances and Future Potential,2024,
10.14581/jer.25008,Ketamine,NMDA receptor,Use of Ketamine Needs Caution in NMDA-R Encephalitis Related Status Epilepticus,2025,
10.14814/phy2.15088,MDMA,DAT (SLC6A3),Contribution of analog signaling to neurotransmitter interactions and behavior: Role of transporter‐mediated nonquantal dopamine release,2021,
10.1515/biol-2022-0816,S-ketamine,NMDA receptor,The role and mechanism of esketamine in preventing and treating remifentanil-induced hyperalgesia based on the NMDA receptor–CaMKII pathway,2024,
10.1515/tnsci-2020-0167,Ketamine,NMDA receptor,Immunoregulation and antidepressant effect of ketamine,2021,
10.1517/13543776.2014.972938,Ketamine,NMDA receptor,NMDA receptor modulators: an updated patent review (2013 – 2014),2014,
10.1517/17425255.2012.712686,Ketamine,NMDA receptor,<b>Pharmacokinetic and pharmacodynamic considerations for NMDA receptor antagonists in the treatment of chronic neuropathic pain</b>,2012,
10.1523/JNEUROSCI.09-10-03482.1989,LSD,5-HT2A,"Differentiation of 5-hydroxytryptamine2 receptor subtypes using 125I-R- (-)2,5-dimethoxy-4-iodo-phenylisopropylamine and 3H-ketanserin",1989,
10.1523/JNEUROSCI.1173-17.2017,Ketamine,NMDA receptor,Memantine and Ketamine Differentially Alter NMDA Receptor Desensitization,2017,
10.1523/JNEUROSCI.1203-16.2016,Ketamine,NMDA receptor,The Role of GluN2C-Containing NMDA Receptors in Ketamine's Psychotogenic Action and in Schizophrenia Models,2016,
10.1523/JNEUROSCI.1316-22.2022,Ketamine,NMDA receptor,NMDA Receptor Activation-Dependent Antidepressant-Relevant Behavioral and Synaptic Actions of Ketamine,2023,
10.1523/JNEUROSCI.16-11-03727.1996,DOI,5-HT2A,Dopamine Receptor Agonists Regulate Levels of the Serotonin 5-HT<sub>2A</sub>Receptor and its mRNA in a Subpopulation of Rat Striatal Neurons,1996,
10.1523/JNEUROSCI.1939-17.2018,LSD,5-HT2A,Role of the 5-HT<sub>2A</sub>Receptor in Self- and Other-Initiated Social Interaction in Lysergic Acid Diethylamide-Induced States: A Pharmacological fMRI Study,2018,
10.1523/JNEUROSCI.2063-13.2013,Psilocin,5-HT2A,Broadband Cortical Desynchronization Underlies the Human Psychedelic State,2013,
10.1523/JNEUROSCI.21-04-01413.2001,MDMA,DAT (SLC6A3),Methamphetamine-Induced Rapid and Reversible Changes in Dopamine Transporter Function: An<i>In Vitro</i>Model,2001,
10.1523/JNEUROSCI.22-21-09635.2002,DOI,5-HT2A,Evidence That 5-HT<sub>2A</sub>Receptors in the Hypothalamic Paraventricular Nucleus Mediate Neuroendocrine Responses to (−)DOI,2002,
10.1523/JNEUROSCI.23-26-08836.2003,LSD,5-HT2A,Transcriptome Fingerprints Distinguish Hallucinogenic and Nonhallucinogenic 5-Hydroxytryptamine 2A Receptor Agonist Effects in Mouse Somatosensory Cortex,2003,
10.1523/JNEUROSCI.3007-12.2013,Psilocybin,5-HT2A,"Activation of Serotonin 2A Receptors Underlies the Psilocybin-Induced Effects on   Oscillations, N170 Visual-Evoked Potentials, and Visual Hallucinations",2013,
10.1523/JNEUROSCI.3069-19.2020,S-ketamine,NMDA receptor,Ketamine Affects Prediction Errors about Statistical Regularities: A Computational Single-Trial Analysis of the Mismatch Negativity,2020,
10.1523/JNEUROSCI.4034-14.2015,MDMA,SERT,Amphetamine Action at the Cocaine- and Antidepressant-Sensitive Serotonin Transporter Is Modulated by αCaMKII,2015,
10.1523/JNEUROSCI.4034-14.2015,MDMA,SERT (SLC6A4),Amphetamine Action at the Cocaine- and Antidepressant-Sensitive Serotonin Transporter Is Modulated by αCaMKII,2015,
10.1523/JNEUROSCI.5723-07.2008,MDMA,SERT (SLC6A4),"Serotonin 5-HT<sub>2B</sub>Receptors Are Required for 3,4-Methylenedioxymethamphetamine-Induced Hyperlocomotion and 5-HT Release<i>In Vivo</i>and<i>In Vitro</i>",2008,
10.1523/eneuro.0157-23.2023,Ketamine,NMDA receptor,A Network Model of the Modulation of γ Oscillations by NMDA Receptors in Cerebral Cortex,2023,
10.1523/eneuro.0285-16.2017,S-ketamine,NMDA receptor,A Negative Allosteric Modulator for α5 Subunit-Containing GABA Receptors Exerts a Rapid and Persistent Antidepressant-Like Action without the Side Effects of the NMDA Receptor Antagonist Ketamine in Mice,2017,
10.1523/jneurosci.0387-04.2004,MDMA,DAT (SLC6A3),Methamphetamine Increases Dopamine Transporter Higher Molecular Weight Complex Formation via a Dopamine- and Hyperthermia-Associated Mechanism,2004,
10.1523/jneurosci.0501-11.2011,Ketamine,NMDA receptor,Ketamine Disrupts Theta Modulation of Gamma in a Computer Model of Hippocampus,2011,
10.1523/jneurosci.07-03-00894.1987,LSD,5-HT1A,Characterization of a novel 3H-5-hydroxytryptamine binding site subtype in bovine brain membranes,1987,
10.1523/jneurosci.1171-11.2011,MDMA,SERT,"Characterization of 3,4-Methylenedioxymethamphetamine (MDMA) Enantiomers<i>In Vitro</i>and in the MPTP-Lesioned Primate:<i>R</i>-MDMA Reduces Severity of Dyskinesia, Whereas<i>S</i>-MDMA Extends Duration of ON-Time",2011,
10.1523/jneurosci.1171-11.2011,MDMA,SERT (SLC6A4),"Characterization of 3,4-Methylenedioxymethamphetamine (MDMA) Enantiomers<i>In Vitro</i>and in the MPTP-Lesioned Primate:<i>R</i>-MDMA Reduces Severity of Dyskinesia, Whereas<i>S</i>-MDMA Extends Duration of ON-Time",2011,
10.1523/jneurosci.1547-16.2016,S-ketamine,NMDA receptor,Ketamine: NMDA Receptors and Beyond,2016,
10.1523/jneurosci.17-08-02921.1997,Ketamine,NMDA receptor,Activation of Glutamatergic Neurotransmission by Ketamine: A Novel Step in the Pathway from NMDA Receptor Blockade to Dopaminergic and Cognitive Disruptions Associated with the Prefrontal Cortex,1997,
10.1523/jneurosci.22-01-j0003.2002,MDMA,SERT,Psychostimulants Differentially Regulate Serotonin Transporter Expression in Thalamocortical Neurons,2002,
10.1523/jneurosci.22-01-j0003.2002,MDMA,SERT (SLC6A4),Psychostimulants Differentially Regulate Serotonin Transporter Expression in Thalamocortical Neurons,2002,
10.1523/jneurosci.4722-05.2006,Ketamine,NMDA receptor,A Specific Role for NR2A-Containing NMDA Receptors in the Maintenance of Parvalbumin and GAD67 Immunoreactivity in Cultured Interneurons,2006,
10.1590/1516-4446-2020-1685,Ketamine,NMDA receptor,Does mismatch negativity have utility for NMDA receptor drug development in depression?,2021,
10.17615/wb9e-4z40,Salvinorin A,kappa opioid receptor (OPRK1),Michael acceptor approach to the design of new salvinorin A-based high affinity ligands for the kappa-opioid receptor,2020,
10.20944/preprints202202.0156.v1,R-ketamine,NMDA receptor,Ketamine as a Novel Psychopharmacotherapy for Eating Disorders: Evidence and Future Directions,2022,
10.20944/preprints202202.0156.v2,R-ketamine,NMDA receptor,Ketamine as a Novel Psychopharmacotherapy for Eating Disorders: Evidence and Future Directions,2022,
10.20944/preprints202305.2199.v1,R-ketamine,NMDA receptor,Exploring the Molecular Targets for the Antidepressant and Antisuicidal Effects of Ketamine Enantiomers by using Network Pharmacology and Molecular Docking,2023,
10.21203/rs.3.rs-3138705/v1,LSD,5-HT2A,Ethopharmacological evaluation of antidepressant-like effect of serotonergic psychedelics in C57BL/6J male mice,2023,
10.21203/rs.3.rs-4242829/v1,Psilocybin,5-HT2A,Psilocin fosters neuroplasticity in iPSC-derived human cortical neurons,2024,
10.21307/ane-2021-005,Salvinorin A,kappa opioid receptor (OPRK1),Salvia divinorum increases alcohol intake and tonic immobility whilst decreasing food intake in Wistar rats,2021,
10.2147/DDDT.S579462,S-ketamine,NMDA receptor,Progress in the Application of Esketamine During the Perioperative Period,2026,
10.2147/NDT.S486118,Ketamine,NMDA receptor,Esketamine Nasal Spray: Rapid Relief for TRD and Suicide Prevention—Mechanisms and Pharmacodynamics,2024,
10.2147/SAR.S37258,MDMA,SERT (SLC6A4),"3,4-methylenedioxymethamphetamine (MDMA): current perspectives",2013,
10.2174/0113895575429775260119043318,Psilocin,5-HT2A,Psilocybin: Chemical Foundations and Emerging Therapeutic Potential,2026,
10.2174/0118715273434237251212095005,DMT,5-HT2A,Strategic Neurodelivery of Psychedelic Compounds: Bridging MolecularPharmacology with Therapeutic Innovation in CNS Disorders,2026,
10.2174/1381612826666200122155206,Ketamine,NMDA receptor,Survey of NMDA Receptor-related Biomarkers for Depression,2020,
10.2174/157015911795017146,MDMA,SERT (SLC6A4),"The Nature of 3, 4-Methylenedioxymethamphetamine (MDMA)-Induced Serotonergic Dysfunction: Evidence for and Against the Neurodegeneration Hypothesis",2011,
