# Deterministic prescreen retained queue for mechanistic generated at 2026-05-19T07:31:34.184747+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1002/1873-3468.15099,,,"Molecular insights into the modulation of the 5
                    <scp>HT</scp>
                    <sub>
                      2
                      <scp>A</scp>
                    </sub>
                    receptor by serotonin, psilocin, and the G protein subunit Gqα",2025,Niklas Viohl; Ali Asghar Hakami Zanjani; Himanshu Khandelia,FEBS Letters,journal-article,,2025-01-26,0014-5793,1873-3468,Wiley,"Receptor, Serotonin, 5-HT2A / chemistry | Receptor, Serotonin, 5-HT2A / metabolism | GTP-Binding Protein alpha Subunits, Gq-G11 / metabolism | GTP-Binding Protein alpha Subunits, Gq-G11 / chemistry | Molecular Dynamics Simulation | Serotonin / chemistry | Serotonin / metabolism | Serotonin / pharmacology | Humans | Psilocybin / analogs & derivatives | Psilocybin / chemistry | Psilocybin / pharmacology | Psilocybin / metabolism | Protein Binding | Ligands | Protein Conformation | Binding Sites",5HT2AR | G protein‐coupled receptors | free energy calculations | molecular dynamics simulations | psilocin | psychedelics,Novo Nordisk Fonden | Lundbeck Foundation,NNF18OC0032608 | NNF18OC0034936 | R344-2020-1023,,,,,eng,
10.1016/j.ejphar.2023.175854,,,Coronaridine congeners induce sedative and anxiolytic-like activity in naïve and stressed/anxious mice by allosteric mechanisms involving increased GABAA receptor affinity for GABA,2023,Hugo R. Arias; Philippe De Deurwaerdère; Petra Scholze; Seiji Sakamoto; Itaru Hamachi; Giuseppe Di Giovanni; Abdeslam Chagraoui,European Journal of Pharmacology,journal-article,,2023-06-16,0014-2999,1879-0712,Elsevier BV,"Mice | Male | Female | Animals | Anti-Anxiety Agents / pharmacology | Hypnotics and Sedatives / pharmacology | Receptors, GABA-A / metabolism | Pentylenetetrazole | Benzodiazepines / pharmacology | gamma-Aminobutyric Acid / pharmacology | Ibogaine / analogs & derivatives",Anxiolytic activity | Coronaridine congeners | Fluorescence | GABAA receptors | Radioligand | Sedative activity,,,,,,,eng,
10.1016/j.ejphar.2024.177185,,,Cognitive and kinematic markers of ketamine effects in behaving non-human primates,2024,Pierre Pouget; Pierre Daye; Martin Paré,European Journal of Pharmacology,journal-article,,2024-12-12,0014-2999,1879-0712,Elsevier BV,"Animals | Ketamine / pharmacology | Cognition / drug effects | Male | Biomechanical Phenomena | Saccades / drug effects | Saccades / physiology | Receptors, N-Methyl-D-Aspartate / metabolism | Behavior, Animal / drug effects | Macaca mulatta | gamma-Aminobutyric Acid / metabolism",Cognition | Ketamine | Motor kinematic | Saccade,,,,,,,eng,
10.1016/j.euroneuro.2014.08.007,,,Looking for prosocial genes: ITRAQ analysis of proteins involved in MDMA-induced sociability in mice,2014,Konstantin Kuteykin-Teplyakov; Rafael Maldonado,European Neuropsychopharmacology,journal-article,,2014-08-27,0924-977X,1873-7862,Elsevier BV,"Animals | Brain / metabolism | Camphanes / pharmacology | Locomotion / drug effects | Male | Mice | N-Methyl-3,4-methylenedioxyamphetamine / antagonists & inhibitors | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Nerve Tissue Proteins / metabolism | Piperazines / pharmacology | Proteome / drug effects | Pyridines / pharmacology | Receptors, Oxytocin / antagonists & inhibitors | Serotonin Antagonists / pharmacology | Signal Transduction / drug effects | Social Behavior",4-methylenedioxyamphetamine | 5-HT1A receptor | N-Methyl-3 | Oxytocin | Proteomics | Social behavior,,,,,,,eng,
10.1016/j.euroneuro.2016.03.012,,,Inhibition of alpha oscillations through serotonin-2A receptor activation underlies the visual effects of ayahuasca in humans.,2016,M. Valle; A. E. Maqueda; M. Rabella; A. Rodríguez-Pujadas; R. Antonijoan; S. Romero; J. F. Alonso; M. A. Mañanas; S. Barker; Pablo Friedlander,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,JournalArticle,,2016-07-01,0924-977X,1873-7862,Elsevier BV,"Administration, Oral | Adult | Alpha Rhythm / drug effects | Alpha Rhythm / physiology | Banisteriopsis | Cross-Over Studies | Double-Blind Method | Female | Hallucinogens / pharmacology | Humans | Ketanserin / pharmacology | Male | Receptor, Serotonin, 5-HT2A / metabolism | Serotonin Antagonists / pharmacology | Visual Perception / drug effects | Visual Perception / physiology",Medicine | Psychology | external | s2-fos-model,Beckley Foundation | FIS | Spanish Ministry of Economy and Competitiveness (MINECO),CP04/00121 | DPI2014-59049-R,,,,,eng,6033b60d446aaf6bcacf2da4fdcaf3d641b62c5d
10.1016/j.euroneuro.2020.02.001,,,"A single psilocybin dose is associated with long-term increased mindfulness, preceded by a proportional change in neocortical 5-HT2A receptor binding.",2020,M. Madsen; P. Fisher; D. S. Stenbæk; S. Kristiansen; D. Burmester; S. Lehel; T. Páleníček; M. Kuchař; C. Svarer; B. Ozenne,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,JournalArticle,,2020-03-04,0924-977X,1873-7862,Elsevier BV,"Adult | Benzylamines | Female | Hallucinogens / administration & dosage | Hallucinogens / pharmacology | Humans | Magnetic Resonance Imaging | Male | Mindfulness | Neocortex / diagnostic imaging | Neocortex / drug effects | Neocortex / metabolism | Neuropsychological Tests | Personality / drug effects | Personality Tests | Phenethylamines | Positron-Emission Tomography | Psilocybin / administration & dosage | Psilocybin / pharmacology | Receptor, Serotonin, 5-HT2A / drug effects | Receptor, Serotonin, 5-HT2A / metabolism | Young Adult",Medicine | external | Psychology | s2-fos-model,Danmarks Frie Forskningsfond | Innovationsfonden | Lundbeckfonden | Horizon 2020,6110-00518B | 4108-00004B | R231-2016-3236 | F-61171-19-27 | 746850,,,,,eng,c3d529ae09082e572668a6d7b2442a7bcc1866c0
10.1016/j.heliyon.2021.e07784,,,"Induced fit, ensemble binding space docking and Monte Carlo simulations of MDMA 'ecstasy' and 3D pharmacophore design of MDMA derivatives on the human serotonin transporter (hSERT).",2021,Islas ÁA; Moreno LG; Scior T,Heliyon,Journal Article,,2021-08-13,2405-8440,,,,Entactogen | MDA | MDAI | Psychoactive | Symporter,,,,,,,eng,
10.1016/j.isci.2023.107878,,,The PrLGlu→avBNSTGABA circuit rapidly modulates depression-like behaviors in male mice,2023,J Chen; Ke Wu; Miaomiao Guo; Weihong Song; Si-Ting Huang; Yong-Mei Zhang,iScience,Journal Article,,2023-09-12,2589-0042,2589-0042,,,Anesthesiology | Neuroscience,,,,,,,eng,
10.1016/j.isci.2024.109631,,,Human pluripotent stem cells as a translational toolkit in psychedelic research in vitro.,2024,Salerno JA; Rehen S,iScience,Journal Article | Review,,2024-03-28,2589-0042,2589-0042,,,Biological sciences | Cell biology | Cellular neuroscience | Natural sciences | Neuroscience | Pharmacology | Stem cells research,,,,,,,eng,
10.1016/j.isci.2024.109686,,,Psilocybin induces acute anxiety and changes in amygdalar phosphopeptides independently from the 5-HT2A receptor.,2024,Harari R; Chatterjee I; Getselter D; Elliott E,iScience,Journal Article,ACTRN12619001225101,2024-04-09,2589-0042,2589-0042,,,Behavioral neuroscience | Biological sciences | Natural sciences | Neuroscience | Pharmacology,,,,,,,eng,
10.1016/j.isci.2024.110034,,,The influence of psilocybin on subconscious and conscious emotional learning,2024,Andrea F. Casanova; Andres Ort; John W. Smallridge; Katrin H. Preller; Erich Seifritz; Franz X. Vollenweider,iScience,journal-article,,2024-05-19,2589-0042,2589-0042,Elsevier BV,,Biological sciences | Natural sciences | Pharmacology | clinical neuroscience | neuroscience,,,,,,,eng,
10.1016/j.jad.2024.08.050,,,Psychometric properties of the 23-Item Clinician Administered Dissociative States Scale (CADSS) in a psychological trauma population,2024,J. Douglas Bremner; David Williamson; Viola Vaccarino,Journal of Affective Disorders,journal-article,,2024-08-13,0165-0327,1573-2517,Elsevier BV,"Humans | Psychometrics | Dissociative Disorders / diagnosis | Dissociative Disorders / psychology | Male | Female | Adult | Stress Disorders, Post-Traumatic / diagnosis | Stress Disorders, Post-Traumatic / epidemiology | Stress Disorders, Post-Traumatic / psychology | Reproducibility of Results | Middle Aged | Psychological Trauma | Psychiatric Status Rating Scales | Neuropsychological Tests | Young Adult",Assessment | Dissociation | Dissociative disorders | Esketamine | Instruments | Ketamine | Major depression | NMDA receptor antagonists | Posttraumatic | Stress,NCRR NIH HHS | RRD VA | NIMH NIH HHS | NHLBI NIH HHS | NIDA NIH HHS | CSRD VA | NIA NIH HHS,S10 RR016917 | I01 RX003418 | R01 MH056120 | K24 HL077506 | R01 HL125246 | R01 MH120262 | T32 HL130025 | R21 MH080208 | R01 HL068630 | UH3 DA048502 | P01 HL101398 | UG3 DA048502 | M01 RR000125 | R01 HL109413 | I01 CX002331 | T32 MH067547 | R01 AG026255 | R01 HL136205 | K24 MH076955 | R01 HL088726,,,,,eng,
10.1016/j.jatmed.2024.07.001,,,Ketamine and its two enantiomers in anesthesiology and psychiatry: A historical review and future directions,2024,Kenji Hashimoto; Mingming Zhao; Tingting Zhu; Xingming Wang; Jianjun Yang,Journal of Anesthesia and Translational Medicine,journal-article,,2024-07-11,2957-3912,2957-3912,Elsevier BV,,Analgesia | Anesthesia | Arketamine | Depression | Esketamine | Ketamine,,,,,,,eng,
10.1016/j.jatmed.2025.06.001,,,Mechanism of antidepressant action of ketamine and differences between its two enantiomers.,2025,Zhan J; Zhang Y; Tian H; Zhu X; Guo M; Qiu Z; Xia Z,Journal of anesthesia and translational medicine,Journal Article | Review,,2025-08-06,2957-3912,2957-3912,,,Antidepressant effects | Ketamine | R-ketamine | S-ketamine,,,,,,,eng,
10.1016/j.jbc.2023.105176,,,Molecular insights into GPCR mechanisms for drugs of abuse,2023,Omar B. Sanchez-Reyes; Gregory Zilberg; John D. McCorvy; Daniel Wacker,Journal of Biological Chemistry,journal-article,,2023-08-18,0021-9258,1067-8816,Elsevier BV,"Humans | Analgesics, Opioid / metabolism | Analgesics, Opioid / pharmacology | Cannabinoids / metabolism | Cannabinoids / pharmacology | Hallucinogens / metabolism | Hallucinogens / pharmacology | Receptors, G-Protein-Coupled / metabolism | Signal Transduction / drug effects | Illicit Drugs / metabolism | Illicit Drugs / pharmacology | Models, Molecular | Receptors, Serotonin / metabolism | Drug Development / standards | Receptor, Cannabinoid, CB1",GPCR | cannabinoid | drugs of abuse | opioid | pharmacology | serotonin | structure,NIGMS NIH HHS | NIDA NIH HHS,R35 GM133421 | R35 GM133504 | T32 DA053558 | T32 GM062754,,,,,eng,
10.1016/j.jbc.2023.105231,,,A cane toad (Rhinella marina) N-methyltransferase converts primary indolethylamines to tertiary psychedelic amines.,2023,Chen X; Li J; Yu L; Maule F; Chang L; Gallant JA; Press DJ; Raithatha SA; Hagel JM; Facchini PJ,The Journal of biological chemistry,Journal Article,,2023-09-09,0021-9258,1083-351X,,Animals | Methyltransferases / metabolism | Methyltransferases / genetics | Methyltransferases / chemistry | Hallucinogens / metabolism | Hallucinogens / chemistry | Humans | Bufo marinus / metabolism,N-methyltransferase | Rhinella marina | drug discovery | enzyme kinetics | indolethylamine | metabolic stability | psychedelic | serotonin receptors | substrate acceptance profiling | toad,,,,,,,eng,
10.1016/j.mec.2022.e00196,,,Development of an E. coli-based norbaeocystin production platform and evaluation of behavioral effects in rats.,2022,Adams AM; Anas NA; Sen AK; Hinegardner-Hendricks JD; O'Dell PJ; Gibbons WJ Jr; Flower JE; McMurray MS; Jones JA,Metabolic engineering communications,Journal Article,,2022-03-12,2214-0301,2214-0301,,,Depression | Head twitch response | Long-Evans rat | Norbaeocystin | Psilocybin | Psychedelic medicine,,,,,,,eng,
10.1016/j.mocell.2026.100346,,,Serotonergic modulation of excitatory synapse development and plasticity.,2026,Chang VN; Ogelman R; Vargas RS; Oh WC,Molecules and cells,Journal Article | Review,,2026-03-10,1016-8478,0219-1032,,"Neuronal Plasticity / physiology | Humans | Animals | Serotonin / metabolism | Synapses / physiology | Synapses / metabolism | Dendritic Spines / metabolism | Dendritic Spines / physiology | Receptors, Serotonin / metabolism | Signal Transduction",Dendritic spine | Excitatory synapse | PFC | Serotonin | Serotonin receptor,,,,,,,eng,
10.1016/j.molpha.2025.100075,,,Distinctive patterns of G protein coupling induced by the structurally similar 5-HT(2A) receptor ligands ketanserin and altanserin in human prefrontal cortex.,2025,Miranda-Azpiazu P; Muguruza C; Stepniewski TM; Muneta-Arrate I; Moreira D; Brea J; Callado LF; Loza MI; González-Maeso J; Selent J,Molecular pharmacology,Journal Article,,2025-09-24,0026-895X,1521-0111,,"Humans | Ketanserin / analogs & derivatives | Ketanserin / pharmacology | Ketanserin / metabolism | Receptor, Serotonin, 5-HT2A / metabolism | Animals | Male | Prefrontal Cortex / metabolism | Prefrontal Cortex / drug effects | Ligands | Female | Mice | GTP-Binding Proteins / metabolism | Molecular Dynamics Simulation | Serotonin 5-HT2 Receptor Antagonists / pharmacology | Guanosine 5'-O-(3-Thiotriphosphate) / metabolism | Middle Aged | Adult",5-HT(2A) receptor | Antipsychotic | Biased agonism | Functional selectivity | G protein | Inverse agonism,NIMH NIH HHS,R01 MH084894,,,,,eng,
10.1016/j.neubiorev.2016.02.003,,,Meta-analysis of molecular imaging of serotonin transporters in ecstasy/polydrug users,2016,Carl. Alexander Roberts; Andrew Jones; Catharine Montgomery,Neuroscience & Biobehavioral Reviews,journal-article,,2016-02-07,0149-7634,1873-7528,Elsevier BV,"Adult | Brain / diagnostic imaging | Brain / metabolism | Female | Humans | Male | Molecular Imaging | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | Positron-Emission Tomography | Receptor, Serotonin, 5-HT2A / metabolism | Serotonin Plasma Membrane Transport Proteins / metabolism | Young Adult",Ecstasy | MDMA | Meta-analysis | Molecular imaging | PET | SERT | SPECT | Serotonin,,,,,,,eng,
10.1016/j.neubiorev.2024.105538,,,Synthetic surprise as the foundation of the psychedelic experience,2024,Roberto De Filippo; Dietmar Schmitz,Neuroscience & Biobehavioral Reviews,journal-article,,2024-01-15,0149-7634,1873-7528,Elsevier BV,Humans | Hallucinogens / pharmacology | Serotonin / pharmacology | Consciousness | Signal Transduction,5-HT | 5-HT transcriptomics | Affective realism | Cognitive penetrability | Predictive coding | Psychedelics | Serotonin,,,,,,,eng,
10.1016/j.neubiorev.2025.106529,,,Psychedelic experiences elicited by serotonergic psychedelics: Molecular mechanisms and functional connectivity changes in the brain,2025,Rivka Vollebregt; Alaya E.M. Storm; Paul J. Lucassen; Metten Somers,Neuroscience & Biobehavioral Reviews,journal-article,,2025-12-16,0149-7634,1873-7528,Elsevier BV,Humans | Hallucinogens / pharmacology | Brain / drug effects | Brain / metabolism | Nerve Net / drug effects | Animals | Psilocybin / pharmacology,5‑HT₂A receptor | Biased agonism | Ego dissolution | Functional brain connectivity | Psychedelics,,,,,,,eng,
10.1016/j.neuroimage.2019.04.007,,,"Receptor-Enriched Analysis of functional connectivity by targets (REACT): A novel, multimodal analytical approach informed by PET to study the pharmacodynamic response of the brain under MDMA",2019,Ottavia Dipasquale; Pierluigi Selvaggi; Mattia Veronese; Anthony S. Gabay; Federico Turkheimer; Mitul A. Mehta,NeuroImage,journal-article,,2019-04-04,1053-8119,1095-9572,Elsevier BV,"Adult | Brain / drug effects | Cross-Over Studies | Double-Blind Method | Female | Humans | Male | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Neuroimaging / methods | Positron-Emission Tomography / methods | Serotonin Agents / pharmacology | Young Adult",Functional connectivity | MDMA | Pharmacodynamic response | Pharmacological neuroimaging | Resting state fMRI | Serotonin,Medical Research Council,MR/N026063/1,,,,,eng,
10.1016/j.neuron.2024.01.023,,,Sustained antidepressant effects of ketamine metabolite involve GABAergic inhibition-mediated molecular dynamics in aPVT glutamatergic neurons,2024,Ayako Kawatake-Kuno; Haiyan Li; Hiromichi Inaba; Momoka Hikosaka; Erina Ishimori; Takatoshi Ueki; Yury Garkun; Hirofumi Morishita; Shuh Narumiya; Naoya Oishi,Neuron,journal-article,,2024-02-19,0896-6273,1097-4199,Elsevier BV,Animals | Humans | Ketamine / pharmacology | Molecular Dynamics Simulation | Antidepressive Agents / pharmacology | Neurons / metabolism | gamma-Aminobutyric Acid / metabolism,GABA(A) receptor | GPCR signal | antidepressant actions | depression | epigenetics | ketamine metabolite | paraventricular nucleus of the thalamus,NIMH NIH HHS,R01 MH118297 | R01 MH119523,,,,,eng,
10.1016/j.neuron.2024.08.016,,,Ventral hippocampal parvalbumin interneurons gate the acute anxiolytic action of the serotonergic psychedelic DOI,2024,Praachi Tiwari; Pasha A. Davoudian; Darshana Kapri; Ratna Mahathi Vuruputuri; Lindsay A. Karaba; Mukund Sharma; Giulia Zanni; Angarika Balakrishnan; Pratik R. Chaudhari; Amartya Pradhan,Neuron,journal-article,,2024-09-24,0896-6273,1097-4199,Elsevier BV,"Animals | Interneurons / drug effects | Parvalbumins / metabolism | Receptor, Serotonin, 5-HT2A / metabolism | Mice | Hippocampus / drug effects | Amphetamines / pharmacology | Anti-Anxiety Agents / pharmacology | Hallucinogens / pharmacology | Male | CA1 Region, Hippocampal / drug effects | CA1 Region, Hippocampal / cytology | CA1 Region, Hippocampal / physiology | Mice, Inbred C57BL","2,5-dimethoxy-4-iodoamphetamine | 5-HT(2A) receptor | CA1 | anxiety | fast-spiking cells | subiculum",NIMH NIH HHS | NIDA NIH HHS | NIGMS NIH HHS,DP2 MH136496 | R01 MH121848 | F30 DA059437 | T32 GM007205 | R01 MH115914 | R01 MH132911 | R01 MH128217 | R01 MH115049 | K01 MH131895 | R01 MH137047 | R00 MH120343,,,,,eng,
10.1016/j.neuropharm.2015.07.018,,,Neurovascular and neuroimaging effects of the hallucinogenic serotonin receptor agonist psilocin in the rat brain,2015,Aisling Spain; Clare Howarth; Alexandre A. Khrapitchev; Trevor Sharp; Nicola R. Sibson; Chris Martin,Neuropharmacology,journal-article,,2015-07-18,0028-3908,1873-7064,Elsevier BV,"Animals | Brain / blood supply | Brain / drug effects | Brain / physiology | Brain Mapping | Cerebrovascular Circulation / drug effects | Cerebrovascular Circulation / physiology | Dose-Response Relationship, Drug | Electrodes, Implanted | Hallucinogens / pharmacology | Hemodynamics / drug effects | Hemodynamics / physiology | Magnetic Resonance Imaging | Male | Oxygen / blood | Psilocybin / analogs & derivatives | Psilocybin / pharmacology | Rats, Sprague-Dawley | Touch Perception / drug effects | Touch Perception / physiology | Vibrissae / physiology",Cerebral haemodynamics | Functional MRI | Neurovascular | Pharmacological MRI | Psilocin | Psilocybin,Cancer Research UK | Wellcome Trust,16945 | WT085523MA | WT093223AIA | C5255/A15935,,,,,eng,
10.1016/j.neuropharm.2015.09.004,,,The new psychoactive substances 5-(2-aminopropyl)indole (5-IT) and 6-(2-aminopropyl)indole (6-IT) interact with monoamine transporters in brain tissue,2015,Julie A. Marusich; Kateland R. Antonazzo; Bruce E. Blough; Simon D. Brandt; Pierce V. Kavanagh; John S. Partilla; Michael H. Baumann,Neuropharmacology,journal-article,,2015-09-08,0028-3908,1873-7064,Elsevier BV,"Adrenergic Uptake Inhibitors / pharmacology | Animals | Brain / drug effects | Central Nervous System Stimulants / pharmacology | Dose-Response Relationship, Drug | In Vitro Techniques | Indoles / pharmacology | Male | Motor Activity / drug effects | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Neurotransmitter Transport Proteins / genetics | Neurotransmitter Transport Proteins / metabolism | Rats | Rats, Sprague-Dawley | Serotonin / pharmacokinetics | Time Factors | Tritium / pharmacokinetics","3,4-Methylenedioxymethamphetamine (MDMA) | 5-(2-Aminopropyl)indole (5-IT) | 6-(2-Aminopropyl)indole (6-IT) | Locomotor activity | Monoamine releaser | Synthetic stimulants",NIDA NIH HHS | Intramural NIH HHS,R01 DA012970 | DA12970,,,,,eng,
