# Deterministic prescreen excluded queue for mechanistic generated at 2026-05-19T07:31:34.240394+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1002/minf.201300013,,,Probing the Selectivity of Monoamine Transporter Substrates by Means of Molecular Modeling,2013,A. Seddik; M. Holy; Rene Weissensteiner; Barbara Zdrazil; H. Sitte; G. Ecker,Molecular Informatics,JournalArticle,,2013-06-01,1868-1743,1868-1751,Wiley,,Chemistry | Medicine | external | s2-fos-model,Funded Access | Austrian Science Fund,F03502 | F3506 | W1232,,,,,en,b66dddba28797d68fccdec32ed9c0205274c1d54
10.1111/1462-2920.12017,,,"The role of planktonic
                    <i>
                      <scp>F</scp>
                      lavobacteria
                    </i>
                    in processing algal organic matter in coastal
                    <scp>E</scp>
                    ast
                    <scp>A</scp>
                    ntarctica revealed using metagenomics and metaproteomics",2012,Timothy J. Williams; David Wilkins; Emilie Long; Flavia Evans; Mathew Z. DeMaere; Mark J. Raftery; Ricardo Cavicchioli,Environmental Microbiology,journal-article,,2012-10-10,1462-2912,1462-2920,Wiley,Antarctic Regions | Archaea / classification | Archaea / genetics | Archaea / metabolism | Bacteria / classification | Bacteria / genetics | Bacteria / metabolism | Biodiversity | Chlorophyll / analysis | Chlorophyll / metabolism | Chlorophyll A | Eukaryota / metabolism | Flavobacteriaceae / classification | Flavobacteriaceae / genetics | Flavobacteriaceae / metabolism | Heterotrophic Processes | Metagenomics | Phylogeny | Phytoplankton / metabolism | Plankton / genetics | Plankton / metabolism | Proteobacteria / metabolism | Proteomics | Seawater / microbiology,,,,,,,,eng,
10.1111/1556-4029.15222,,,"Synthesis, structure, in vitro pharmacology, and in vivo activity of <i>trans</i>‐3,<scp>4‐dichloro‐<i>N</i></scp>‐[[1‐(dimethylamino)‐4‐phenylcyclohexyl]methyl]‐benzamide (<scp>AP01</scp>; <scp>4‐phenyl‐AH</scp>‐7921), a novel mixed μ‐/κ‐opioid",2023,John L. Krstenansky; John Bacsa; Alexander Zambon,Journal of Forensic Sciences,journal-article,,2023-02-22,0022-1198,1556-4029,Wiley,"Rats | Animals | Analgesics, Opioid / pharmacology | Receptors, Opioid, kappa / metabolism | Benzamides / pharmacology",non-fentanyl novel synthetic (NSO) | opioid | opioidantinociception | receptor pharmacology | spectrometry | synthesis,National Institute of Justice,2016-R2-CX-0059,,,,,eng,
10.1111/acer.13568,,,Effects of Long‐Term Alcohol Drinking on the Dopamine D2 Receptor: Gene Expression and Heteroreceptor Complexes in the Striatum in Rats,2017,Kristin Feltmann; Dasiel Oscar Borroto‐Escuela; Joëlle Rüegg; Luca Pinton; Thatiane De Oliveira Sergio; Manuel Narváez; Antonio Jimenez‐Beristain; Tomas J. Ekström; Kjell Fuxé; Pia Steensland,"Alcoholism, clinical and experimental research","Journal Article | Research Support, Non-U.S. Gov't",,2018-01-24,0145-6008,1530-0277,,"Alcohol Drinking | Animals | Central Nervous System Depressants / pharmacology | Corpus Striatum / drug effects | Corpus Striatum / metabolism | Ethanol / pharmacology | Gene Expression / drug effects | Male | Multiprotein Complexes / drug effects | Multiprotein Complexes / metabolism | Nucleus Accumbens / drug effects | Nucleus Accumbens / metabolism | RNA, Messenger / drug effects | RNA, Messenger / metabolism | Rats | Rats, Wistar | Receptor, Adenosine A2A / drug effects | Receptor, Adenosine A2A / metabolism | Receptors, Dopamine D2 / drug effects | Receptors, Dopamine D2 / genetics | Receptors, Dopamine D2 / metabolism | Receptors, sigma / drug effects | Receptors, sigma / metabolism | Sigma-1 Receptor",Alcohol Dependence | DNA Methylation | Epigenetics | Heteroreceptors and Homoreceptors | Receptor Dimers,,,,,,,eng,
10.1111/adb.12410,,,A partial trace amine-associated receptor 1 agonist exhibits properties consistent with a methamphetamine substitution treatment,2016,Yue Pei; Aman Asif-Malik; Marius Hoener; Juan J. Canales,Addiction Biology,journal-article,,2016-05-19,1355-6215,1369-1600,Wiley,"Amphetamine-Related Disorders | Animals | Behavior, Animal / drug effects | Central Nervous System Stimulants / administration & dosage | Dopamine / metabolism | Drug-Seeking Behavior / drug effects | Male | Methamphetamine / administration & dosage | Nucleus Accumbens / drug effects | Nucleus Accumbens / metabolism | Oxazoles / pharmacology | Rats | Rats, Long-Evans | Receptors, G-Protein-Coupled / agonists | Reinforcement, Psychology | Reward | Self Administration | Trace Amine-Associated Receptors",Addiction models | methamphetamine | trace amine-associated receptor 1,,,,,,,eng,
10.1111/adb.12770,,,Parsing out the role of dopamine D4 receptor gene (DRD4) on alcohol‐related phenotypes: A meta‐analysis and systematic review,2019,Allison M. Daurio; Sara L. Deschaine; Amirhossein Modabbernia; Lorenzo Leggio,Addiction Biology,journal-article,,2019-05-31,1355-6215,1369-1600,Wiley,"Alcohol Drinking / genetics | Alcoholism / genetics | Binge Drinking / genetics | Craving | Humans | Minisatellite Repeats | Receptors, Dopamine D4 / genetics",DRD4 | alcohol use disorder | meta-analysis,Intramural NIH HHS,ZIA AA000218,,,,,eng,
10.1111/adb.13075,,,Activation of trace amine‐associated receptor 1 attenuates nicotine withdrawal‐related effects,2021,Ruyan Wu; Jianfeng Liu; Bernard Johnson; Yufei Huang; Yanan Zhang; Jun‐Xu Li,Addiction Biology,journal-article,,2021-06-25,1355-6215,1369-1600,Wiley,"Animals | Behavior, Animal / drug effects | Male | Nicotine / pharmacology | Oxazoles | Rats | Receptors, G-Protein-Coupled / metabolism | Reinforcement, Psychology | Self Administration | Substance Withdrawal Syndrome / metabolism | Tobacco Use Disorder / metabolism | Trace Amine-Associated Receptors",TAAR1 | long-access | negative reinforcement | nicotine withdrawal | stress,NIDA NIH HHS,R01 DA047967 | R21 DA040777,,,,,eng,
10.1111/adb.13271,,,Prescription psychostimulants for cocaine use disorder: A review from molecular basis to clinical approach,2023,Vitor S. Tardelli; Lais F. Berro; Gilberto Gerra; Leonardo Tadonio; Adam Bisaga; Thiago M. Fidalgo,Addiction Biology,journal-article,,2023-03-01,1355-6215,1369-1600,Wiley,Cocaine-Related Disorders / drug therapy | Cocaine-Related Disorders / therapy | Central Nervous System Stimulants / pharmacology | Central Nervous System Stimulants / therapeutic use | Prescription Drugs / pharmacology | Prescription Drugs / therapeutic use | Humans | Animals | Evidence-Based Medicine | Cognitive Behavioral Therapy,"cocaine | cocaine use disorder | prescription amphetamines | stimulants, dopaminergic agonists",NIDA NIH HHS,K99 DA049886 | R00 DA049886,,,,,eng,
10.1111/adb.13305,,,The beer component hordenine inhibits alcohol addiction‐associated behaviours in mice,2023,Yan Li; Christina Vogel; Liubov S. Kalinichenko; Harald Hübner; Dorothee Weikert; Natascha Schaefer; Peter Gmeiner; Carmen Villmann; Monika Pischetsrieder; Christian P. Müller,Addiction Biology,journal-article,,2023-07-04,1355-6215,1369-1600,Wiley,Mice | Animals | Alcoholism / drug therapy | Beer / analysis | Dopamine | Tyramine / analogs & derivatives | Ethanol / pharmacology | Dopamine Agonists | Alcohol Drinking,addiction | alcohol | conditioned preference | drinking | hordenine,,,,,,,eng,
10.1111/apha.12532,,,Skeletal muscle homeostasis and plasticity in youth and ageing: impact of nutrition and exercise,2015,M. S. Brook; D. J. Wilkinson; B. E. Phillips; J. Perez‐Schindler; A. Philp; K. Smith; P. J. Atherton,Acta Physiologica,journal-article,,2015-05-25,1748-1708,1748-1716,Wiley,"Aging / physiology | Animals | Exercise / physiology | Homeostasis / physiology | Humans | Muscle Strength / physiology | Muscle, Skeletal / physiology | Nutritional Status / physiology",ageing | muscle | protein turnover | substrate metabolism,Medical Research Council | Arthritis Research UK,MR/K00414X/1 | 19891,,,,,eng,
10.1111/apha.13038,,,"<scp>TRPV</scp>1 antagonists that cause hypothermia, instead of hyperthermia, in rodents: Compounds’ pharmacological profiles, in vivo targets, thermoeffectors recruited and implications for drug development",2018,András Garami; Eszter Pákai; Heath A. McDonald; Regina M. Reilly; Arthur Gomtsyan; Joshua J. Corrigan; Erika Pintér; Dawn Zhu; Sonya G. Lehto; Narender R. Gavva,"Acta physiologica (Oxford, England)","Journal Article | Research Support, Non-U.S. Gov't",,2018-02-16,1748-1708,1748-1716,,"Analgesics / chemical synthesis | Analgesics / pharmacology | Animals | Capsaicin | Drug Development | Hypothermia / chemically induced | Hypothermia / metabolism | Male | Mice | Protons | Rats, Sprague-Dawley | Rats, Wistar | TRPV Cation Channels / antagonists & inhibitors | TRPV Cation Channels / metabolism | Thermogenesis / drug effects | Vasodilation / drug effects",TRPV1 antagonists | hyperthermia | hypothermia | protons | thermoregulation | vanilloids,,,10.1111/apha.13088,CommentIn PMID:29729213 Acta Physiol (Oxf). 2018 Jul;223(3):e13088. doi: 10.1111/apha.13088.,,,eng,
10.1111/apha.13725,,,Vesicular monoamine transporter 2 (SLC18A2) regulates monoamine turnover and brain development in zebrafish,2021,Diego Baronio; Yu‐Chia Chen; Amanda R. Decker; Louise Enckell; Blanca Fernández‐López; Svetlana Semenova; Henri A. J. Puttonen; Robert A. Cornell; Pertti Panula,Acta Physiologica,journal-article,,2021-08-17,1748-1708,1748-1716,Wiley,Animals | Brain / growth & development | Brain / metabolism | Dopamine / metabolism | Solute Carrier Proteins | Vesicular Monoamine Transport Proteins / genetics | Vesicular Monoamine Transport Proteins / metabolism | Zebrafish / growth & development | Zebrafish / metabolism,5-hydroxytryptamine | dopamine | histamine | hypothalamus,NIAMS NIH HHS,R01 AR062547,10.1111/apha.13739,CommentIn PMID:34741795 Acta Physiol (Oxf). 2022 Jan;234(1):e13739. doi: 10.1111/apha.13739.,,,eng,
10.1111/apha.14127,,,The effects of the β<sub>1</sub>‐adrenergic receptor antagonist bisoprolol administration on mirabegron‐stimulated human brown adipose tissue thermogenesis,2024,Lauralyne Dumont; Alexandre Caron; Gabriel Richard; Etienne Croteau; Mélanie Fortin; Frédérique Frisch; Serge Phoenix; Stéphanie Dubreuil; Brigitte Guérin; Éric E. Turcotte,Acta Physiologica,journal-article,NCT04823442,2024-03-19,1748-1708,1748-1716,Wiley,"Humans | Acetanilides / pharmacology | Acetanilides / administration & dosage | Male | Thiazoles / pharmacology | Thiazoles / administration & dosage | Thermogenesis / drug effects | Bisoprolol / pharmacology | Bisoprolol / administration & dosage | Adipose Tissue, Brown / drug effects | Adipose Tissue, Brown / metabolism | Cross-Over Studies | Adult | Adrenergic beta-1 Receptor Antagonists / pharmacology | Adrenergic beta-1 Receptor Antagonists / administration & dosage | Young Adult",adipose tissue | adrenergic receptor | brown adipose tissue | energy metabolism | positron emission tomography | stable isotope | thermogenesis,Natural Sciences and Engineering Research Council of Canada | RÉSEAU QUÉBÉCOIS DE RECHERCHE SUR LE MÉDICAMENT | Fonds de Recherche du Québec - Santé,,,,,,eng,
10.1111/bcp.12008,,,Analgesia and central side‐effects: two separate dimensions of morphine response,2012,Joanne M. Droney; Sophy K. Gretton; Hiroe Sato; Joy R. Ross; Ruth Branford; Kenneth I. Welsh; William Cookson; Julia Riley,British Journal of Clinical Pharmacology,journal-article,,2012-10-17,0306-5251,1365-2125,Wiley,"Adult | Aged | Aged, 80 and over | Analgesia / methods | Analgesics, Opioid / adverse effects | Analgesics, Opioid / therapeutic use | Female | Genotyping Techniques | Humans | Male | Middle Aged | Morphine / adverse effects | Morphine / therapeutic use | Neoplasms / drug therapy | Neoplasms / genetics | Pain / genetics | Pain Measurement | Polymorphism, Single Nucleotide | Principal Component Analysis | Prospective Studies | Receptors, Opioid / drug effects | Receptors, Opioid / genetics | Receptors, Opioid, delta / genetics | Receptors, Opioid, kappa / genetics | Receptors, Opioid, mu / genetics | Regression Analysis | Young Adult",,Wellcome Trust,097117,,,,,eng,
10.1111/bcp.12360,,,Mechanisms and assessment of statin‐related muscular adverse effects,2014,Dirk Moßhammer; Elke Schaeffeler; Matthias Schwab; Klaus Mörike,British Journal of Clinical Pharmacology,journal-article,,2014-02-24,0306-5251,1365-2125,Wiley,Animals | Creatine Kinase / blood | Cytochrome P-450 Enzyme System / metabolism | Drug Interactions | Gene Expression Regulation / drug effects | Humans | Hydroxymethylglutaryl-CoA Reductase Inhibitors / adverse effects | Hydroxymethylglutaryl-CoA Reductase Inhibitors / pharmacokinetics | Hydroxymethylglutaryl-CoA Reductase Inhibitors / pharmacology | Muscle Cells / metabolism | Muscular Diseases / chemically induced | Muscular Diseases / physiopathology | Rhabdomyolysis / chemically induced | Rhabdomyolysis / physiopathology,adverse effects | efflux transporters | myopathy | organic anion transporters | rhabdomyolysis | statins,,,,,,,eng,
10.1111/bcp.14115,,,Clinical value of analytical testing in patients presenting with new psychoactive substances intoxication,2019,Katharina Elisabeth Grafinger; Matthias E. Liechti; Evangelia Liakoni,British Journal of Clinical Pharmacology,journal-article,,2019-09-04,0306-5251,1365-2125,Wiley,Humans | Illicit Drugs | Mass Spectrometry | Psychotropic Drugs | Substance Abuse Detection,activity-based assays | analytical detection | chromatography | clinical toxicology | immunoassay | mass spectrometry | new psychoactive substances | screening tests,,,,,,,eng,
10.1111/bcp.14224,,,How preclinical studies have influenced novel psychoactive substance legislation in the UK and Europe,2020,Raquel Santos‐Toscano; Amira Guirguis; Colin Davidson,British Journal of Clinical Pharmacology,journal-article,,2020-02-11,0306-5251,1365-2125,Wiley,Europe | Female | Humans | Illicit Drugs | Psychotropic Drugs / toxicity | Substance-Related Disorders / epidemiology | United Kingdom,abuse | legal high | legislation | novel psychoactive substance | toxicity,,,,,,,eng,
10.1111/bcpt.13227,,,Apelin peptides linked to anti‐serum albumin domain antibodies retain affinity in vitro and are efficacious receptor agonists in vivo,2019,Cai Read; Peiran Yang; Rhoda E. Kuc; Duuamene Nyimanu; Thomas L. Williams; Robert C. Glen; Lucy J. Holt; Haren Arulanantham; Andrew Smart; Anthony P. Davenport,Basic & Clinical Pharmacology & Toxicology,journal-article,,2019-03-22,1742-7835,1742-7843,Wiley,"Animals | Apelin / pharmacology | Apelin Receptors / agonists | Apelin Receptors / metabolism | Blood Pressure / drug effects | Cardiac Output / drug effects | Humans | Intercellular Signaling Peptides and Proteins / metabolism | Intercellular Signaling Peptides and Proteins / pharmacology | Male | Myocardial Contraction / drug effects | Rats | Rats, Sprague-Dawley | Receptors, G-Protein-Coupled | Serum Albumin / pharmacology",AlbudAb | G protein-coupled receptor | apelin | cardiovascular | in vivo,Medical Research Council | British Heart Foundation | Cancer Research UK | Wellcome Trust,MC_PC_14116 | FS/14/59/31282 | 27229 | TAF 03 | 107715/Z/15/Z,,,,,eng,
10.1111/bcpt.13821,,,The human LAT1–4F2hc (SLC7A5–SLC3A2) transporter complex: Physiological and pathophysiological implications,2022,Jennifer Kahlhofer; David Teis,Basic & clinical pharmacology & toxicology,Journal Article | Review,,2022-12-13,1742-7835,1742-7843,,"Humans | Amino Acid Transport Systems / metabolism | Amino Acids / metabolism | Biological Transport | Fusion Regulatory Protein 1, Heavy Chain / metabolism | Large Neutral Amino Acid-Transporter 1 | Mechanistic Target of Rapamycin Complex 1 / metabolism",4F2hc | LAT1 | disease | integrated stress response | mTORC1,Austrian Science Fund FWF,DOC 82,,,,,eng,
10.1111/bcpt.13964,,,Leaky lessons learned: Efflux prone dopamine transporter variant reveals sex and circuit specific contributions of D2 receptor signalling to neuropsychiatric disease,2023,Felix P. Mayer; Adele Stewart; Randy D. Blakely,Basic & Clinical Pharmacology & Toxicology,journal-article,,2023-11-21,1742-7835,1742-7843,Wiley,"Humans | Male | Mice | Animals | Female | Dopamine Plasma Membrane Transport Proteins / genetics | Dopamine Plasma Membrane Transport Proteins / metabolism | Autism Spectrum Disorder | Attention Deficit Disorder with Hyperactivity / genetics | Mice, Transgenic | Signal Transduction",coding variant | dopamine | dopamine transporter | neuropsychiatric disorder | sex differences,NIH HHS,R01 MH105094,,,,,eng,
10.1111/bcpt.13997,,,"Therapeutic applicability of cannabidiol and other phytocannabinoids in epilepsy, multiple sclerosis and Parkinson's disease and in comorbidity with psychiatric disorders",2024,Maria de Fátima dos Santos Sampaio; Yara Bezerra de Paiva; Tuane Bazanella Sampaio; Messias Gonzaga Pereira; Norberto Cysne Coimbra,Basic & Clinical Pharmacology & Toxicology,journal-article,,2024-03-13,1742-7835,1742-7843,Wiley,"Humans | Cannabidiol / pharmacology | Cannabidiol / therapeutic use | Parkinson Disease / drug therapy | Multiple Sclerosis / drug therapy | Receptor, Serotonin, 5-HT1A / therapeutic use | Cannabinoids / pharmacology | Cannabinoids / therapeutic use | Epilepsy / drug therapy | Mental Disorders / drug therapy | Comorbidity",Parkinson's disease | cannabinoids | epilepsy | multiple sclerosis | neurological diseases and psychiatric disorders comorbidity,"Fundação de Amparo à Pesquisa do Estado de São Paulo | Conselho Nacional de Desenvolvimento Científico e Tecnológico | Universidade de São Paulo | Fundação de Apoio ao Ensino, Pesquisa e Assistência do Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo | CNPq",2014/11869-0 | 2020/15050-7 | PDJ grant 155489/2018-6 | Research Grant (NAP-USP-NuPNE; process IaPq2012-15 | 374/2022 | 302605/2021-5 | 301341/2015-0 | 301905/2010-0 | 155489/2018-6,,,,,eng,
10.1111/bpa.12503,,,Cerebellar compartmentation of prion pathogenesis,2017,Audrey Ragagnin; Juliette Ezpeleta; Aurélie Guillemain; François Boudet‐Devaud; Anne‐Marie Haeberlé; Valérie Demais; Catherine Vidal; Stanislas Demuth; Vincent Béringue; Odile Kellermann,Brain Pathology,journal-article,,2017-03-08,1015-6305,1750-3639,Wiley,"Animals | Astrocytes / metabolism | Astrocytes / pathology | Cattle | Cerebellum / metabolism | Cerebellum / pathology | Encephalopathy, Bovine Spongiform / metabolism | Encephalopathy, Bovine Spongiform / pathology | Excitatory Amino Acid Transporter 4 / genetics | Excitatory Amino Acid Transporter 4 / metabolism | Green Fluorescent Proteins / genetics | Green Fluorescent Proteins / metabolism | Inflammation / metabolism | Inflammation / pathology | Mice, Inbred C57BL | Mice, Transgenic | Microglia / metabolism | Microglia / pathology | Neurons / metabolism | Neurons / pathology | Prion Proteins / metabolism | Receptors, Tumor Necrosis Factor, Type I / metabolism | Scrapie / metabolism | Scrapie / pathology | Synapses / metabolism | Synapses / pathology",Purkinje cell | cerebellar compartmentation | inflammation | prion | zebrin,,,,,,,eng,
