action_reason,authors,best_pdf_url,contexts,funders,grant_ids,has_correction,is_retracted,journal_eissn,journal_issn,keywords,language,library_status,mesh_terms,metadata_lookup_error,metadata_lookup_warnings,metadata_missing_reason,metadata_provider,metadata_provider_chain,open_access_is_oa,open_access_status,paper_metadata_schema_version,pdf_download_selected_url,pdf_download_status,pdf_local_path,pdf_url_candidates,pmc_europepmc_pdf_url,pmc_oa_checked,pmc_oa_license,pmc_oa_pdf_url,publication_date,publication_relations,publication_type,publisher,related_dois,semantic_scholar_id,study_doi,study_journal,study_title,study_year,trial_registry_ids,unpaywall_best_pdf_url,unpaywall_checked,unpaywall_oa_status,unpaywall_pdf_url_candidates
,Rachel D. Slack; Therese C. Ku; Jianjing Cao; JoLynn B. Giancola; Alessandro Bonifazi; Claus J. Loland; Alexandra Gadiano; Jenny Lam; Rana Rais; Barbara S. Slusher,https://europepmc.org/api/getPdf?pmcid=PMC9617638,MDMA -> DAT (SLC6A3),NIDA NIH HHS | Intramural NIH HHS,K02 DA000389 | Z01 DA000389,,,1520-4804,0022-2623,,eng,needs_download,"Alkylation | Amines / chemistry | Amines / metabolism | Amines / pharmacology | Animals | Dopamine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Halogenation | Humans | Locomotion / drug effects | Male | Mice | Microsomes, Liver / metabolism | Rats | Rats, Sprague-Dawley | Structure-Activity Relationship | Sulfur Compounds / chemistry | Sulfur Compounds / metabolism | Sulfur Compounds / pharmacology",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC9617638,,true,,,2019-10-29,,journal-article,American Chemical Society (ACS),,,10.1021/acs.jmedchem.9b01188,Journal of Medicinal Chemistry,"Structure–Activity Relationships for a Series of (Bis(4-fluorophenyl)methyl)sulfinyl Alkyl Alicyclic Amines at the Dopamine Transporter: Functionalizing the Terminal Nitrogen Affects Affinity, Selectivity, and Metabolic Stability",2019,,https://europepmc.org/api/getPdf?pmcid=PMC9617638,true,green,https://europepmc.org/api/getPdf?pmcid=PMC9617638
,Matthew P. Epplin; Ayush Mohan; Lynnea D. Harris; Zongjian Zhu; Katie L. Strong; John Bacsa; Phuong Le; David S. Menaldino; Stephen F. Traynelis; Dennis C. Liotta,https://europepmc.org/api/getPdf?pmcid=PMC7961853,Ketamine -> NMDA receptor,NINDS NIH HHS,R01 NS065371 | R35 NS111619,,,1520-4804,0022-2623,,eng,needs_download,"Allosteric Regulation | Animals | Drug Design | Isoquinolines / chemical synthesis | Isoquinolines / pharmacology | Male | Mice, Inbred C57BL | Molecular Structure | Pyrazines / chemical synthesis | Pyrazines / pharmacokinetics | Pyrazines / pharmacology | Pyrroles / chemical synthesis | Pyrroles / pharmacokinetics | Pyrroles / pharmacology | Receptors, N-Methyl-D-Aspartate / agonists | Structure-Activity Relationship | Xenopus laevis",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC7961853,,true,,,2020-06-15,,journal-article,American Chemical Society (ACS),,,10.1021/acs.jmedchem.9b01733,Journal of Medicinal Chemistry,"Discovery of Dihydropyrrolo[1,2-<i>a</i>]pyrazin-3(4<i>H</i>)-one-Based Second-Generation GluN2C- and GluN2D-Selective Positive Allosteric Modulators (PAMs) of the <i>N</i>-Methyl-<scp>d</scp>-Aspartate (NMDA) Receptor",2020,,https://europepmc.org/api/getPdf?pmcid=PMC7961853,true,green,https://europepmc.org/api/getPdf?pmcid=PMC7961853
,Eric A. Wold; Erik J. Garcia; Christopher T. Wild; Joanna M. Miszkiel; Claudia A. Soto; Jianping Chen; Konrad Pazdrak; Robert G. Fox; Noelle C. Anastasio; Kathryn A. Cunningham,https://europepmc.org/api/getPdf?pmcid=PMC8434884,5-HT1D,NIDA NIH HHS | NIMH NIH HHS | NIGMS NIH HHS,P30 DA028821 | R21 MH093844 | R01 DA038446 | T32 DA007287 | HHSN271201300017C | F31 DA045511 | K05 DA020087 | F31 DA038922 | T32 GM089657,,,1520-4804,0022-2623,,eng,needs_download,"Animals | Binding Sites | CHO Cells | Cricetulus | Drug Design | Molecular Docking Simulation | Molecular Structure | Piperidines / chemical synthesis | Piperidines / metabolism | Piperidines / pharmacokinetics | Piperidines / pharmacology | Receptor, Serotonin, 5-HT2C / chemistry | Receptor, Serotonin, 5-HT2C / metabolism | Serotonin 5-HT2 Receptor Agonists / chemical synthesis | Serotonin 5-HT2 Receptor Agonists / metabolism | Serotonin 5-HT2 Receptor Agonists / pharmacokinetics | Serotonin 5-HT2 Receptor Agonists / pharmacology | Structure-Activity Relationship",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC8434884,,true,,,2020-06-22,,journal-article,American Chemical Society (ACS),,,10.1021/acs.jmedchem.9b01953,Journal of Medicinal Chemistry,Discovery of 4-Phenylpiperidine-2-Carboxamide Analogues as Serotonin 5-HT<sub>2C</sub> Receptor-Positive Allosteric Modulators with Enhanced Drug-like Properties,2020,,https://europepmc.org/api/getPdf?pmcid=PMC8434884,true,green,https://europepmc.org/api/getPdf?pmcid=PMC8434884
,Mehdi Haghdoost; Yvonne DePorre; Max Figi; Scott Young; Caitlyn Krebs; Marcel O. Bonn-Miller,https://europepmc.org/api/getPdf?pmcid=PMC11774245,5-MeO-DMT -> 5-HT1A,,,,,1520-6025,0163-3864,,eng,needs_download,"Receptor, Serotonin, 5-HT1A / drug effects | Receptor, Serotonin, 5-HT1A / metabolism | Cannabinoids / pharmacology | Cannabinoids / chemistry | Humans | Allosteric Regulation / drug effects | Molecular Structure | Crystallography, X-Ray",,,,pubmed,pubmed|pmc|unpaywall,true,hybrid,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC11774245,,true,CC BY,,2025-01-15,,journal-article,American Chemical Society (ACS),,,10.1021/acs.jnatprod.4c00977,Journal of Natural Products,"An Unexpected Activity of a Minor Cannabinoid: Cannabicyclol (CBL) Is a Potent Positive Allosteric Modulator of Serotonin 5-HT
                    <sub>1A</sub>
                    Receptor",2025,,https://europepmc.org/api/getPdf?pmcid=PMC11774245,true,hybrid,https://europepmc.org/api/getPdf?pmcid=PMC11774245
https://europepmc.org/api/getPdf?pmcid=PMC5665014 -> download_failed: HTTPError: HTTP Error 500:,Anil Yilmaz; Rachel Saylor Crowley; Alexander M. Sherwood; Thomas E. Prisinzano,https://europepmc.org/api/getPdf?pmcid=PMC5665014,Salvinorin A -> kappa opioid receptor (OPRK1) | Salvinorin A -> kappa opioid receptor (OPRK1) | Columbin -> kappa opioid receptor (OPRK1),NIDA NIH HHS | NIGMS NIH HHS | NCRR NIH HHS,R01 DA018151 | R24 GM111385 | S10 RR024664 | T32 GM008545,,,1520-6025,0163-3864,,eng,needs_download,"Africa | Analgesics / pharmacology | Animals | Diterpenes / chemical synthesis | Diterpenes / chemistry | Diterpenes / pharmacology | Diterpenes, Clerodane / chemistry | Diterpenes, Clerodane / pharmacology | Lactones / chemical synthesis | Lactones / chemistry | Lactones / pharmacology | Ligands | Molecular Structure | Ranunculus / chemistry | Receptors, Opioid, kappa / agonists | Structure-Activity Relationship | Tinospora / chemistry",,openalex: RuntimeError: retry_after_exceeded:3648.0s,providers_returned_no_abstract,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,download_failed,,https://europepmc.org/api/getPdf?pmcid=PMC5665014,,true,,,2017-07-18,,journal-article,American Chemical Society (ACS),,,10.1021/acs.jnatprod.7b00327,Journal of Natural Products,"Semisynthesis and Kappa-Opioid Receptor Activity of Derivatives of Columbin, a Furanolactone Diterpene",2017,,https://europepmc.org/api/getPdf?pmcid=PMC5665014,true,green,https://europepmc.org/api/getPdf?pmcid=PMC5665014
open_access_but_no_direct_pdf_url,Vinod Kumar; Jack R. Brent; Munish Shorie; Harmanjit Kaur; Gaganpreet Chadha; Andrew G. Thomas; Edward A. Lewis; Aidan P. Rooney; Lan Nguyen; Xiang Li Zhong,,DMT -> Sigma-1 receptor (SIGMAR1),,,,,1944-8252,1944-8244,2-D materials | aptamer | black phosphorus | heart disease | myoglobin | sensing,eng,needs_download,"Aptamers, Nucleotide | Biomarkers | Biosensing Techniques | Cardiovascular Diseases | Electrochemical Techniques | Electrodes | Humans | Myoglobin | Nanostructures | Phosphorus",,,,pubmed,pubmed|unpaywall,true,hybrid,paper_metadata_v2,,no_pdf_url,,,,,,,2016-08-10,,journal-article,American Chemical Society (ACS),,,10.1021/acsami.6b06488,ACS Applied Materials & Interfaces,"Nanostructured Aptamer-Functionalized Black Phosphorus Sensing Platform for Label-Free Detection of Myoglobin, a Cardiovascular Disease Biomarker",2016,,,true,hybrid,
,Alexander J. Hughes; Julie A. Talbert; Steven D. Townsend,https://europepmc.org/api/getPdf?pmcid=PMC12183592,Ibogaine -> NMDA receptor,,,,,2694-2437,2694-2437,Sigma-2 receptor | iboga alkaloids | ibogamine | molecular modeling | substance use disorder,eng,needs_download,,,,,pubmed,pubmed|pmc|unpaywall,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC12183592,,true,CC BY,,2025-05-12,,journal-article,American Chemical Society (ACS),,,10.1021/acsbiomedchemau.5c00011,ACS Bio & Med Chem Au,Discovery of Iboga-Derived Ligands for the Sigma-2 Receptor,2025,NCT02907567,https://europepmc.org/api/getPdf?pmcid=PMC12183592,true,gold,https://europepmc.org/api/getPdf?pmcid=PMC12183592
,Bingjie Zhang; Simeng Zhao; Dehua Yang; Yiran Wu; Ye Xin; Haijie Cao; Xi-Ping Huang; Xiaoqing Cai; Wen Sun; Na Ye,https://europepmc.org/api/getPdf?pmcid=PMC7047268,5-MeO-DMT -> 5-HT1A,,,true,,2374-7951,2374-7943,,eng,needs_download,,,,,pubmed,pubmed|pmc|unpaywall,true,gold,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC7047268 | https://europepmc.org/api/getPdf?pmcid=PMC7256943 | https://pubs.acs.org/doi/pdf/10.1021/acscentsci.9b01125,,true,none,,2020-01-23,ErratumIn PMID:32490198 ACS Cent Sci. 2020 May 27;6(5):823-824. doi: 10.1021/acscentsci.0c00448.,journal-article,American Chemical Society (ACS),10.1021/acscentsci.0c00448,,10.1021/acscentsci.9b01125,ACS Central Science,A Novel G Protein-Biased and Subtype-Selective Agonist for a G Protein-Coupled Receptor Discovered from Screening Herbal Extracts,2020,,https://europepmc.org/api/getPdf?pmcid=PMC7047268,true,gold,https://europepmc.org/api/getPdf?pmcid=PMC7047268 | https://europepmc.org/api/getPdf?pmcid=PMC7256943 | https://pubs.acs.org/doi/pdf/10.1021/acscentsci.9b01125
https://europepmc.org/api/getPdf?pmcid=PMC5067259 -> download_failed: HTTPError: HTTP Error 500:,Matthew N. McCarroll; Leo Gendelev; Michael J. Keiser; David Kokel,https://europepmc.org/api/getPdf?pmcid=PMC5067259,Ibogaine -> NMDA receptor,NIMH NIH HHS | NIGMS NIH HHS | NIBIB NIH HHS | NIAAA NIH HHS,K01MH091449 | T32 GM008284 | K01 MH091449 | T32EB009383 | R44 GM093456 | R44GM093456 | T32 EB009383 | U01 MH105027 | AA022583 | R01 AA022583,,,1554-8937,1554-8929,,eng,needs_download,"Animals | Behavior, Animal / drug effects | Polypharmacy | Zebrafish / physiology",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,download_failed,,https://europepmc.org/api/getPdf?pmcid=PMC5067259,,true,,,2016-02-04,,journal-article,American Chemical Society (ACS),,,10.1021/acschembio.5b00800,ACS Chemical Biology,Leveraging Large-scale Behavioral Profiling in Zebrafish to Explore Neuroactive Polypharmacology,2016,,https://europepmc.org/api/getPdf?pmcid=PMC5067259,true,green,https://europepmc.org/api/getPdf?pmcid=PMC5067259
https://europepmc.org/api/getPdf?pmcid=PMC7104417 -> download_failed: HTTPError: HTTP Error 500:,Yiming Chen; Clinton E. Canal,https://europepmc.org/api/getPdf?pmcid=PMC7104417,M2 muscarinic receptor (CHRM2),NIDA NIH HHS,R21 DA040907,,,1948-7193,1948-7193,muscarinic receptor antagonist | synthetic cathinones | α-PHP,eng,needs_download,"Alkaloids / pharmacology | Central Nervous System Stimulants / pharmacology | Cholinergic Agents | Humans | Pyrrolidines / pharmacology | Receptors, Muscarinic | Structure-Activity Relationship",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,download_failed,,https://europepmc.org/api/getPdf?pmcid=PMC7104417,,true,,,2020-02-19,,journal-article,American Chemical Society (ACS),,,10.1021/acschemneuro.0c00008,ACS Chemical Neuroscience,"Structure–Activity Relationship Study of Psychostimulant Synthetic Cathinones Reveals Nanomolar Antagonist Potency of α-Pyrrolidinohexiophenone at Human Muscarinic M
                    <sub>2</sub>
                    Receptors",2020,,https://europepmc.org/api/getPdf?pmcid=PMC7104417,true,green,https://europepmc.org/api/getPdf?pmcid=PMC7104417
https://europepmc.org/api/getPdf?pmcid=PMC7359744 -> download_failed: HTTPError: HTTP Error 500:,Rachel S. Crowley; Andrew P. Riley; Amy F. Alder; Richard J. Anderson; Dan Luo; Sophia Kaska; Pamela Maynez; Bronwyn M. Kivell; Thomas E. Prisinzano,https://europepmc.org/api/getPdf?pmcid=PMC7359744,Salvinorin A -> kappa opioid receptor (OPRK1) | Salvinorin A -> kappa opioid receptor (OPRK1),NCATS NIH HHS | NIDA NIH HHS | NCRR NIH HHS | NIGMS NIH HHS,KL2 TR002002 | R01 DA018151 | S10 RR024664 | T32 GM008545,,,1948-7193,1948-7193,MOR agonist | Structure−activity relationship | antinociceptive activity | biased ligand | functional selectivity | salvinorin A,eng,needs_download,"Diterpenes | Diterpenes, Clerodane / pharmacology | GTP-Binding Proteins / metabolism | Receptors, Opioid, kappa / metabolism | Receptors, Opioid, mu / metabolism | Salvia / metabolism | Structure-Activity Relationship",,openalex: RuntimeError: retry_after_exceeded:3611.0s,providers_returned_no_abstract,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,download_failed,,https://europepmc.org/api/getPdf?pmcid=PMC7359744,,true,,,2020-05-08,,journal-article,American Chemical Society (ACS),,,10.1021/acschemneuro.0c00191,ACS Chemical Neuroscience,"Synthetic Studies of Neoclerodane Diterpenes from <i>Salvia divinorum</i>: Design, Synthesis, and Evaluation of Analogues with Improved Potency and G-protein Activation Bias at the μ-Opioid Receptor",2020,,https://europepmc.org/api/getPdf?pmcid=PMC7359744,true,green,https://europepmc.org/api/getPdf?pmcid=PMC7359744
https://europepmc.org/api/getPdf?pmcid=PMC7933111 -> download_failed: HTTPError: HTTP Error 500:,Mario de la Fuente Revenga; Urjita H. Shah; Nima Nassehi; Alaina M. Jaster; Prithvi Hemanth; Salvador Sierra; Malgorzata Dukat; Javier González-Maeso,https://europepmc.org/api/getPdf?pmcid=PMC7933111,DMT -> 5-HT2A | quipazine -> 5-HT2A,NIDA NIH HHS | NIMH NIH HHS,P30 DA033934 | T32 DA007027 | T32 MH020030 | R01 MH111940 | R01 MH084894,,,1948-7193,1948-7193,Psychedelics | animal models | pharmacology | piperazines | quipazine | serotonin receptors,eng,needs_download,"Animals | Hallucinogens / pharmacology | Ketanserin | Mice | Mice, Knockout | Quipazine | Receptor, Serotonin, 5-HT2A | Serotonin",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,download_failed,,https://europepmc.org/api/getPdf?pmcid=PMC7933111,,true,,,2021-01-05,,journal-article,American Chemical Society (ACS),,,10.1021/acschemneuro.0c00291,ACS Chemical Neuroscience,Psychedelic-like Properties of Quipazine and Its Structural Analogues in Mice,2021,,https://europepmc.org/api/getPdf?pmcid=PMC7933111,true,green,https://europepmc.org/api/getPdf?pmcid=PMC7933111
,Gabriella Ortore; Elisabetta Orlandini; Laura Betti; Gino Giannaccini; Maria Rosa Mazzoni; Caterina Camodeca; Susanna Nencetti,https://europepmc.org/api/getPdf?pmcid=PMC8015229,MDMA -> SERT (SLC6A4),,,,,1948-7193,1948-7193,3D-QSAR model | 4-phenylpiperidine | DAT | NET | SERT | homology modeling,eng,needs_download,"Animals | Binding Sites | Dopamine Plasma Membrane Transport Proteins / metabolism | Humans | Models, Theoretical | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Rabbits | Serotonin Plasma Membrane Transport Proteins / metabolism | Selective Serotonin Reuptake Inhibitors",,,,pubmed,pubmed|pmc|unpaywall,true,hybrid,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC8015229 | https://pubs.acs.org/doi/pdf/10.1021/acschemneuro.0c00304,,true,CC BY,,2020-09-29,,journal-article,American Chemical Society (ACS),,,10.1021/acschemneuro.0c00304,ACS Chemical Neuroscience,"Focus on Human Monoamine Transporter Selectivity. New Human DAT and NET Models, Experimental Validation, and SERT Affinity Exploration",2020,,https://europepmc.org/api/getPdf?pmcid=PMC8015229,true,hybrid,https://europepmc.org/api/getPdf?pmcid=PMC8015229 | https://pubs.acs.org/doi/pdf/10.1021/acschemneuro.0c00304
,Daryl A. Guthrie; Carmen Klein Herenbrink; Matthew Domenic Lycas; Therese Ku; Alessandro Bonifazi; Brian T. DeVree; Signe Mathiasen; Jonathan A. Javitch; Jonathan B. Grimm; Luke Lavis,https://europepmc.org/api/getPdf?pmcid=PMC8283659,MDMA -> DAT (SLC6A3),NIDA NIH HHS | Intramural NIH HHS,R01 DA041510 | Z01 DA000389 | ZIA DA000610,,,1948-7193,1948-7193,Dopamine | Fluorescent Ligands | Microscopy | Single Particle Tracking | Transporters | dSTORM,eng,needs_download,Animals | Cocaine | Dopamine | Dopamine Plasma Membrane Transport Proteins | Dopamine Uptake Inhibitors | Ligands | Rats | Single Molecule Imaging,,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC8283659,,true,,,2020-09-14,,journal-article,American Chemical Society (ACS),,,10.1021/acschemneuro.0c00397,ACS Chemical Neuroscience,Novel Fluorescent Ligands Enable Single-Molecule Localization Microscopy of the Dopamine Transporter,2020,,https://europepmc.org/api/getPdf?pmcid=PMC8283659,true,green,https://europepmc.org/api/getPdf?pmcid=PMC8283659
,Charles Adeniran; Yaxia Yuan; Sarah E. Davis; Ciai Lin; Jiahui Xu; Jun Zhu; Chang-Guo Zhan,https://europepmc.org/api/getPdf?pmcid=PMC8562539,MDMA -> DAT (SLC6A3),NIGMS NIH HHS | NIDA NIH HHS | NCATS NIH HHS,P20 GM130456 | R01 DA035714 | UL1 TR001998,,,1948-7193,1948-7193,Molecular docking | dopamine | molecular dynamics | norepinephrine transporter | protein−protein interaction | trans-activator of transcription,eng,needs_download,"Dopamine | Dopamine Plasma Membrane Transport Proteins / genetics | HIV Infections | HIV-1 | Humans | Mutagenesis, Site-Directed | Norepinephrine | Norepinephrine Plasma Membrane Transport Proteins",,,,pubmed,pubmed|pmc|unpaywall,true,green,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC8562539,,true,,,2021-04-22,,journal-article,American Chemical Society (ACS),,,10.1021/acschemneuro.0c00792,ACS Chemical Neuroscience,Binding Mode of Human Norepinephrine Transporter Interacting with HIV-1 Tat,2021,,https://europepmc.org/api/getPdf?pmcid=PMC8562539,true,green,https://europepmc.org/api/getPdf?pmcid=PMC8562539
,Marcin Drop; Vittorio Canale; Séverine Chaumont-Dubel; Rafał Kurczab; Grzegorz Satała; Xavier Bantreil; Maria Walczak; Paulina Koczurkiewicz-Adamczyk; Gniewomir Latacz; Anna Gwizdak,https://europepmc.org/api/getPdf?pmcid=PMC8041276,5-HT6,,,,,1948-7193,1948-7193,2-phenyl-1H-pyrrole-3-carboxamide | 5-HT6 receptor | Cdk5 signaling | Cognition | attentional set shifting task | constitutive activity | inverse agonism | novel object recognition test,eng,needs_download,"Animals | Cognition | Pyrroles / pharmacology | Rats | Receptors, Serotonin | Structure-Activity Relationship",,,,pubmed,pubmed|pmc|unpaywall,true,hybrid,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC8041276 | https://pubs.acs.org/doi/pdf/10.1021/acschemneuro.1c00061,,true,CC BY,,2021-03-11,,journal-article,American Chemical Society (ACS),,,10.1021/acschemneuro.1c00061,ACS Chemical Neuroscience,2-Phenyl-1<i>H</i>-pyrrole-3-carboxamide as a New Scaffold for Developing 5-HT<sub>6</sub> Receptor Inverse Agonists with Cognition-Enhancing Activity,2021,,https://europepmc.org/api/getPdf?pmcid=PMC8041276,true,hybrid,https://europepmc.org/api/getPdf?pmcid=PMC8041276 | https://pubs.acs.org/doi/pdf/10.1021/acschemneuro.1c00061
,Giuseppe Romeo; Federica Bonanno; Lisa L. Wilson; Emanuela Arena; Maria N. Modica; Valeria Pittalà; Loredana Salerno; Orazio Prezzavento; Jay P. McLaughlin; Sebastiano Intagliata,https://europepmc.org/api/getPdf?pmcid=PMC8291485,Ibogaine -> NMDA receptor,,,,,1948-7193,1948-7193,Benzylpiperazines | analgesia | neuropathic pain | σ receptors | σ-1 antagonist,eng,needs_download,"Analgesics / pharmacology | Animals | Hyperalgesia / drug therapy | Ligands | Mice | Receptors, sigma | Structure-Activity Relationship | Sigma-1 Receptor",,,,pubmed,pubmed|pmc|unpaywall,true,hybrid,paper_metadata_v2,,skipped,,https://europepmc.org/api/getPdf?pmcid=PMC8291485,,true,CC BY,,2021-05-21,,journal-article,American Chemical Society (ACS),,,10.1021/acschemneuro.1c00106,ACS Chemical Neuroscience,Development of New Benzylpiperazine Derivatives as σ<sub>1</sub> Receptor Ligands with <i>in Vivo</i> Antinociceptive and Anti-Allodynic Effects,2021,,https://europepmc.org/api/getPdf?pmcid=PMC8291485,true,hybrid,https://europepmc.org/api/getPdf?pmcid=PMC8291485
