action_reason,contexts,contexts_all,library_status,matched_context_count,needs_metadata_or_manual_screen,paper_type_reasons,paper_type_suggested,pdf_local_path,protected_context_count,relevance_reasons,relevance_score,relevance_suggested,screening_status,source_type_reasons,source_type_suggested,study_doi,study_title,study_year,synthesized_context_count,triage_rescue_reasons
open_access_but_no_direct_pdf_url,,DOB,needs_download,0,False,no strong paper-type signal,other,,0,allowed entity mention (dopamine transporter) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-013-2967-2,"Mephedrone and methylenedioxypyrovalerone (MDPV), major constituents of “bath salts,” produce opposite effects at the human dopamine transporter",2013,0,
closed_or_unknown_access,,MDMA->DAT (SLC6A3),needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (MDMA),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-013-3142-5,Cocaine potentiates MDMA-induced oxidative stress but not dopaminergic neurotoxicity in mice: implications for the pathogenesis of free radical-induced neurodegenerative disorders,2013,0,
closed_or_unknown_access,,MDMA->SERT (SLC6A4),needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (MDMA),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-014-3536-z,MDMA administration during adolescence exacerbates MPTP-induced cognitive impairment and neuroinflammation in the hippocampus and prefrontal cortex,2014,0,
closed_or_unknown_access,,Ketamine->NMDA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (Ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-016-4203-3,The novel ketamine analog methoxetamine produces dissociative-like behavioral effects in rodents,2016,0,
,,DMT->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,allowed compound mention (ayahuasca) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-016-4377-8,Ayahuasca enhances creative divergent thinking while decreasing conventional convergent thinking,2016,0,
,,R-ketamine->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-016-4399-2,Comparison of R-ketamine and rapastinel antidepressant effects in the social defeat stress model of depression,2016,0,
open_access_but_no_direct_pdf_url,,Salvinorin A->kappa opioid receptor (OPRK1),needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Salvinorin A),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-017-4637-2,"The C-2 derivatives of salvinorin A, ethoxymethyl ether Sal B and β-tetrahydropyran Sal B, have anti-cocaine properties with minimal side effects",2017,0,
closed_or_unknown_access,,R-ketamine->NMDA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-017-4700-z,Alterations in amino acid levels in mouse brain regions after adjunctive treatment of brexpiprazole with fluoxetine: comparison with (R)-ketamine,2017,0,
,,S-ketamine->NMDA receptor,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.1007_s00213-017-4706-6__4a9234e93f.pdf,0,context compound match (S-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-017-4706-6,"The effects of intranasal esketamine (84 mg) and oral mirtazapine (30 mg) on on-road driving performance: a double-blind, placebo-controlled study",2017,0,
closed_or_unknown_access,,MDMA->SERT (SLC6A4),needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (MDMA),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-017-4812-5,(±)-MDMA and its enantiomers: potential therapeutic advantages of R(−)-MDMA,2017,0,
open_access_but_no_direct_pdf_url,,Psilocybin->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Psilocybin),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-018-4981-x,Double-blind comparison of the two hallucinogens psilocybin and dextromethorphan: effects on cognition,2018,0,
closed_or_unknown_access,,R-ketamine->NMDA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-018-5017-2,Lack of deuterium isotope effects in the antidepressant effects of (R)-ketamine in a chronic social defeat stress model,2018,0,
,,LSD->5-HT2A | LSD->5-HT2A,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s00213-018-5055-9__dab0d03240.pdf,0,context compound match (LSD) | context compound match (LSD),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-018-5055-9,Pharmacological characterization of the LSD analog N-ethyl-N-cyclopropyl lysergamide (ECPLA),2018,0,
closed_or_unknown_access,,MDMA->SERT (SLC6A4),needs_manual_access,0,False,no strong paper-type signal,other,,0,allowed entity mention (dopamine transporter) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-018-5075-5,"The synthetic cathinones, butylone and pentylone, are stimulants that act as dopamine transporter blockers but 5-HT transporter substrates",2018,0,
,,Psilocin->5-HT2A | LSD->5-HT2C | 5-HT6,in_database,0,False,"contains primary-results signals (agonist, receptor)",primary_results,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s00213-021-05860-5__09dcac1bbf.pdf,0,allowed compound mention (25i nbome) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,"contains primary-study signals (agonist, receptor)",primary_study,10.1007/s00213-021-05860-5,Tolerance to neurochemical and behavioral effects of the hallucinogen 25I-NBOMe,2021,0,
,,Psilocin->5-HT2A | R-ketamine->NMDA receptor | Ibogaine->NMDA receptor,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s00213-021-06020-5__58bba69142.pdf,0,context compound match (Psilocin) | context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-021-06020-5,"Effects of ketamine optical isomers, psilocybin, psilocin and norpsilocin on time estimation and cognition in rats",2022,0,
open_access_but_no_direct_pdf_url,,D2 receptor (DRD2),needs_download,0,False,no strong paper-type signal,other,,0,context entity match (D2 receptor (DRD2)),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-021-06030-3,Effects of OPRM1 and DRD2 on brain structure in drug-naïve adolescents: Genetic and neural vulnerabilities to substance use,2021,0,
open_access_but_no_direct_pdf_url,,Psilocybin->5-HT2A,needs_download,0,False,contains review keyword,review,,0,context compound match (Psilocybin),2,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1007/s00213-022-06083-y,Drug-drug interactions between psychiatric medications and MDMA or psilocybin: a systematic review,2022,0,
closed_or_unknown_access,,Mescaline->5-HT2A,needs_manual_access,0,False,no strong paper-type signal,other,,0,allowed entity mention (serotonin 2c) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-023-06482-9,Serotonin 2C receptors are also important in head-twitch responses in male mice,2023,0,
closed_or_unknown_access,,5-MeO-DMT->5-HT1A | 5-MeO-DMT->5-HT1A,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (5-MeO-DMT) | context compound match (5-MeO-DMT),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-023-06517-1,"5-MeO-DMT: An atypical psychedelic with unique pharmacology, phenomenology &amp; risk?",2023,0,
,,5-MeO-DMT->5-HT1A | Psilocin->5-HT1A | Psilocybin->5-HT1A | Ayahuasca,in_database,0,False,"contains primary-results signals (in vivo, ki)",primary_results,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s00213-024-06526-8__fa4b49581a.pdf,0,allowed compound mention (dimethyltryptamine) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,"contains primary-study signals (in vivo, ki)",primary_study,10.1007/s00213-024-06526-8,"Pharmaco-toxicological effects of the novel tryptamine hallucinogen 5-MeO-MiPT on motor, sensorimotor, physiological, and cardiorespiratory parameters in mice—from a human poisoning case to the preclinical evidence",2024,0,
,,R-ketamine->NMDA receptor,needs_download,0,False,contains review keyword,review,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1007/s00213-025-06756-4,Molecular pathways of ketamine: A systematic review of immediate and sustained effects on PTSD,2025,0,
closed_or_unknown_access,,DMT->5-HT2A,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (DMT),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-025-06777-z,"The evolution of N, N-Dimethyltryptamine: from metabolic pathways to brain connectivity",2025,0,
,,LSD->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,context compound match (LSD),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00213-025-06795-x,"Psychedelic-like effects induced by 2,5-dimethoxy-4-iodoamphetamine, lysergic acid diethylamide, and psilocybin in male and female C57BL/6J mice",2025,0,
closed_or_unknown_access,,Ketamine->NMDA receptor,needs_manual_access,0,False,no strong paper-type signal,other,,0,context compound match (Ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00221-012-3347-6,Influence of (S)-ketamine on human motor cortex excitability,2012,0,
,,Ketamine->NMDA receptor | S-ketamine->NMDA receptor,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s00406-020-01231-x__7948675dce.pdf,0,allowed entity mention (sigma 1 receptor) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00406-020-01231-x,Repurposing of CNS drugs to treat COVID-19 infection: targeting the sigma-1 receptor,2021,0,
,,S-ketamine->NMDA receptor | R-ketamine->NMDA receptor,in_database,0,False,contains review keyword,review,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s00406-021-01365-6__4c3344d128.pdf,0,context compound match (S-ketamine) | context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1007/s00406-021-01365-6,Repeated intermittent administration of (R)-ketamine during juvenile and adolescent stages prevents schizophrenia-relevant phenotypes in adult offspring after maternal immune activation: a role of TrkB signaling,2022,0,
,,5-HT1B,needs_download,0,False,no strong paper-type signal,other,,0,allowed entity mention (5 ht2a) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00406-022-01480-y,Elevated levels of serotonin 5-HT2A receptors in the orbitofrontal cortex of antisocial individuals,2022,0,
,,S-ketamine->NMDA receptor | R-ketamine->NMDA receptor,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s00406-023-01570-5__8ee41beb0a.pdf,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00406-023-01570-5,Arketamine for cognitive impairment in psychiatric disorders,2023,0,
,,Psilocin->5-HT2A | R-ketamine->NMDA receptor,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/mechanistic/pdfs/10.1007_s00406-024-01770-7__6e073e0e7b.pdf,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00406-024-01770-7,Are “mystical experiences” essential for antidepressant actions of ketamine and the classic psychedelics?,2024,0,
,,R-ketamine->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,context compound match (R-ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00406-024-01865-1,Esketamine in depression: putative biomarkers from clinical research,2024,0,
open_access_but_no_direct_pdf_url,,LSD->mGluR2 (GRM2),needs_download,0,False,no strong paper-type signal,other,,0,allowed entity mention (serotonin 2a) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s00424-015-1780-7,Cross-signaling in metabotropic glutamate 2 and serotonin 2A receptor heteromers in mammalian cells,2016,0,
,,MDMA->D2 receptor (DRD2),needs_download,0,False,"contains primary-results signals (ki, receptor, transporter)",primary_results,,0,allowed entity mention (dopamine transporter) | contains study-method keywords,2,likely_irrelevant,excluded_low_signal,"contains primary-study signals (ki, receptor, transporter)",primary_study,10.1007/s00702-020-02152-8,Shared cerebral metabolic pathology in non-transgenic animal models of Alzheimer's and Parkinson's disease,2020,0,
open_access_but_no_direct_pdf_url,,Ketamine->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,context compound match (Ketamine),2,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1007/s10571-021-01180-6,S-Ketamine Exerts Antidepressant Effects by Regulating Rac1 GTPase Mediated Synaptic Plasticity in the Hippocampus of Stressed Rats,2022,0,
