normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,trial_registry_ids,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,normalization_dataset,normalization_entity_category,compound_match_type,entity_match_type,compound_match_value,entity_match_value,compound_registry_status,entity_registry_status,compound_ids,entity_ids,entity_candidate_label,entity_candidate_score,keywords,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id
normalized,compound and graph entity matched local registry,MDMA,Dopamine Transporter,,MDMA,DAT (SLC6A3),,,,,Inhibition of DAT-Mediated [3H]DA Uptake IC50 (nM),molecular_target,DAT,target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,inhibitor,uptake inhibition assay,transporter assay,inhibitor,IC50,2008.0,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA 2008 ± 147 1067 ± 98 356 ± 16 0.2,full_text_seen,table,T001,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,high,mechanistic,targets,label,alias,MDMA,DAT,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,,Intramural NIH HHS,Z01 DA000522,,,
normalized,compound and graph entity matched local registry,MDMA,Norepinephrine Transporter,,MDMA,NET (SLC6A2),,,,,Inhibition of NET-Mediated [3H]NE Uptake IC50 (nM),molecular_target,NET,target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,inhibitor,uptake inhibition assay,transporter assay,inhibitor,IC50,1067.0,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA 2008 ± 147 1067 ± 98 356 ± 16 0.2,full_text_seen,table,T001,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,high,mechanistic,targets,label,alias,MDMA,NET,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,,Intramural NIH HHS,Z01 DA000522,,,
normalized,compound and graph entity matched local registry,MDMA,Serotonin Transporter,,MDMA,SERT (SLC6A4),,,,,Inhibition of SERT-Mediated [3H]5-HT Uptake IC50 (nM),molecular_target,SERT,target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,inhibitor,uptake inhibition assay,transporter assay,inhibitor,IC50,356.0,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA 2008 ± 147 1067 ± 98 356 ± 16 0.2,full_text_seen,table,T001,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,high,mechanistic,targets,label,alias,MDMA,SERT,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,,Intramural NIH HHS,Z01 DA000522,,,
normalized,compound and graph entity matched local registry,MDMA,Dopamine Transporter,,MDMA,DAT (SLC6A3),,,,,DAT-Mediated [3H]MPP1 Release EC50 (nM) [%Emax],molecular_target,DAT,target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,releaser,release assay,transporter assay,releaser,EC50,154.0,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA 154 ± 17 [102%] 323 ± 53 [104%] 75 ± 9 [105%] 0.5,full_text_seen,table,T002,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,high,mechanistic,targets,label,alias,MDMA,DAT,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,,Intramural NIH HHS,Z01 DA000522,,,
normalized,compound and graph entity matched local registry,MDMA,Norepinephrine Transporter,,MDMA,NET (SLC6A2),,,,,NET-Mediated [3H]MPP1 Release EC50 (nM) [%Emax],molecular_target,NET,target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,releaser,release assay,transporter assay,releaser,EC50,323.0,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA 154 ± 17 [102%] 323 ± 53 [104%] 75 ± 9 [105%] 0.5,full_text_seen,table,T002,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,high,mechanistic,targets,label,alias,MDMA,NET,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,,Intramural NIH HHS,Z01 DA000522,,,
normalized,compound and graph entity matched local registry,MDMA,Serotonin Transporter,,MDMA,SERT (SLC6A4),,,,,SERT-Mediated [3H]5-HT Release EC50 (nM) [%Emax],molecular_target,SERT,target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,releaser,release assay,transporter assay,releaser,EC50,75.0,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,MDMA 154 ± 17 [102%] 323 ± 53 [104%] 75 ± 9 [105%] 0.5,full_text_seen,table,T002,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,high,mechanistic,targets,label,alias,MDMA,SERT,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,,Intramural NIH HHS,Z01 DA000522,,,
compound_unmapped,compound `R-5-MABB` did not match registry,R-5-MABB,Dopamine Transporter,,,DAT (SLC6A3),,,,,Inhibition of DAT-Mediated [3H]DA Uptake IC50 (nM),molecular_target,DAT,target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,inhibitor,uptake inhibition assay,transporter assay,inhibitor,IC50,472.0,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,R-5-MABB 472 ± 35 1305 ± 129 212 ± 6 0.4,full_text_seen,table,T001,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,high,mechanistic,targets,,alias,R-5-MABB,DAT,,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,,Intramural NIH HHS,Z01 DA000522,,,
compound_unmapped,compound `R-5-MABB` did not match registry,R-5-MABB,Norepinephrine Transporter,,,NET (SLC6A2),,,,,Inhibition of NET-Mediated [3H]NE Uptake IC50 (nM),molecular_target,NET,target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,inhibitor,uptake inhibition assay,transporter assay,inhibitor,IC50,1305.0,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,R-5-MABB 472 ± 35 1305 ± 129 212 ± 6 0.4,full_text_seen,table,T001,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,high,mechanistic,targets,,alias,R-5-MABB,NET,,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A2""}",NET (SLC6A2),1.0,,Intramural NIH HHS,Z01 DA000522,,,
compound_unmapped,compound `R-5-MABB` did not match registry,R-5-MABB,Serotonin Transporter,,,SERT (SLC6A4),,,,,Inhibition of SERT-Mediated [3H]5-HT Uptake IC50 (nM),molecular_target,SERT,target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,inhibitor,uptake inhibition assay,transporter assay,inhibitor,IC50,212.0,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,R-5-MABB 472 ± 35 1305 ± 129 212 ± 6 0.4,full_text_seen,table,T001,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,high,mechanistic,targets,,alias,R-5-MABB,SERT,,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",SERT (SLC6A4),1.0,,Intramural NIH HHS,Z01 DA000522,,,
compound_unmapped,compound `R-5-MABB` did not match registry,R-5-MABB,Dopamine Transporter,,,DAT (SLC6A3),,,,,DAT-Mediated [3H]MPP1 Release EC50 (nM) [%Emax],molecular_target,DAT,target,True,10.1124/jpet.123.001837,"Novel Benzofuran Derivatives Induce Monoamine Release and Substitute for the Discriminative Stimulus Effects of 3,4-Methylenedioxymethamphetamine",compound_target,not_reported,not_reported,not_active,release assay,transporter assay,not_active,EC50,,nM,not_applicable,rat,brain synaptosomes,in_vitro,Candace B. Johnson; Donna Walther; Matthew J. Baggott; Lisa E. Baker; Michael H. Baumann,2024,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,R-5-MABB N.A. 850 ± 204 [58%] 49 ± 6 [102%] -,full_text_seen,table,T002,in vitro study,,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2024-01-25,0022-3565,1521-0103,Elsevier BV,"Animals | Benzofurans / pharmacology | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Rats | Male | Rats, Sprague-Dawley | Synaptosomes / metabolism | Synaptosomes / drug effects | Dopamine / metabolism | Serotonin / metabolism | Biogenic Monoamines / metabolism | Norepinephrine Plasma Membrane Transport Proteins / metabolism | Norepinephrine Plasma Membrane Transport Proteins / antagonists & inhibitors | Dopamine Plasma Membrane Transport Proteins / metabolism | Norepinephrine / metabolism | Discrimination, Psychological / drug effects | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,,medium,mechanistic,targets,,alias,R-5-MABB,DAT,,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A3""}",DAT (SLC6A3),1.0,,Intramural NIH HHS,Z01 DA000522,,,
