claim_type,compound,disorder,raw_entity_label,entity_role,clinical_context_condition,graph_entity_label,graph_entity_type,graph_include_candidate,graph_exclusion_reason,outcome_type,outcome_domain,result_direction,outcome_measure,population,system,study_doi,openalex_id,study_title,authors,study_year,study_journal,publication_type,trial_registry_ids,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,keywords,funders,grant_ids,related_dois,publication_relations,is_retracted,has_correction,language,semantic_scholar_id,paper_type,evidence_level,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,access_level,evidence_location,evidence_locator,study_design,sample_size_total,comparator,intervention_or_exposure,dose,route,session_count_or_duration,timepoint,effect_size,p_value,confidence_interval,adverse_events,supporting_quote,funding,conflicts_of_interest,risk_of_bias_summary,notes
compound_disorder,Hallucinogens,Eating disorders with purging symptoms,hallucinogens,compound_or_class,female adolescents with eating disorders who have purging symptoms,none,none,False,"This claim describes the prevalence of substance use (comorbidity) in a specific population, not a therapeutic indication for the compound.",Prevalence,Substance use,unclear,Prevalence of use,Female adolescents with eating disorders (purging symptoms),clinical,10.1016/s1054-139x(02)00420-2,,Substance use in female adolescents with eating disorders,S STOCK; E GOLDBERG; S CORBETT; D KATZMAN,2002,Journal of Adolescent Health,journal-article,,2002-08-01,1054-139X,1879-1972,Elsevier BV,"Adolescent | Child | Feeding and Eating Disorders / complications | Feeding and Eating Disorders / epidemiology | Female | Hospitals, Pediatric | Humans | Ontario / epidemiology | Prevalence | Students / psychology | Substance-Related Disorders / complications | Substance-Related Disorders / epidemiology | Surveys and Questionnaires",,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,cross-sectional study,17,general adolescent population,Use of hallucinogens,not_reported,not_reported,not_reported,preceding year,,,,not_reported,"Other drugs seen frequently in the purgers included hallucinogens, tranquilizers, stimulants, LSD, PCP, cocaine, and ""ecstasy.""",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,LSD,Eating disorders with purging symptoms,LSD,compound_or_class,female adolescents with eating disorders who have purging symptoms,none,none,False,"This claim describes the prevalence of substance use (comorbidity) in a specific population, not a therapeutic indication for the compound.",Prevalence,Substance use,unclear,Prevalence of use,Female adolescents with eating disorders (purging symptoms),clinical,10.1016/s1054-139x(02)00420-2,,Substance use in female adolescents with eating disorders,S STOCK; E GOLDBERG; S CORBETT; D KATZMAN,2002,Journal of Adolescent Health,journal-article,,2002-08-01,1054-139X,1879-1972,Elsevier BV,"Adolescent | Child | Feeding and Eating Disorders / complications | Feeding and Eating Disorders / epidemiology | Female | Hospitals, Pediatric | Humans | Ontario / epidemiology | Prevalence | Students / psychology | Substance-Related Disorders / complications | Substance-Related Disorders / epidemiology | Surveys and Questionnaires",,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,cross-sectional study,17,general adolescent population,Use of LSD,not_reported,not_reported,not_reported,preceding year,,,,not_reported,"Other drugs seen frequently in the purgers included hallucinogens, tranquilizers, stimulants, LSD, PCP, cocaine, and ""ecstasy.""",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,Ecstasy (MDMA),Eating disorders with purging symptoms,"""ecstasy""",compound_or_class,female adolescents with eating disorders who have purging symptoms,none,none,False,"This claim describes the prevalence of substance use (comorbidity) in a specific population, not a therapeutic indication for the compound.",Prevalence,Substance use,unclear,Prevalence of use,Female adolescents with eating disorders (purging symptoms),clinical,10.1016/s1054-139x(02)00420-2,,Substance use in female adolescents with eating disorders,S STOCK; E GOLDBERG; S CORBETT; D KATZMAN,2002,Journal of Adolescent Health,journal-article,,2002-08-01,1054-139X,1879-1972,Elsevier BV,"Adolescent | Child | Feeding and Eating Disorders / complications | Feeding and Eating Disorders / epidemiology | Female | Hospitals, Pediatric | Humans | Ontario / epidemiology | Prevalence | Students / psychology | Substance-Related Disorders / complications | Substance-Related Disorders / epidemiology | Surveys and Questionnaires",,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,cross-sectional study,17,general adolescent population,Use of ecstasy,not_reported,not_reported,not_reported,preceding year,,,,not_reported,"Other drugs seen frequently in the purgers included hallucinogens, tranquilizers, stimulants, LSD, PCP, cocaine, and ""ecstasy.""",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,PCP,Eating disorders with purging symptoms,PCP,compound_or_class,female adolescents with eating disorders who have purging symptoms,none,none,False,"This claim describes the prevalence of substance use (comorbidity) in a specific population, not a therapeutic indication for the compound.",Prevalence,Substance use,unclear,Prevalence of use,Female adolescents with eating disorders (purging symptoms),clinical,10.1016/s1054-139x(02)00420-2,,Substance use in female adolescents with eating disorders,S STOCK; E GOLDBERG; S CORBETT; D KATZMAN,2002,Journal of Adolescent Health,journal-article,,2002-08-01,1054-139X,1879-1972,Elsevier BV,"Adolescent | Child | Feeding and Eating Disorders / complications | Feeding and Eating Disorders / epidemiology | Female | Hospitals, Pediatric | Humans | Ontario / epidemiology | Prevalence | Students / psychology | Substance-Related Disorders / complications | Substance-Related Disorders / epidemiology | Surveys and Questionnaires",,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,cross-sectional study,17,general adolescent population,Use of PCP,not_reported,not_reported,not_reported,preceding year,,,,not_reported,"Other drugs seen frequently in the purgers included hallucinogens, tranquilizers, stimulants, LSD, PCP, cocaine, and ""ecstasy.""",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,ketamine,depression,MADRS scores,outcome_measure,depressed emergency department (ED) patients with suicide ideation (SI),depression,indication,True,not_reported,efficacy,mood,positive,Montgomery-Asberg Depression Rating Scale (MADRS) scores,depressed emergency department (ED) patients with suicide ideation (SI),clinical,10.1017/s1461145711000629,,A preliminary naturalistic study of low-dose ketamine for depression and suicide ideation in the emergency department,Gregory Luke Larkin; Annette L. Beautrais,2011,The International Journal of Neuropsychopharmacology,journal-article,NCT09090057,2011-05-10,1461-1457,1469-5111,Oxford University Press (OUP),"Adult | Antidepressive Agents / administration & dosage | Antidepressive Agents / adverse effects | Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Major Depressive Disorder / drug therapy | Dose-Response Relationship, Drug | Drug Administration Schedule | Emergency Medical Services | Hospitals, University | Humans | Injections, Intravenous | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / pharmacology | Ketamine / therapeutic use | Male | Middle Aged | Pilot Projects | Psychiatric Status Rating Scales | Suicidal Ideation | Time Factors | Young Adult",,,,10.1093/ijnp/pyx035,RetractionIn PMID:28637184 Int J Neuropsychopharmacol. 2017 Jul 1;20(7):611. doi: 10.1093/ijnp/pyx035.,true,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,preliminary naturalistic study,14,not_reported,single i.v. bolus of ketamine,0.2 mg/kg,intravenous (i.v.),single dose over 1-2 min,240 min,,,,not_reported,"Mean MADRS scores fell significantly from 40.4 (s.e.m.=1.8) at baseline to 11.5 (s.e.m.=2.2) at 240 min. Median time to MADRS score 
10 was 80 min (interquartile range 0.67-24 h).",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,ketamine,suicide ideation,SI scores (MADRS item 10),outcome_measure,depressed emergency department (ED) patients with suicide ideation (SI),suicide ideation,indication,True,not_reported,efficacy,suicidality,positive,SI scores (MADRS item 10),depressed emergency department (ED) patients with suicide ideation (SI),clinical,10.1017/s1461145711000629,,A preliminary naturalistic study of low-dose ketamine for depression and suicide ideation in the emergency department,Gregory Luke Larkin; Annette L. Beautrais,2011,The International Journal of Neuropsychopharmacology,journal-article,NCT09090057,2011-05-10,1461-1457,1469-5111,Oxford University Press (OUP),"Adult | Antidepressive Agents / administration & dosage | Antidepressive Agents / adverse effects | Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Major Depressive Disorder / drug therapy | Dose-Response Relationship, Drug | Drug Administration Schedule | Emergency Medical Services | Hospitals, University | Humans | Injections, Intravenous | Ketamine / administration & dosage | Ketamine / adverse effects | Ketamine / pharmacology | Ketamine / therapeutic use | Male | Middle Aged | Pilot Projects | Psychiatric Status Rating Scales | Suicidal Ideation | Time Factors | Young Adult",,,,10.1093/ijnp/pyx035,RetractionIn PMID:28637184 Int J Neuropsychopharmacol. 2017 Jul 1;20(7):611. doi: 10.1093/ijnp/pyx035.,true,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,abstract_only,abstract,abstract,preliminary naturalistic study,14,not_reported,single i.v. bolus of ketamine,0.2 mg/kg,intravenous (i.v.),single dose over 1-2 min,40 min post-administration; sustained over 10 d,,,,not_reported,SI scores (MADRS item 10) decreased significantly from 3.9 (s.e.m.=0.4) at baseline to 0.6 (s.e.m. =0.2) after 40 min post-administration; SI improvements were sustained over 10 d.,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False
compound_disorder,iboga alkaloids,drug addiction,drug addiction,therapeutic_indication,not_reported,drug addiction,indication,True,not_reported,therapeutic_effect,addiction,positive,reversing drug addiction,not_reported,clinical,10.1021/acsptsci.5c00301,,Development of Bioisosteres of Iboga Alkaloids: A Step-Economical Synthesis to Enhance the Antinociceptive and Anxiolytic Activity with Neuroprotective Effects,Abhishek Gupta; Tuhin Bhattacharya; Subhamoy Pratihar; Sabnur Parvage; Swrajit Nath Sharma; Arnab Sarkar; Akash De; Sanmoy Karmakar; Sanjit Dey; Surajit Sinha,2026,ACS Pharmacology & Translational Science,journal-article,not_reported,2026-04-14,2575-9108,2575-9108,American Chemical Society (ACS),,anti-inflammation | antiallodynic activity | antinociception | benzofuran-containing iboga analog | bioisostere | neuromodulation,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,not_reported,not_reported,not_reported,iboga alkaloids,not_reported,not_reported,not_reported,not_reported,,,,not_reported,The clinical importance of iboga alkaloids lies in their efficacy in reversing drug addiction,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,iboga alkaloids,drug tolerance,drug tolerance,therapeutic_indication,not_reported,drug tolerance,indication,True,not_reported,therapeutic_effect,addiction,positive,modulating drug tolerance,not_reported,clinical,10.1021/acsptsci.5c00301,,Development of Bioisosteres of Iboga Alkaloids: A Step-Economical Synthesis to Enhance the Antinociceptive and Anxiolytic Activity with Neuroprotective Effects,Abhishek Gupta; Tuhin Bhattacharya; Subhamoy Pratihar; Sabnur Parvage; Swrajit Nath Sharma; Arnab Sarkar; Akash De; Sanmoy Karmakar; Sanjit Dey; Surajit Sinha,2026,ACS Pharmacology & Translational Science,journal-article,not_reported,2026-04-14,2575-9108,2575-9108,American Chemical Society (ACS),,anti-inflammation | antiallodynic activity | antinociception | benzofuran-containing iboga analog | bioisostere | neuromodulation,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,not_reported,not_reported,not_reported,iboga alkaloids,not_reported,not_reported,not_reported,not_reported,,,,not_reported,The clinical importance of iboga alkaloids lies in their efficacy in reversing drug addiction and modulating drug tolerance.,not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,C2 & C4,acute pain,improved restricted locomotor activity in a formalin-induced acute pain model,therapeutic_indication,formalin-induced acute pain model,acute pain,indication,True,not_reported,therapeutic_effect,pain,positive,improved restricted locomotor activity,mice,preclinical,10.1021/acsptsci.5c00301,,Development of Bioisosteres of Iboga Alkaloids: A Step-Economical Synthesis to Enhance the Antinociceptive and Anxiolytic Activity with Neuroprotective Effects,Abhishek Gupta; Tuhin Bhattacharya; Subhamoy Pratihar; Sabnur Parvage; Swrajit Nath Sharma; Arnab Sarkar; Akash De; Sanmoy Karmakar; Sanjit Dey; Surajit Sinha,2026,ACS Pharmacology & Translational Science,journal-article,not_reported,2026-04-14,2575-9108,2575-9108,American Chemical Society (ACS),,anti-inflammation | antiallodynic activity | antinociception | benzofuran-containing iboga analog | bioisostere | neuromodulation,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,experimental study,not_reported,respective Exo -counterparts or previously published benzofuran-containing iboga analogs lacking the tetrahydroazepine ring,C2 & C4,not_reported,not_reported,not_reported,not_reported,,,,not_reported,"Among the synthesized iboga analogs, the Endo -iboga analogs ( C2 & C4 ) not only exhibited notable anti-inflammatory and oxidative stress-relieving activity but also effectively improved restricted locomotor activity in a formalin-induced acute pain model in mice.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
compound_disorder,C2 & C4,anxiety,anxiolytic activity,therapeutic_indication,not_reported,anxiety,indication,True,not_reported,therapeutic_effect,mental health,positive,anxiolytic activity,not_reported,preclinical,10.1021/acsptsci.5c00301,,Development of Bioisosteres of Iboga Alkaloids: A Step-Economical Synthesis to Enhance the Antinociceptive and Anxiolytic Activity with Neuroprotective Effects,Abhishek Gupta; Tuhin Bhattacharya; Subhamoy Pratihar; Sabnur Parvage; Swrajit Nath Sharma; Arnab Sarkar; Akash De; Sanmoy Karmakar; Sanjit Dey; Surajit Sinha,2026,ACS Pharmacology & Translational Science,journal-article,not_reported,2026-04-14,2575-9108,2575-9108,American Chemical Society (ACS),,anti-inflammation | antiallodynic activity | antinociception | benzofuran-containing iboga analog | bioisostere | neuromodulation,,,,,,,eng,,primary_results,low,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,abstract_only,abstract,abstract,experimental study,not_reported,natural counterparts,C2 & C4,not_reported,not_reported,not_reported,not_reported,,,,not_reported,"the present manuscript disclosed a step-economical and cost-effective synthesis of modified ibogaine/ibogamine analogs ( C1 , C2 , C3 , & C4 ) with the bioisosteric replacement of the indole scaffold with a benzofuran moiety and compared their antinociceptive/anxiolytic activity with their natural counterparts.",not_reported,not_reported,not_reported,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False
