normalization_status,normalization_notes,compound,target,disorder,canonical_compound,canonical_entity,compound_original,target_original,disorder_original,graph_entity_original,raw_entity_label,entity_role,graph_entity_label,graph_entity_type,graph_include_candidate,study_doi,study_title,claim_type,clinical_context_condition,graph_exclusion_reason,mechanism_type,assay_type,assay_family,action_type,affinity_type,affinity_value,affinity_unit,result_direction,species,model_or_system,system,authors,study_year,paper_type,source,source_type,source_family,paper_assessment_route,evidence_strength,support,confidence,needs_human_review,supporting_quote,access_level,source_access_level,evidence_location,evidence_locator,study_design,funding,conflicts_of_interest,risk_of_bias_summary,notes,study_journal,publication_type,publication_date,journal_issn,journal_eissn,publisher,mesh_terms,language,sample_size_total,sample_size_by_arm,comparator,intervention_or_exposure,dose,route,session_count_or_duration,primary_outcome,outcome_measure,timepoint,effect_size,p_value,confidence_interval,adverse_events,evidence_level,compound_match_type,entity_match_type,compound_registry_status,entity_registry_status,compound_ids,entity_ids,keywords,funders,grant_ids,related_dois,publication_relations,semantic_scholar_id,trial_registry_ids
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),MDMA,serotonin transporter (SERT),,serotonin transporter,serotonin transporter (SERT),molecular_target,SERT (SLC6A4),target,True,10.1016/j.neuro.2015.11.009,"Involvement of autophagy upregulation in 3,4-methylenedioxymethamphetamine (‘ecstasy’)-induced serotonergic neurotoxicity",compound_target,not_reported,not_reported,mediation,,,mediation,,,,not_applicable,rat,cultured serotonergic neurons,in_vitro,I-Hsun Li; Kuo-Hsing Ma; Tzu-Jen Kao; Yang-Yi Lin; Shao-Ju Weng; Ting-Yin Yen; Lih-Chi Chen; Yuahn-Sieh Huang,2015,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,MDMA-induced autophagy activation in cultured serotonergic neurons might be mediated by serotonin transporter (SERT).,abstract_only,abstract_only,abstract,abstract,experimental,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,NeuroToxicology,journal-article,2015-11-21,0161-813X,1872-9711,Elsevier BV,"Adenine / analogs & derivatives | Adenine / pharmacology | Animals | Autophagy / drug effects | Benzylamines / metabolism | Brain Stem / drug effects | Cells, Cultured | Citalopram / pharmacology | Dose-Response Relationship, Drug | Down-Regulation / drug effects | Fluorine Radioisotopes / metabolism | Functional Neuroimaging | Male | N-Methyl-3,4-methylenedioxyamphetamine / antagonists & inhibitors | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Nerve Degeneration / chemically induced | Nerve Degeneration / pathology | Neurites / pathology | Neuroprotective Agents / pharmacology | Phagosomes / metabolism | Positron-Emission Tomography | Rats | Serotonergic Neurons / drug effects | Serotonergic Neurons / pathology | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",3-Methyladenine | Autophagy | LC3B | MDMA | Serotonergic neuron | Tryptophan hydroxylase,,,,,,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),MDMA,serotonin transporter (SERT),,serotonin transporter,downregulation of SERT,molecular_target,SERT (SLC6A4),target,True,10.1016/j.neuro.2015.11.009,"Involvement of autophagy upregulation in 3,4-methylenedioxymethamphetamine (‘ecstasy’)-induced serotonergic neurotoxicity",compound_target,not_reported,not_reported,downregulation,animal-PET with 4-[(18)F]-ADAM,imaging,downregulation,,,,not_applicable,animal,in vivo animal model,in_vivo,I-Hsun Li; Kuo-Hsing Ma; Tzu-Jen Kao; Yang-Yi Lin; Shao-Ju Weng; Ting-Yin Yen; Lih-Chi Chen; Yuahn-Sieh Huang,2015,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"In an in vivo animal model administered MDMA, neuroimaging showed that 3-MA protected the serotonin system against MDMA-induced downregulation of SERT evaluated by animal-PET with 4-[(18)F]-ADAM, a SERT radioligand.",abstract_only,abstract_only,abstract,abstract,experimental,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,NeuroToxicology,journal-article,2015-11-21,0161-813X,1872-9711,Elsevier BV,"Adenine / analogs & derivatives | Adenine / pharmacology | Animals | Autophagy / drug effects | Benzylamines / metabolism | Brain Stem / drug effects | Cells, Cultured | Citalopram / pharmacology | Dose-Response Relationship, Drug | Down-Regulation / drug effects | Fluorine Radioisotopes / metabolism | Functional Neuroimaging | Male | N-Methyl-3,4-methylenedioxyamphetamine / antagonists & inhibitors | N-Methyl-3,4-methylenedioxyamphetamine / toxicity | Nerve Degeneration / chemically induced | Nerve Degeneration / pathology | Neurites / pathology | Neuroprotective Agents / pharmacology | Phagosomes / metabolism | Positron-Emission Tomography | Rats | Serotonergic Neurons / drug effects | Serotonergic Neurons / pathology | Serotonin Plasma Membrane Transport Proteins / metabolism",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",3-Methyladenine | Autophagy | LC3B | MDMA | Serotonergic neuron | Tryptophan hydroxylase,,,,,,
normalized,compound and graph entity matched local registry,Mescaline,5-HT1A,,Mescaline,5-HT1A,mescaline,5-HT1A receptor,,5-HT1A receptor,5-HT 1A,molecular_target,5-HT1A,target,True,10.1021/acschemneuro.8b00215,Dark Classics in Chemical Neuroscience: Mescaline,compound_target,not_applicable,not_reported,binds,binding_assay,binding_assay,binds,,,,not_applicable,not_reported,not_reported,in_vitro,Bruce K. Cassels; Patricio Sáez-Briones,2018,review,doi,review,evidence_synthesis,primary_evidence,uncertain,supported,0.8,False,mescaline binds in a similar concentration range to 5-HT 1A and α 2A receptors,abstract_only,abstract_only,abstract,abstract,review_of_literature,,,,Projected from extraction_v1; support=supported; confidence=0.8; needs_human_review=False,ACS Chemical Neuroscience,journal-article,2018-05-30,1948-7193,1948-7193,American Chemical Society (ACS),"Hallucinogens / chemistry | Hallucinogens / history | Hallucinogens / pharmacology | Hallucinogens / therapeutic use | History, 16th Century | History, 19th Century | History, 20th Century | History, 21st Century | History, Ancient | Humans | Mescaline / chemistry | Mescaline / history | Mescaline / pharmacology | Mescaline / therapeutic use | Structure-Activity Relationship",eng,,,,,,,,,,,,,,,medium,label,target_variant,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""HTR1A""}",Mescaline | biosynthesis | hallucinogen | metabolism | peyote | pharmacology | structure−activity relationships | synthesis | wachuma San Pedro,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,TrkB (NTRK2),,Ketamine,TrkB (NTRK2),ketamine,TrkB receptor,,TrkB receptor,TrkB receptor phosphorylation,molecular_target,TrkB (NTRK2),target,True,10.1038/mp.2015.176,Activation of a ventral hippocampus–medial prefrontal cortex pathway is both necessary and sufficient for an antidepressant response to ketamine,compound_target,not_applicable,not_applicable,increases phosphorylation,phosphorylation measurement,,increases phosphorylation,,,,not_applicable,Mice,vHipp,preclinical,F R Carreno; J J Donegan; A M Boley; A Shah; M DeGuzman; A Frazer; D J Lodge,2015,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"In addition, we found that a transient increase in TrkB receptor phosphorylation in the vHipp contributes to ketamine's sustained antidepressant response.",abstract_only,abstract_only,abstract,abstract,experimental,NINDS NIH HHS | NIMH NIH HHS,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Molecular Psychiatry,journal-article,2015-12-01,1359-4184,1476-5578,Springer Science and Business Media LLC,"Animals | Antidepressive Agents / pharmacology | Behavior, Animal / drug effects | Depression / drug therapy | Hippocampus / metabolism | Ketamine / metabolism | Ketamine / pharmacology | Male | Mice | Mice, Inbred C57BL | Optogenetics / methods | Prefrontal Cortex / metabolism | Swimming",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""NTRK2""}",,NINDS NIH HHS | NIMH NIH HHS,R25 NS080684 | R01 MH082933 | R01 MH090067,,,,
normalized,compound and graph entity matched local registry,MDMA,SERT (SLC6A4),,MDMA,SERT (SLC6A4),MDMA,Serotonin transporter,,Serotonin transporter,SERT reductions,molecular_target,SERT (SLC6A4),target,True,10.1038/sj.npp.1300736,Quantitative PET Studies of the Serotonin Transporter in MDMA Users and Controls Using [11C]McN5652 and [11C]DASB,compound_target,MDMA users,not_reported,reduction,Positron emission tomography (PET) with [11C]McN5652 and [11C]DASB ligands,Binding assay,reduction,Other,reduced density,,not_applicable,Human,Brain (cortical and subcortical structures),clinical,U. Mccann; Z. Szabo; Esen Seckin; P. Rosenblatt; W. B. Mathews; H. Ravert; R. Dannals; G. Ricaurte,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Global SERT reductions were found in MDMA users with both PET ligands, using all three of the above-mentioned SERT-binding parameters. Preplanned comparisons in 15 regions of interest demonstrated reductions in selected cortical and subcortical structures.",abstract_only,abstract_only,abstract,abstract,observational,National Center for Research Resources,,,Projected from extraction_v1; support=supported; confidence=1.0; needs_human_review=False,Neuropsychopharmacology,JournalArticle | Study | ClinicalTrial,2005-09-01,0893-133X,1740-634X,Springer Nature,"Adult | Benzylamines / pharmacokinetics | Brain / diagnostic imaging | Brain / anatomy & histology | Brain / drug effects | Carbon Radioisotopes / pharmacokinetics | Demography | Female | Hallucinogens / administration & dosage | Humans | Image Processing, Computer-Assisted / methods | Isoquinolines / pharmacokinetics | Magnetic Resonance Imaging / methods | Male | Membrane Glycoproteins / metabolism | Nerve Tissue Proteins / metabolism | Protein Binding | Radioligand Assay / methods | Serotonin Antagonists / pharmacokinetics | Statistics as Topic | Models, Statistical | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | Radiopharmaceuticals / metabolism | Membrane Transport Proteins / metabolism | Positron-Emission Tomography / methods | Serotonin Plasma Membrane Transport Proteins",en,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""SLC6A4""}",Psychology | Medicine | external | s2-fos-model,National Center for Research Resources,M01RR002719 | M01 RR002719 | Z01 DA000206 | R01 AG014400 | K02 DA000206 | R01 AA011653 | R01 DA010217 | AA11653 | DA10217,,,1f5f0407f5e33d394c30d730555a0df6a6e5fbf1,
normalized,compound and graph entity matched local registry,MDMA,TAAR1,,MDMA,TAAR1,MDMA,Trace Amine Receptor 1,,Trace Amine Receptor 1,rhTA(1),molecular_target,TAAR1,target,True,10.1124/jpet.105.084459,Primate Trace Amine Receptor 1 Modulation by the Dopamine Transporter,compound_target,not_applicable,not_reported,agonist,cAMP response element-luciferase assay,functional assay,agonist,,,,not_applicable,rhesus monkey,rhTA(1)-expressing cell lines,in_vitro,Gregory M. Miller; Christopher D. Verrico; Amy Jassen; Martha Konar; Hong Yang; Helen Panas; Mary Bahn; Ryan Johnson; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"(+/-)-MDMA stimulated cAMP accumulation in rhTA(1)-expressing cell lines, as measured by a cAMP response element-luciferase assay.",abstract_only,abstract_only,abstract,abstract,in vitro study,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2005-05-17,0022-3565,1521-0103,Elsevier BV,"Amino Acid Sequence | Animals | Cells, Cultured | Cocaine / pharmacology | Cyclic AMP / biosynthesis | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins | Humans | Macaca mulatta | Membrane Glycoproteins / physiology | Membrane Transport Proteins / physiology | Molecular Sequence Data | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Nerve Tissue Proteins / physiology | Phenethylamines / metabolism | Rats | Receptors, G-Protein-Coupled / drug effects | Receptors, G-Protein-Coupled / physiology | Response Elements / physiology | Substantia Nigra / chemistry | Trace Amine-Associated Receptors",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""TAAR1""}",,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR00168 | P51 OD011103 | R01 DA006303 | DA15305 | K05 DA015305 | R01 DA011558 | P51 RR000168 | DA016606,,,,
normalized,compound and graph entity matched local registry,MDMA,TAAR1,,MDMA,TAAR1,MDMA,Trace Amine Receptor 1,,Trace Amine Receptor 1,rhTA(1) receptor activation,molecular_target,TAAR1,target,True,10.1124/jpet.105.084459,Primate Trace Amine Receptor 1 Modulation by the Dopamine Transporter,compound_target,not_applicable,not_reported,modulator,cAMP response element-luciferase assay (implied),functional assay,modulator,,,,not_applicable,"human (dopamine transporter), rhesus monkey (TA1)",rhTA(1)-expressing cell lines cotransfected with human dopamine transporter,in_vitro,Gregory M. Miller; Christopher D. Verrico; Amy Jassen; Martha Konar; Hong Yang; Helen Panas; Mary Bahn; Ryan Johnson; Bertha K. Madras,2005,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,1.0,False,"Cotransfection with the human dopamine transporter enhanced PEA-, amphetamine-, and MDMA-mediated rhTA(1) receptor activation",abstract_only,abstract_only,abstract,abstract,in vitro study,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,,,Projected from extraction_v1; support=supported; confidence=1; needs_human_review=False,Journal of Pharmacology and Experimental Therapeutics,journal-article,2005-05-17,0022-3565,1521-0103,Elsevier BV,"Amino Acid Sequence | Animals | Cells, Cultured | Cocaine / pharmacology | Cyclic AMP / biosynthesis | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins | Humans | Macaca mulatta | Membrane Glycoproteins / physiology | Membrane Transport Proteins / physiology | Molecular Sequence Data | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Nerve Tissue Proteins / physiology | Phenethylamines / metabolism | Rats | Receptors, G-Protein-Coupled / drug effects | Receptors, G-Protein-Coupled / physiology | Response Elements / physiology | Substantia Nigra / chemistry | Trace Amine-Associated Receptors",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,needs_external_id_lookup,{},"{""gene_symbol"": ""TAAR1""}",,NIDA NIH HHS | NCRR NIH HHS | NIH HHS,DA06303 | RR00168 | P51 OD011103 | R01 DA006303 | DA15305 | K05 DA015305 | R01 DA011558 | P51 RR000168 | DA016606,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,Ketamine,N-methyl-D-aspartate receptor,,N-methyl-D-aspartate receptor,NMDA receptor blocker,molecular_target,NMDA receptor,target,True,10.1016/j.seizure.2025.02.002,Apparent efficacy of NMDAR antagonist use as a targeted therapy for status epilepticus in an infant with ATP1A2-related developmental epileptic encephalopathy,compound_target,status epilepticus,not_reported,blocker,clinical observation,functional activity,blocker,,,,not_applicable,Human,infant patient,clinical,Leman Tekin Orgun; Adnan Deniz; Ayfer Sakarya Güneş; Deniz Akkoyunlu; Gökçe Cırdı; Anıl Gök; Bülent Kara,2025,case_report,doi,case_report,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Her seizure was partially responsive to ketamine, and she became seizure-free when memantine, another NMDA receptor blocker, was added to the treatment.",abstract_only,abstract_only,abstract,CASE REPORT,case report,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Seizure,journal-article,2025-02-06,1059-1311,1532-2688,Elsevier BV,"Humans | Status Epilepticus / drug therapy | Status Epilepticus / genetics | Female | Infant | Sodium-Potassium-Exchanging ATPase / genetics | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Memantine / therapeutic use | Excitatory Amino Acid Antagonists / therapeutic use",eng,,,,,,,,,,,,,,,medium,label,alias,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},ATP1A2 gene | Developmental epileptic encephalopathy | NMDAR antagonist | children | status epilepticus,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,Ketamine,NMDA receptor,,NMDA receptor,NMDA receptor antagonist,molecular_target,NMDA receptor,target,True,10.1080/15360288.2024.2441794,Intravenous Magnesium Sulfate as an Adjunct to Intravenous Ketamine for Acute Pain: A Case Series,compound_target,not_reported,not_reported,antagonist,,,antagonist,,,,not_applicable,not_reported,not_reported,clinical,Nathan Smith; Sanny Juresic; Kia Lor; Carrie Schmidt; Annie Bell Howrigon; Oludare Olatoye,2024,case_report,doi,case_report,original_empirical,primary_evidence,uncertain,supported,0.9,False,"Notably, in the postoperative phase of care, it shares intriguing similarities with ketamine as an NMDA receptor antagonist.",abstract_only,abstract_only,abstract,abstract,Case Series,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Journal of Pain & Palliative Care Pharmacotherapy,journal-article,2024-12-13,1536-0288,1536-0539,Informa UK Limited,"Humans | Magnesium Sulfate / administration & dosage | Magnesium Sulfate / therapeutic use | Ketamine / administration & dosage | Ketamine / therapeutic use | Female | Acute Pain / drug therapy | Analgesics / administration & dosage | Analgesics / therapeutic use | Middle Aged | Postoperative Pain / drug therapy | Administration, Intravenous | Drug Therapy, Combination | Infusions, Intravenous | Male | Aged | Adult",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},Acute Pain | Ketamine | Magnesium Sulfate | Pain,,,,,,
normalized,compound and graph entity matched local registry,Ketamine,NMDA receptor,,Ketamine,NMDA receptor,ketamine,NMDA receptor,,NMDA receptor,NMDA receptor antagonist,molecular_target,NMDA receptor,target,True,10.1097/fbp.0b013e32835cf442,"Pre-exposure to related substances induced place preference and self-administration of the NMDA receptor antagonist–benzodiazepine combination, zoletil",compound_target,not_applicable,not_reported,antagonist,,,antagonist,,,,not_applicable,rat,in vivo rat model,in_vivo,June Bryan I. de la Peña; Seo Young Yoon; Ike C. de la Peña; Hye Lim Lee; Irene Joy I. de la Peña; Jae Hoon Cheong,2012,primary_results,doi,primary_study,original_empirical,primary_evidence,uncertain,supported,0.9,False,"NMDA receptor antagonists (tiletamine, ketamine)",abstract_only,abstract_only,abstract,abstract,Preclinical animal study,,,,Projected from extraction_v1; support=supported; confidence=0.9; needs_human_review=False,Behavioural Pharmacology,journal-article,2012-12-13,0955-8810,1473-5849,Ovid Technologies (Wolters Kluwer Health),"Anesthetics / administration & dosage | Anesthetics / adverse effects | Anesthetics / pharmacology | Anesthetics / therapeutic use | Animals | Behavior, Animal / drug effects | Dose-Response Relationship, Drug | Drug Combinations | Drug Interactions | Ketamine / adverse effects | Ketamine / pharmacology | Locomotion / drug effects | Male | Nerve Tissue Proteins / antagonists & inhibitors | Neurons / drug effects | Neurons / metabolism | Rats | Rats, Sprague-Dawley | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Reinforcement, Psychology | Reward | Self Administration | Spatial Behavior / drug effects | Substance-Related Disorders / drug therapy | Substance-Related Disorders / metabolism | Tiletamine / administration & dosage | Tiletamine / adverse effects | Tiletamine / pharmacology | Tiletamine / therapeutic use | Zolazepam / administration & dosage | Zolazepam / adverse effects | Zolazepam / pharmacology | Zolazepam / therapeutic use",eng,,,,,,,,,,,,,,,medium,label,label,needs_external_id_lookup,complex_target_needs_subunit_mapping,{},{},,,,,,,
