compound,target,assay_type,affinity_type,affinity_value,affinity_unit,species,system,study_doi,study_title,study_year,evidence_level,source,notes,source_type,access_level,evidence_location,evidence_locator,study_design,authors,paper_type
DOI,5-HT2A,functional assay,IC50,10.0,uM,,in_vitro,10.3389/fncel.2015.00200,Suppression of piriform cortex activity in rat by corticotropin-releasing factor 1 and serotonin 2A/C receptors,2015,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: The piriform cortex (PC) is richly innervated by corticotropin-releasing factor (CRF) and serotonin (5-HT) containing axons arising from central amygdala and Raphe nucleu,preclinical_study,Chakravarthi Narla; Henry A. Dunn; Stephen S. G. Ferguson; Michael O. Poulter,primary_results
Ibogaine,DAT (SLC6A3),uptake inhibition,Ki,472.0,nM,,in_vitro,10.3389/fncel.2022.832536,Structure-Activity Relationships of Dopamine Transporter Pharmacological Chaperones,2022,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Mutations in the dopamine transporter gene (SLC6A3) have been implicated in many human diseases. Among these is the infantile parkinsonism-dystonia known as Dopamine Tran,preclinical_study,Charles Sutton; Erin Q. Williams; Hoomam Homsi; Pieter Beerepoot; Reza Nazari; Dong Han; Amy J. Ramsey; Deborah C. Mash; David E. Olson; Bruce Blough,primary_results
Salvinorin A,kappa opioid receptor (OPRK1),functional assay,EC50,50.0,nM,,in_vitro,10.3389/fneur.2021.782190,"The Salvinorin Analogue, Ethoxymethyl Ether Salvinorin B, Promotes Remyelination in Preclinical Models of Multiple Sclerosis",2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Multiple sclerosis is a neurodegenerative disease associated with demyelination and neuroinflammation in the central nervous system. There is an urgent need to develop re,preclinical_study,Kelly F. Paton; Katharina Robichon; Nikki Templeton; Lisa Denny; Afnan Al Abadey; Dan Luo; Thomas E. Prisinzano; Anne Camille La Flamme; Bronwyn M. Kivell,primary_results
Salvinorin A,kappa opioid receptor (OPRK1),functional assay,EC50,2.1,nM,,in_vitro,10.3389/fnins.2020.00765,Evaluation of Biased and Balanced Salvinorin A Analogs in Preclinical Models of Pain,2020,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: In the search for safer, non-addictive analgesics, kappa opioid receptor (KOPr) agonists are a potential target, as unlike mu-opioid analgesics, they do not have abuse po",preclinical_study,Kelly F. Paton; Andrew Biggerstaff; Sophia Kaska; Rachel Saylor Crowley; Anne Camille La Flamme; Thomas E. Prisinzano; Bronwyn M. Kivell,primary_results
Ketamine,NMDA receptor,radioligand binding,Ki,2.0,uM,,in_vitro,10.3389/fnmol.2018.00456,Hyperforin Potentiates Antidepressant-Like Activity of Lanicemine in Mice,2018,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: N-methyl-D-aspartate receptor (NMDAR) modulators induce rapid and sustained antidepressant like-activity in rodents through a molecular mechanism of action that involves,preclinical_study,Bartłomiej Pochwat; Bernadeta Szewczyk; Katarzyna Kotarska; Anna Rafało-Ulińska; Marcin Siwiec; Joanna Ewa Sowa; Krzysztof Tokarski; Agata Siwek; Alexandre Bouron; Kristina Friedland,primary_results
Ketamine,NMDA receptor,radioligand binding,EC50,5.0,M,,in_vitro,10.3389/fpain.2022.827372,Non-NMDA Mechanisms of Analgesia in Ketamine Analogs,2022,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Despite 50 years of clinical use and experimental endeavor the anesthetic, analgesic, and psychomimetic effects of ketamine remain to be fully elucidated. While NMDA rece",preclinical_study,Logan J. Voss; Martyn Harvey; James W. Sleigh,primary_results
Lisuride,TAAR1,functional assay,Ki,0.9,nM,,in_vitro,10.3389/fphar.2017.00987,The Case for TAAR1 as a Modulator of Central Nervous System Function,2018,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: TAAR1 is widely expressed across the mammalian brain, particularly in limbic and monoaminergic areas, allegedly involved in mood, attention, memory, fear, and addiction.",preclinical_study,Grazia Rutigliano; Alice Accorroni; Riccardo Zucchi,primary_results
MDMA,SERT (SLC6A4),radioligand binding,Ki,9880.0,nM,,in_vitro,10.3389/fphar.2019.00157,Aromatic Bromination Abolishes the Psychomotor Features and Pro-social Responses of MDMA (“Ecstasy”) in Rats and Preserves Affinity for the Serotonin Transporter (SERT),2019,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: The entactogen MDMA (3,4-methylenedioxy-methamphetamine, ""Ecstasy"") exerts its psychotropic effects acting primarily as a substrate of the serotonin transporter (SERT) to",preclinical_study,Patricio Sáez‐Briones; Vicente Castro-Castillo; Gabriela Díaz‐Véliz; Luis Valladares; Rafael Barra; Alejandro Hernández; Bruce K. Cassels,primary_results
TMA,TAAR1,radioligand binding,Ki,2500.0,nM,,in_vitro,10.3389/fphar.2019.01423,"Receptor Interaction Profiles of 4-Alkoxy-Substituted 2,5-Dimethoxyphenethylamines and Related Amphetamines",2019,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: <b>Background:</b> 2,4,5-Trimethoxyamphetamine (TMA-2) is a potent psychedelic compound. Structurally related 4-alkyloxy-substituted 2,5-dimethoxyamphetamines and pheneth",preclinical_study,Karolina E. Kolaczynska; Dino Luethi; Daniel Trachsel; Marius C. Hoener; Matthias E. Liechti,primary_results
TMA-2,TAAR1,radioligand binding,Ki,2500.0,nM,,in_vitro,10.3389/fphar.2019.01423,"Receptor Interaction Profiles of 4-Alkoxy-Substituted 2,5-Dimethoxyphenethylamines and Related Amphetamines",2019,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: <b>Background:</b> 2,4,5-Trimethoxyamphetamine (TMA-2) is a potent psychedelic compound. Structurally related 4-alkyloxy-substituted 2,5-dimethoxyamphetamines and pheneth",preclinical_study,Karolina E. Kolaczynska; Dino Luethi; Daniel Trachsel; Marius C. Hoener; Matthias E. Liechti,primary_results
Mescaline,NET (SLC6A2),uptake inhibition,Other,10.0,uM,,in_vitro,10.3389/fphar.2020.609811,Cellular Uptake of Psychostimulants – Are High- and Low-Affinity Organic Cation Transporters Drug Traffickers?,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Psychostimulants are used therapeutically and for illegal recreational purposes. Many of these are inhibitors of the presynaptic noradrenaline, dopamine, and serotonin tr",preclinical_study,Ole Jensen; Muhammad Rafehi; Lukas Gebauer; Jürgen Brockmöller,primary_results
Mescaline,DAT (SLC6A3),uptake inhibition,Other,10.0,uM,,in_vitro,10.3389/fphar.2020.609811,Cellular Uptake of Psychostimulants – Are High- and Low-Affinity Organic Cation Transporters Drug Traffickers?,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Psychostimulants are used therapeutically and for illegal recreational purposes. Many of these are inhibitors of the presynaptic noradrenaline, dopamine, and serotonin tr",preclinical_study,Ole Jensen; Muhammad Rafehi; Lukas Gebauer; Jürgen Brockmöller,primary_results
DMT,NET (SLC6A2),uptake inhibition,Other,10.0,uM,,in_vitro,10.3389/fphar.2020.609811,Cellular Uptake of Psychostimulants – Are High- and Low-Affinity Organic Cation Transporters Drug Traffickers?,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Psychostimulants are used therapeutically and for illegal recreational purposes. Many of these are inhibitors of the presynaptic noradrenaline, dopamine, and serotonin tr",preclinical_study,Ole Jensen; Muhammad Rafehi; Lukas Gebauer; Jürgen Brockmöller,primary_results
DMT,DAT (SLC6A3),uptake inhibition,Other,10.0,uM,,in_vitro,10.3389/fphar.2020.609811,Cellular Uptake of Psychostimulants – Are High- and Low-Affinity Organic Cation Transporters Drug Traffickers?,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Psychostimulants are used therapeutically and for illegal recreational purposes. Many of these are inhibitors of the presynaptic noradrenaline, dopamine, and serotonin tr",preclinical_study,Ole Jensen; Muhammad Rafehi; Lukas Gebauer; Jürgen Brockmöller,primary_results
Mescaline,TAAR1,radioligand binding,Ki,880.0,nM,,in_vitro,10.3389/fphar.2021.794254,"Receptor Interaction Profiles of 4-Alkoxy-3,5-Dimethoxy-Phenethylamines (Mescaline Derivatives) and Related Amphetamines",2022,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: 3,4,5-Trimethoxyphenethylamine (mescaline) is a psychedelic alkaloid found in peyote cactus. Related 4-alkoxy-3,5-dimethoxy-substituted phenethylamines (scalines) and amp",preclinical_study,Karolina E. Kolaczynska; Dino Luethi; Daniel Trachsel; Marius C. Hoener; Matthias E. Liechti,primary_results
DMT,5-HT2A,uptake inhibition,Ki,183.0,nM,,ex_vivo,10.3389/fphar.2023.1140656,A pilot study of cerebral metabolism and serotonin 5-HT2A receptor occupancy in rats treated with the psychedelic tryptamine DMT in conjunction with the MAO inhibitor harmine,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Rationale: The psychedelic effects of the traditional Amazonian botanical decoction known as ayahuasca are often attributed to agonism at brain serotonin 5-HT 2A receptor,pilot_trial,Klemens Egger; Frederik Gudmundsen; Naja Støckel Jessen; Christina Baun; Sandra N. Poetzsch; Vladimir Shalgunov; Matthias M. Herth; Boris B. Quednow; Chantal Martin‐Soelch; Dario Dornbierer,primary_results
Ayahuasca,5-HT2A,uptake inhibition,Ki,183.0,nM,,ex_vivo,10.3389/fphar.2023.1140656,A pilot study of cerebral metabolism and serotonin 5-HT2A receptor occupancy in rats treated with the psychedelic tryptamine DMT in conjunction with the MAO inhibitor harmine,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Rationale: The psychedelic effects of the traditional Amazonian botanical decoction known as ayahuasca are often attributed to agonism at brain serotonin 5-HT 2A receptor,pilot_trial,Klemens Egger; Frederik Gudmundsen; Naja Støckel Jessen; Christina Baun; Sandra N. Poetzsch; Vladimir Shalgunov; Matthias M. Herth; Boris B. Quednow; Chantal Martin‐Soelch; Dario Dornbierer,primary_results
Ketamine,NMDA receptor,radioligand binding,Other,100.0,uM,,in_vitro,10.3389/fphar.2025.1606976,"KETAMIR-2, a new molecular entity and novel ketamine analog",2025,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Ketamir-2 is a new molecular entity, and a novel ketamine analog designed to improve oral bioavailability, and offer a superior safety profile compared to existing ketami",preclinical_study,Itzchak Angel; Rita Perelroizen; Wendy Deffains; Florian W. Adraoui; Eddy Pichinuk; Ethan Aminov,primary_results
R-ketamine,NMDA receptor,functional assay,Other,100.0,uM,,in_vitro,10.3389/fphar.2025.1650926,"Oral administration of Ketamir-2, a novel ketamine analog, attenuates neuropathic pain in rodent models via selective NMDA antagonism",2025,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Ketamir-2 is a novel ketamine analog with improved oral bioavailability and superior safety profile compared to existing ketamine treatments of pain. It is a low-affinity,preclinical_study,Itzchak Angel; Rita Perelroizen; Edward Pichinuk; Ethan Aminov,primary_results
DOI,M3 muscarinic receptor (CHRM3),radioligand binding,Other,100.0,nM,,in_vivo,10.3389/fphys.2021.782588,Erratum: Regulation of the Muscarinic M3 Receptor by Myocardin-Related Transcription Factors,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: [This corrects the article DOI: 10.3389/fphys.2021.710968.].,preclinical_study,Frontiers Production Office,primary_results
Ketamine,NMDA receptor,functional assay,Ki,3.4,nM,,in_vitro,10.3390/biom10081134,Is Memantine Effective as an NMDA Receptor Antagonist in Adjunctive Therapy for Schizophrenia?,2020,high,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Memantine, an N-methyl-d-aspartate (NMDA) receptor antagonist approved for treating Alzheimer’s disease, has a good safety profile and is increasingly being studied for p",randomized_controlled_trial,Tetsuro Kikuchi,primary_results
Ketamine,NMDA receptor,radioligand binding,Ki,0.3,uM,,in_vivo,10.3390/biom13091411,Esketamine Inhibits Cocaine-Seeking Behaviour Subsequent to Various Abstinence Conditions in Rats,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Background: Cocaine use disorder (CUD) is a relapsing brain disease caused by a chronic drug intake that involves neural mechanisms and psychological processes, including",preclinical_study,Karolina Wydra; Kacper Witek; Agata Suder; Małgorzata Filip,primary_results
R-ketamine,NMDA receptor,functional assay,Other,0.8,uM,,in_vitro,10.3390/biomedicines11102664,Activation of σ1-Receptors by R-Ketamine May Enhance the Antidepressant Effect of S-Ketamine,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Ketamine is a racemic mixture composed of two enantiomers, S-ketamine and R-ketamine. In preclinical studies, both enantiomers have exhibited antidepressant effects, but",preclinical_study,Hans O. Kalkman,primary_results
Salvinorin A,kappa opioid receptor (OPRK1),radioligand binding,IC50,52.0,nM,,in_vitro,10.3390/biomedicines9060625,Multifunctional Enkephalin Analogs with a New Biological Profile: MOR/DOR Agonism and KOR Antagonism,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: In our previous studies, we developed a series of mixed MOR/DOR agonists that are enkephalin-like tetrapeptide analogs with an N-phenyl-N-piperidin-4-ylpropionamide (Ppp)",in_vitro_binding_assay,Yeon Sun Lee; Michael Remesic; Cyf Ramos-Colon; Zhijun Wu; Justin LaVigne; Gabriella Molnar; Dagmara Tymecka; Aleksandra Misicka; John M. Streicher; Victor J. Hruby,primary_results
MDA,Sigma-2 receptor (TMEM97),uptake inhibition,Ki,10.2,nM,,in_vitro,10.3390/cancers12020257,"NO1, a New Sigma 2 Receptor/TMEM97 Fluorescent Ligand, Downregulates SOCE and Promotes Apoptosis in the Triple Negative Breast Cancer Cell Lines",2020,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: (1) Background: The structure of the Sigma 2 receptor/TMEM97 (σ2RTMEM97) has recently been reported. (2, 3) Methods and results: We used genetic and biochemical approache",preclinical_study,Carlos Cantonero; Pedro Javier Camello; Carmen Abate; Francesco Berardi; Gines Maria Salido; Juan Antonio Rosado; Pedro C. Redondo,primary_results
LSD,5-HT2A,radioligand binding,Ki,0.003,uM,,in_vitro,10.3390/ijms17111953,d-Lysergic Acid Diethylamide (LSD) as a Model of Psychosis: Mechanism of Action and Pharmacology,2016,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: d-Lysergic Acid Diethylamide (LSD) is known for its hallucinogenic properties and psychotic-like symptoms, especially at high doses. It is indeed used as a pharmacologica",in_vitro_binding_assay,Danilo De Gregorio; Stefano Comai; Luca Posa; Gabriella Gobbi,primary_results
Ibogaine,Sigma-2 receptor (TMEM97),radioligand binding,Ki,8554.0,nM,,in_vitro,10.3390/ijms20030488,Morphing of Ibogaine: A Successful Attempt into the Search for Sigma-2 Receptor Ligands,2019,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Ibogaine is a psychoactive indole alkaloid with high affinity for several targets including the σ2 receptor. Indeed, extensive data support the involvement of the σ2 rece",in_vitro_binding_assay,Giuseppe Floresta; Maria Dichiara; Davide Gentile; Orazio Prezzavento; Agostino Marrazzo; Antonio Rescifina; Emanuele Amata,primary_results
S-ketamine,NMDA receptor,functional assay,Ki,0.7,uM,,in_vivo,10.3390/ijms21217951,Candidate Strategies for Development of a Rapid-Acting Antidepressant Class That Does Not Result in Neuropsychiatric Adverse Effects: Prevention of Ketamine-Induced Neuropsychiatric Adverse Reactions,2020,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Non-competitive N-methyl-D-aspartate/glutamate receptor (NMDAR) antagonism has been considered to play important roles in the pathophysiology of schizophrenia. In spite o,preclinical_study,Motohiro Okada; Yasuhiro Kawano; Kouji Fukuyama; Eishi Motomura; Takashi Shiroyama,primary_results
R-ketamine,NMDA receptor,functional assay,Ki,0.7,uM,,in_vivo,10.3390/ijms21217951,Candidate Strategies for Development of a Rapid-Acting Antidepressant Class That Does Not Result in Neuropsychiatric Adverse Effects: Prevention of Ketamine-Induced Neuropsychiatric Adverse Reactions,2020,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Non-competitive N-methyl-D-aspartate/glutamate receptor (NMDAR) antagonism has been considered to play important roles in the pathophysiology of schizophrenia. In spite o,preclinical_study,Motohiro Okada; Yasuhiro Kawano; Kouji Fukuyama; Eishi Motomura; Takashi Shiroyama,primary_results
Ketamine,NMDA receptor,functional assay,Ki,0.7,uM,,in_vivo,10.3390/ijms21217951,Candidate Strategies for Development of a Rapid-Acting Antidepressant Class That Does Not Result in Neuropsychiatric Adverse Effects: Prevention of Ketamine-Induced Neuropsychiatric Adverse Reactions,2020,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Non-competitive N-methyl-D-aspartate/glutamate receptor (NMDAR) antagonism has been considered to play important roles in the pathophysiology of schizophrenia. In spite o,preclinical_study,Motohiro Okada; Yasuhiro Kawano; Kouji Fukuyama; Eishi Motomura; Takashi Shiroyama,primary_results
Psilocybin,5-HT2A,radioligand binding,Kd,50.0,mM,,in_vitro,10.3390/ijms22020835,A Single Dose of Psilocybin Increases Synaptic Density and Decreases 5-HT2A Receptor Density in the Pig Brain,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: A single dose of psilocybin, a psychedelic and serotonin 2A receptor (5-HT<sub>2A</sub>R) agonist, may be associated with antidepressant effects. The mechanism behind its",in_vitro_binding_assay,Nakul Ravi Raval; Annette Johansen; Lene Lundgaard Donovan; Nídia Fernandez Ros; Brice Ozenne; Hanne Demant Hansen; Gitte Moos Knudsen,primary_results
MDMA,SERT,uptake inhibition,IC50,100.0,uM,,in_vitro,10.3390/ijms222312995,Interaction Profiles of Central Nervous System Active Drugs at Human Organic Cation Transporters 1–3 and Human Plasma Membrane Monoamine Transporter,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Many psychoactive compounds have been shown to primarily interact with high-affinity and low-capacity solute carrier 6 (SLC6) monoamine transporters for norepinephrine (N,preclinical_study,Thomas J. F. Angenoorth; Stevan Stankovic; Marco Niello; Marion Holy; Simon D. Brandt; Harald H. Sitte; Julian Maier,primary_results
MDMA,SERT (SLC6A4),uptake inhibition,IC50,100.0,uM,,in_vitro,10.3390/ijms222312995,Interaction Profiles of Central Nervous System Active Drugs at Human Organic Cation Transporters 1–3 and Human Plasma Membrane Monoamine Transporter,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: Many psychoactive compounds have been shown to primarily interact with high-affinity and low-capacity solute carrier 6 (SLC6) monoamine transporters for norepinephrine (N,preclinical_study,Thomas J. F. Angenoorth; Stevan Stankovic; Marco Niello; Marion Holy; Simon D. Brandt; Harald H. Sitte; Julian Maier,primary_results
MDMA,SERT (SLC6A4),radioligand binding,Ki,1.0,nM,,in_vivo,10.3390/ijms23137035,"Amitriptyline Accelerates SERT Binding Recovery in a Rat 3,4-Methylenedioxymethamphetamine (MDMA) Model: In Vivo 4-[18F]-ADAM PET Imaging",2022,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Numerous studies have confirmed that 3,4-Methylenedioxymethamphetamine (MDMA) produces long-lasting changes to the density of the serotonin reuptake transporter (SERT). A",preclinical_study,Chi-Jung Tsai; Chuang-Hsin Chiu; Yu-Yeh Kuo; Wen-Sheng Huang; Tsung-Hsun Yu; Leo Garcia Flores; Skye Hsin-Hsien Yeh; Kuo-Hsing Ma,primary_results
DOI,5-HT2A,radioligand binding,Kd,0.3,nM,,in_vitro,10.3390/medicina55070393,Intra-Nasally Administered Oligopeptide Lunasin Acts as a Possible Anti-Psychotic Agent in Mice Models,2019,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Background and Objectives: Previously we have shown that synthetic lunasin, a 43 amino acid residue-containing peptide, after its central (intracisternal) administration",preclinical_study,Zane Dzirkale; Ilva Nakurte; Kaspars Jekabsons; Ruta Muceniece; Vija Klusa,primary_results
Psilocybin,5-HT2A,radioligand binding,Kd,60.0,M,,in_vitro,10.3390/molecules26092451,Molecular and Functional Imaging Studies of Psychedelic Drug Action in Animals and Humans,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Hallucinogens are a loosely defined group of compounds including LSD, N,N-dimethyltryptamines, mescaline, psilocybin/psilocin, and 2,5-dimethoxy-4-methamphetamine (DOM),",preclinical_study,Paul Cumming; Milan Scheidegger; Dario Dornbierer; Mikael Palner; Boris B. Quednow; Chantal Martin-Soelch,primary_results
LSD,5-HT2A,radioligand binding,Kd,60.0,M,,in_vitro,10.3390/molecules26092451,Molecular and Functional Imaging Studies of Psychedelic Drug Action in Animals and Humans,2021,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Hallucinogens are a loosely defined group of compounds including LSD, N,N-dimethyltryptamines, mescaline, psilocybin/psilocin, and 2,5-dimethoxy-4-methamphetamine (DOM),",preclinical_study,Paul Cumming; Milan Scheidegger; Dario Dornbierer; Mikael Palner; Boris B. Quednow; Chantal Martin-Soelch,primary_results
Salvinorin A,kappa opioid receptor (OPRK1),radioligand binding,Ki,17.6,nM,,in_vitro,10.3390/molecules28020718,Solving an Old Puzzle: Elucidation and Evaluation of the Binding Mode of Salvinorin A at the Kappa Opioid Receptor,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,Abstract snippet: The natural product Salvinorin A (SalA) was the first nitrogen-lacking agonist discovered for the opioid receptors and exhibits high selectivity for the kappa opioid rece,preclinical_study,Kristina Puls; Gerhard Wolber,primary_results
Ketamine,NMDA receptor,radioligand binding,IC50,0.009,uM,,in_vitro,10.3390/molecules28114346,Binding Affinity and Mechanisms of Potential Antidepressants Targeting Human NMDA Receptors,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Depression, a mental disorder that plagues the world, is a burden on many families. There is a great need for new, fast-acting antidepressants to be developed. N-methyl-D",preclinical_study,Simin Ye; Yanqiang Han; Zhiyun Wei; Jinjin Li,primary_results
S-ketamine,NMDA receptor,radioligand binding,IC50,0.009,uM,,in_vitro,10.3390/molecules28114346,Binding Affinity and Mechanisms of Potential Antidepressants Targeting Human NMDA Receptors,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Depression, a mental disorder that plagues the world, is a burden on many families. There is a great need for new, fast-acting antidepressants to be developed. N-methyl-D",preclinical_study,Simin Ye; Yanqiang Han; Zhiyun Wei; Jinjin Li,primary_results
R-ketamine,NMDA receptor,radioligand binding,IC50,0.009,uM,,in_vitro,10.3390/molecules28114346,Binding Affinity and Mechanisms of Potential Antidepressants Targeting Human NMDA Receptors,2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Depression, a mental disorder that plagues the world, is a burden on many families. There is a great need for new, fast-acting antidepressants to be developed. N-methyl-D",preclinical_study,Simin Ye; Yanqiang Han; Zhiyun Wei; Jinjin Li,primary_results
Salvinorin A,kappa opioid receptor (OPRK1),uptake inhibition,Ki,2.5,nM,,in_vitro,10.3390/molecules28124848,"The Kappa Opioid Receptor Agonist 16-Bromo Salvinorin A Has Anti-Cocaine Effects without Significant Effects on Locomotion, Food Reward, Learning and Memory, or Anxiety and Depressive-like Behaviors",2023,medium,doi,Auto-generated stub from DOI queue; Abstract-first autofill from paper metadata; Full-text PDF autofill for mechanistic affinity fields,primary_study,full_text_seen,text,"Abstract snippet: Kappa opioid receptor (KOR) agonists have preclinical antipsychostimulant effects; however, adverse side effects have limited their therapeutic development. In this precl",preclinical_study,Ross van de Wetering; Amy Ewald; Susan Welsh; Lindsay Kornberger; Samuel E. Williamson; Bryan D. McElroy; Eduardo R. Butelman; Thomas E. Prisinzano; Bronwyn M. Kivell,primary_results
