# combined discovered DOI queue (mechanistic) generated at 2026-05-15T06:41:08.576758+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.1038/mp.2016.39,,,"Cocaine self-administration disrupted by the N-methyl-D-aspartate receptor antagonist ketamine: a randomized, crossover trial",2016,Elias Dakwar; Carl L. Hart; Frances R. Levin; Edward V. Nunes; Richard W. Foltin
10.1007/s00213-016-4399-2,,,Comparison of R-ketamine and rapastinel antidepressant effects in the social defeat stress model of depression,2016,Bangkun Yang; Ji-chun Zhang; Mei Han; Wei Yao; Chun Yang; Qian Ren; Min Ma; Qianxue Chen; Kenji Hashimoto
10.1073/pnas.1603282113,,,Control of serotonin transporter phosphorylation by conformational state,2016,Yuan‐Wei Zhang; Benjamin E. Turk; Gary Rudnick
10.2174/1570159x14666160225154812,,,D-cycloserine in Schizophrenia: New Strategies for Improving Clinical Outcomes by Enhancing Plasticity,2016,Donald Goff
10.1155/2016/8056370,,,Dendritic Spines in Depression: What We Learned from Animal Models,2016,Hui Qiao; Ming-Xing Li; Chang Xu; Hui-Bin Chen; Shu-Cheng An; Xin‐Ming Ma
10.1038/nm.4225,,,Developmental timing and critical windows for the treatment of psychiatric disorders,2016,Òscar Marín
10.1074/jbc.m116.762872,,,Dopamine Transporter Amino and Carboxyl Termini Synergistically Contribute to Substrate and Inhibitor Affinities,2016,Carolyn G. Sweeney; Bradford P. Tremblay; Thomas Stockner; Harald H. Sitte; Haley E. Melikian
10.1038/npp.2016.21,,,Early-Life Social Isolation Stress Increases Kappa Opioid Receptor Responsiveness and Downregulates the Dopamine System,2016,Anushree N. Karkhanis; Jamie H. Rose; Jeffrey L. Weiner; Sara R. Jones
10.1016/j.neuropharm.2016.03.038,,,Effect of 5-HT2A and 5-HT2C receptors on temporal discrimination by mice,2016,Adam L. Halberstadt; Ivan S. Sindhunata; Kees Scheffers; Aaron D. Flynn; Richard F. Sharp; Mark A. Geyer; Jared W. Young
10.3389/fphar.2016.00348,,,Effects of Ketamine on Resting-State EEG Activity and Their Relationship to Perceptual/Dissociative Symptoms in Healthy Humans,2016,Sara de la Salle; Joëlle Choueiry; Dhrasti Shah; Hayley Bowers; Judy McIntosh; Vadim Ilivitsky; Verner Knott
10.1073/pnas.1524187113,,,Effects of serotonin 2A/1A receptor stimulation on social exclusion processing,2016,Katrin H. Preller; Thomas Pokorny; Andreas Hock; Rainer Kraehenmann; Philipp Stämpfli; Erich Seifritz; Milan Scheidegger; Franz X. Vollenweider
10.1016/j.clinph.2016.03.005,,,Electroencephalogram signatures of ketamine anesthesia-induced unconsciousness,2016,Oluwaseun Akeju; Andrew H. Song; Allison E. Hamilos; Kara J. Pavone; Francisco Flores; Emery N. Brown; Patrick L. Purdon
10.1016/j.drudis.2016.01.016,,,Emerging treatment mechanisms for depression: focus on glutamate and synaptic plasticity,2016,Danielle M. Gerhard; Eric S. Wohleb; Ronald S. Duman
10.1016/j.neuropharm.2016.08.004,,,Ephenidine: A new psychoactive agent with ketamine-like NMDA receptor antagonist properties,2016,Heather Kang; Pojeong Park; Zuner A. Bortolotto; Simon D. Brandt; Tristan Colestock; Jason Wallach; Graham L. Collingridge; David Lodge
10.26686/wgtn.17014082,,,Exploring the Aversive and Anxiogenic Effects of Novel Kappa Opioid Receptor Agonists in Rats,2016,Aimee Culverhouse
10.26686/wgtn.17014082.v1,,,Exploring the Aversive and Anxiogenic Effects of Novel Kappa Opioid Receptor Agonists in Rats,2016,Aimee Culverhouse
10.1016/j.neuropharm.2016.09.011,,,Fast-acting antidepressants rapidly stimulate ERK signaling and BDNF release in primary neuronal cultures,2016,Ashley E. Lepack; Eunyoung Bang; Boyoung Lee; Jason M. Dwyer; Ronald S. Duman
10.1038/srep21322,,,Hedonic sensitivity to low-dose ketamine is modulated by gonadal hormones in a sex-dependent manner,2016,Samantha K. Saland; Kristin J. Schoepfer; Mohamed Kabbaj
10.2174/1570159x14666161031144427,,,Herbal Highs: Review on Psychoactive Effects and Neuropharmacology,2016,Silvia Graziano; Laura Orsolini; Maria Concetta Rotolo; Roberta Tittarelli; Fabrizio Schifano; Simona Pichini
10.1016/j.brainres.2016.02.024,,,Highly selective non-opioid kappa opioid receptor (KOR) agonist salvinorin A protects against forebrain ischemia-induced brain injury in rats,2016,Jihua Xin; Yan Zhang; Zhenzhou He; Zhenhong Wang
10.1016/j.neuroimage.2016.12.032,,,Imaging the neuroplastic effects of ketamine with VBM and the necessity of placebo control,2016,Anna Höflich; Sebastian Ganger; Martin Tik; Andreas Hahn; Georg S. Kranz; Thomas Vanicek; Marie Spies; Christoph Kraus; Christian Windischberger; Siegfried Kasper
10.1016/j.comppsych.2016.10.012,,,Increase in PAS-induced neuroplasticity after a treatment course of intranasal ketamine for depression. Report of three cases from a placebo-controlled trial,2016,Verònica Gálvez; Stevan Nikolin; Kerrie-Anne Ho; Angelo Alonzo; Andrew A. Somogyi; Colleen Loo
10.1016/j.cub.2016.02.010,,,Increased Global Functional Connectivity Correlates with LSD-Induced Ego Dissolution,2016,Enzo Tagliazucchi; Leor Roseman; Mendel Kaelen; Csaba Orbán; Suresh Muthukumaraswamy; Kevin Murphy; Helmut Laufs; Robert Leech; John McGonigle; Nicolás Crossley
10.1016/j.euroneuro.2016.03.012,,,Inhibition of alpha oscillations through serotonin-2A receptor activation underlies the visual effects of ayahuasca in humans,2016,Marta Valle; Ana Maqueda; Mireia Rabella; Aina Rodríguez‐Pujadas; Rosa María Antonijoan; Sergio Romero; Joan Francesc Alonso; Miguel Ángel Mañanas; Steven A. Barker; Pablo Friedländer
10.1016/j.biopha.2016.10.094,,,Inhibition of long non-coding RNA IGF2AS protects apoptosis and neuronal loss in anesthetic-damaged mouse neural stem cell derived neurons,2016,Chengwei Song; Chengjun Song; Kui Chen; Xiang Dong Zhang
10.26686/wgtn.17148113,,,Investigating the anti-cocaine effects of novel kappa opioid receptor agonists: Behavioural and cellular actions of Salvinorin A analogues,2016,Amy Ewald
10.1038/tp.2016.116,,,Involvement of the agmatinergic system in the depressive-like phenotype of the Crtc1 knockout mouse model of depression,2016,Elsa M. Meylan; Lionel Breuillaud; Tamara Seredenina; Pierre J. Magistretti; Olivier Halfon; Ruth Luthi‐Carter; J-R Cardinaux
10.1101/084525,,,Isoflurane produces antidepressant effects and induces TrkB signaling in rodents,2016,Hanna Antila; Maria Ryazantseva; Dina Popova; Pia Sipilä; Ramón Guirado; Samuel Kohtala; İpek Yalçın; Jesse Lindholm; Liisa Vesa; Vinicius Sato
10.2174/1570159x13666150727220944,,,"Kappa Opioids, Salvinorin A and Major Depressive Disorder",2016,George T. Taylor; Francesca M. Manzella
10.1016/j.brainresbull.2016.05.016,,,Ketamine abuse potential and use disorder,2016,Yu Liu; Deyong Lin; Boliang Wu; Wenhua Zhou
10.1016/j.nbd.2016.12.026,,,Ketamine accelerates fear extinction via mTORC1 signaling,2016,Matthew J. Girgenti; Sriparna Ghosal; Dora Lopresto; Jane R. Taylor; Ronald S. Duman
10.1016/j.neuropharm.2016.04.021,,,Ketamine modulates hippocampal neurogenesis and pro-inflammatory cytokines but not stressor induced neurochemical changes,2016,Melanie Clarke; Sara Razmjou; Natalie Prowse; Zach Dwyer; Darcy Litteljohn; Rowan Pentz; Hymie Anisman; Shawn Hayley
10.1111/bdi.12436,,,Ketamine‐induced inhibition of glycogen synthase kinase‐3 contributes to the augmentation of α‐amino‐3‐hydroxy‐5‐methylisoxazole‐4‐propionic acid (AMPA) receptor signaling,2016,Eléonore Beurel; Steven F. Grieco; Celeste Amadei; Kimberlee Downey; Richard S. Jope
10.1080/14728222.2016.1238899,,,Ketamine’s antidepressant action: beyond NMDA receptor inhibition,2016,Kenji Hashimoto
10.1016/j.biopha.2016.05.050,,,Long noncoding RNA BDNF-AS regulates ketamine-induced neurotoxicity in neural stem cell derived neurons,2016,Xiaozhu Zheng; Chunshui Lin; Yuhong Li; Jing Ye; Jiali Zhou; Peipei Guo
10.3109/00952990.2016.1170135,,,Long-term follow-up of psilocybin-facilitated smoking cessation,2016,Matthew W. Johnson; Albert Garcia‐Romeu; Roland R. Griffiths
10.1523/eneuro.0133-15.2016,,,Longitudinal Effects of Ketamine on Dendritic Architecture<i>In Vivo</i>in the Mouse Medial Frontal Cortex,2016,Victoria Phoumthipphavong; Florent Barthas; Samantha Hassett; Alex C. Kwan
10.1038/nrdp.2016.65,,,Major depressive disorder,2016,Christian Otte; Stefan M. Gold; Brenda W.J.H. Penninx; Carmine M. Pariante; Amit Etkin; Maurizio Fava; David C. Mohr; Alan F. Schatzberg
10.1038/ncomms10652,,,Mechanisms of amphetamine action illuminated through optical monitoring of dopamine synaptic vesicles in Drosophila brain,2016,Zachary Freyberg; Mark S. Sonders; Jenny I. Aguilar; Takato Hiranita; Caline S. Karam; Jorge A. Flores; Andréa Baldocchi Pizzo; Yuchao Zhang; Zachary J. Farino; Audrey Chen
10.1038/ncomms12540,,,Microglia contact induces synapse formation in developing somatosensory cortex,2016,Akiko Miyamoto; Hiroaki Wake; Ayako Ishikawa; Kei Eto; Keisuke Shibata; Hideji Murakoshi; Schuichi Koizumi; Andrew J. Moorhouse; Yumiko Yoshimura; Junichi Nabekura
10.1111/epi.13480,,,Midazolam–ketamine dual therapy stops cholinergic status epilepticus and reduces Morris water maze deficits,2016,Jérôme Niquet; Roger A. Baldwin; Keith M. Norman; Lucie Suchomelová; Lucille A. Lumley; Claude G. Wasterlain
10.1038/mp.2015.194,,,Misassembly of full-length Disrupted-in-Schizophrenia 1 protein is linked to altered dopamine homeostasis and behavioral deficits,2016,Svenja V. Trossbach; Verian Bader; Laura Hecher; M.E. Pum; Shababa T. Masoud; Ingrid Prikulis; Sandra Schäble; M A de Souza Silva; Ping Su; Benoit Boulat
10.1016/j.euroneuro.2016.01.005,,,Modulatory effect of the 5-HT1A agonist buspirone and the mixed non-hallucinogenic 5-HT1A/2A agonist ergotamine on psilocybin-induced psychedelic experience,2016,Thomas Pokorny; Katrin H. Preller; Rainer Kraehenmann; Franz X. Vollenweider
10.1002/ptr.5599,,,Molecular Signaling Pathways Behind the Biological Effects of<i>Salvia</i>Species Diterpenes in Neuropharmacology and Cardiology,2016,Maryam Akaberi; Mehrdad Iranshahi; Soghra Mehri
10.1016/j.phrs.2016.04.028,,,Molecular mechanisms of serotonergic action of the HIV-1 antiretroviral efavirenz,2016,Dhwanil A. Dalwadi; Seongcheol Kim; Shahnawaz Amdani; Zhenglan Chen; Renqi Huang; John A. Schetz
10.1371/journal.pone.0157602,,,N-Acetyl Cysteine May Support Dopamine Neurons in Parkinson's Disease: Preliminary Clinical and Cell Line Data,2016,Daniel Monti; George Zabrecky; Daniel Kremens; Tsao‐Wei Liang; Nancy Wintering; Jingli Cai; Xiatao Wei; Anthony J. Bazzan; Zhong Li; Brendan Bowen
10.1038/nature17998,,,NMDAR inhibition-independent antidepressant actions of ketamine metabolites,2016,Panos Zanos; Ruin Moaddel; Patrick J. Morris; Polymnia Georgiou; Jonathan Fischell; Gregory I. Elmer; Manickavasagom Alkondon; Peixiong Yuan; Heather J. Pribut; N. Singh
10.1093/ijnp/pyw016,,,"Naltrexone but Not Ketanserin Antagonizes the Subjective, Cardiovascular, and Neuroendocrine Effects of Salvinorin-A in Humans",2016,Ana Maqueda; Marta Valle; Peter H. Addy; Rosa María Antonijoan; Montserrat Puntes; Jimena Coimbra; María Rosa Ballester; Maite Garrido; M. J. González; Judit Claramunt
10.1159/000454985,,,Nardostachys jatamansi Targets BDNF-TrkB to Alleviate Ketamine-Induced Schizophrenia-Like Symptoms in Rats,2016,Anjali Janardhanan; Anjana Sadanand; Arambakkam Janardhanam Vanisree
10.1007/s12640-016-9654-0,,,Neurotoxic Effects of 5-MeO-DIPT: A Psychoactive Tryptamine Derivative in Rats,2016,Karolina Noworyta; Katarzyna Kamińska; Grzegorz Kreiner; Zofia Rogóż; Krystyna Gołembiowska
10.1038/srep26331,,,PKA-CREB-BDNF signaling regulated long lasting antidepressant activities of Yueju but not ketamine,2016,Wenda Xue; Wei Wang; Tong Gong; Hailou Zhang; Weiwei Tao; Lihong Xue; Yan Sun; Fushun Wang; Gang Chen
10.1074/jbc.m116.749119,,,Pharmacological Chaperones of the Dopamine Transporter Rescue Dopamine Transporter Deficiency Syndrome Mutations in Heterologous Cells,2016,Pieter Beerepoot; Vincent Lam; Ali Salahpour
10.1126/scitranslmed.aaf7151,,,Post-anesthesia AMPA receptor potentiation prevents anesthesia-induced learning and synaptic deficits,2016,Lianyan Huang; Joseph Cichon; Ipe Ninan; Guang Yang
10.4103/1673-5374.177708,,,Practical application of the neuroregenerative properties of ketamine: real world treatment experience,2016,Theodore A. Henderson
10.1016/s2215-0366(16)30065-7,,,Psilocybin with psychological support for treatment-resistant depression: an open-label feasibility study,2016,Robin Carhart‐Harris; Mark Bolstridge; James Rucker; Camilla Day; David Erritzøe; Mendel Kaelen; Michael Bloomfield; James A. Rickard; Ben Forbes; Amanda Feilding
10.1093/ijnp/pyw089,,,Rapid and Sustained Antidepressant Action of the mGlu2/3 Receptor Antagonist MGS0039 in the Social Defeat Stress Model: Comparison with Ketamine,2016,Chao Dong; Ji-chun Zhang; Wei Yao; Qian Ren; Min Ma; Chun Yang; Shigeyuki Chaki; Kenji Hashimoto
10.1016/j.euroneuro.2016.05.001,,,Receptor interaction profiles of novel psychoactive tryptamines compared with classic hallucinogens,2016,Anna Rickli; Olivier D. Moning; Marius C. Hoener; Matthias E. Liechti
10.1007/s12264-016-0081-2,,,Risks Associated with Misuse of Ketamine as a Rapid-Acting Antidepressant,2016,Weili Zhu; Zengbo Ding; Yinan Zhang; Jie Shi; Kenji Hashimoto; Lin Lü
10.1016/j.pnpbp.2016.03.009,,,Role of glutamate receptors and glial cells in the pathophysiology of treatment-resistant depression,2016,Yong‐Ku Kim; Kyoung‐Sae Na
10.1016/s0140-6736(15)01121-6,,,Schizophrenia,2016,Michael J. Owen; Akira Sawa; Preben Bo Mortensen
10.1017/s0033291716000064,,,"Single-dose infusion ketamine and non-ketamine<i>N</i>-methyl-<scp>d</scp>-aspartate receptor antagonists for unipolar and bipolar depression: a meta-analysis of efficacy, safety and time trajectories",2016,Taishiro Kishimoto; Jatinder Mohan Chawla; Katsuhiko Hagi; Carlos A. Zarate; John M. Kane; Michael Bauer; Christoph U. Correll
10.1523/jneurosci.1203-16.2016,,,The Role of GluN2C-Containing NMDA Receptors in Ketamine's Psychotogenic Action and in Schizophrenia Models,2016,Elizaveta Khlestova; Jon W. Johnson; John H. Krystal; John Lisman
10.3389/fphar.2016.00035,,,The Therapeutic Potentials of Ayahuasca: Possible Effects against Various Diseases of Civilization,2016,Ede Frecska; Petra Bokor; Michael Winkelman
10.1007/s00213-016-4396-5,,,The effects of ecstasy on neurotransmitter systems: a review on the findings of molecular imaging studies,2016,Yosta Vegting; Liesbeth Reneman; Jan Booij
10.1007/s00213-016-4203-3,,,The novel ketamine analog methoxetamine produces dissociative-like behavioral effects in rodents,2016,Adam L. Halberstadt; Natalia Slepak; James Hyun; Mahálah R. Buell; Susan B. Powell
10.1093/cercor/bhw168,,,The<i>N</i>-Methyl d-Aspartate Glutamate Receptor Antagonist Ketamine Disrupts the Functional State of the Corticothalamic Pathway,2016,Paul Anderson; Nigel C. Jones; Terence J. O’Brien; Didier Pinault
10.2174/1570159x14666160321123221,,,Therapeutic Modulation of Glutamate Receptors in Major Depressive Disorder,2016,Brittany A. Jaso; Mark J. Niciu; Nicolas D. Iadarola; Níall Lally; Erica M. Richards; Minkyung Park; Elizabeth D. Ballard; Allison C. Nugent; Rodrigo Machado‐Vieira; Carlos A. Zarate
10.3390/ijms17111953,,,d-Lysergic Acid Diethylamide (LSD) as a Model of Psychosis: Mechanism of Action and Pharmacology,2016,Danilo De Gregorio; Stefano Comai; Luca Posa; Gabriella Gobbi
10.1038/srep21548,,,μ Opioid receptor: novel antagonists and structural modeling,2016,Teresa Kaserer; Aquilino Lantero; Helmut Schmidhammer; Mariana Spetea; Daniela Schuster
10.1016/j.neuron.2015.03.065,,,A New DREADD Facilitates the Multiplexed Chemogenetic Interrogation of Behavior,2015,Eyal Vardy; J. Elliott Robinson; Chia Li; Reid H. J. Olsen; Jeffrey F. DiBerto; Philippe Giguère; Flori M. Sassano; Xi‐Ping Huang; Hu Zhu; Daniel J. Urban
10.1074/jbc.m115.641357,,,A Salt Bridge Linking the First Intracellular Loop with the C Terminus Facilitates the Folding of the Serotonin Transporter,2015,Florian Koban; Ali El‐Kasaby; Cornelia Häusler; Thomas Stockner; Benedikt Simbrunner; Harald H. Sitte; Michael Freissmuth; Sonja Sučić
10.1037/a0038550,,,A brief history of the development of antidepressant drugs: From monoamines to glutamate.,2015,Todd M. Hillhouse; Joseph H. Porter
10.1038/mp.2015.176,,,Activation of a ventral hippocampus–medial prefrontal cortex pathway is both necessary and sufficient for an antidepressant response to ketamine,2015,Flavia Carreño; Jennifer J. Donegan; Angela M. Boley; Aparna Shah; M DeGuzman; Alan Frazer; Daniel J. Lodge
10.1371/journal.pone.0137202,,,Acute Biphasic Effects of Ayahuasca,2015,Eduardo Ekman Schenberg; João Felipe Morel Alexandre; Renato Filev; André M. Cravo; João Ricardo Sato; Suresh Muthukumaraswamy; Maurı́cio Yonamine; Marian Waguespack; Izabela Lomnicka; Steven A. Barker
10.1523/jneurosci.4034-14.2015,,,Amphetamine Action at the Cocaine- and Antidepressant-Sensitive Serotonin Transporter Is Modulated by αCaMKII,2015,Thomas Steinkellner; Therese Montgomery; Tina Hofmaier; Oliver Kudlacek; Jae‐Won Yang; Mattias Rickhag; Gangsoo Jung; Gert Lübec; Ulrik Gether; Michael Freissmuth
10.1073/pnas.1511670112,,,Amphetamine activates Rho GTPase signaling to mediate dopamine transporter internalization and acute behavioral effects of amphetamine,2015,David Wheeler; Suzanne M. Underhill; Donna B. Stolz; Geoffrey Murdoch; Edda Thiels; Guillermo Romero; Susan Amara
10.1016/j.ceca.2015.06.013,,,Amphetamine activates calcium channels through dopamine transporter-mediated depolarization,2015,Krasnodara Cameron; Ernesto Solis; Iwona Ruchala; Louis J. DeFelice; José M. Eltit
10.1021/acschemneuro.5b00099,,,An Orally Active Phenylaminotetralin-Chemotype Serotonin 5-HT<sub>7</sub>and 5-HT<sub>1A</sub>Receptor Partial Agonist That Corrects Motor Stereotypy in Mouse Models,2015,Clinton E. Canal; Daniel E. Felsing; Yue Liu; Wanying Zhu; JodiAnne T. Wood; Charles K. Perry; Rajender Vemula; Raymond G. Booth
10.1093/jat/bkv073,,,"Analysis of 25I-NBOMe, 25B-NBOMe, 25C-NBOMe and Other Dimethoxyphenyl-<i>N</i>-[(2-Methoxyphenyl) Methyl]Ethanamine Derivatives on Blotter Paper",2015,Justin L. Poklis; Stephen A. Raso; Kylie N. Alford; Alphonse Poklis; Michelle R. Peace
10.1016/j.pnpbp.2015.06.001,,,Antidepressant drug action — From rapid changes on network function to network rewiring,2015,Tomi Rantamäki; İpek Yalçın
10.1016/j.neuropharm.2015.07.037,,,"Antidepressant-like effects of ketamine, norketamine and dehydronorketamine in forced swim test: Role of activity at NMDA receptor",2015,Kinga Sałat; Agata Siwek; Gabriela Starowicz; Tadeusz Librowski; Gabriel Nowak; Urszula Drabik; Ryszard Gajdosz; Piotr Popik
